"Trigger_ID","Target_Category","Display_Title","Threshold_Orb","Progress_Max_Days","Arrival_Text","Next_Action_Hint"
"PASSIONATE_ENCOUNTER_MOON_NEG_EXIT","Love","恋愛面の負荷を抜けるまで","5","3","恋愛面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"PASSIONATE_ENCOUNTER_SHORT_POS","Love","情熱的な恋の火が灯るまで","5","7","ドラマティックな展開が期待できる日。あなたの勇気が鍵を握ります。","アクティブな場所へ出向く準備をし、自分の情熱を隠さず表に出して。"
"PASSIONATE_ENCOUNTER_SHORT_NEG_EXIT","Love","恋愛面の負荷を抜けるまで","5","7","恋愛面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"PASSIONATE_ENCOUNTER_MID_POS","Love","情熱的な恋の火が灯るまで","5","30","ドラマティックな展開が期待できる日。あなたの勇気が鍵を握ります。","アクティブな場所へ出向く準備をし、自分の情熱を隠さず表に出して。"
"PASSIONATE_ENCOUNTER_MID_NEG_EXIT","Love","恋愛面の負荷を抜けるまで","5","30","恋愛面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"PASSIONATE_ENCOUNTER_LONG_POS","Love","情熱的な恋の火が灯るまで","5","60","ドラマティックな展開が期待できる日。あなたの勇気が鍵を握ります。","アクティブな場所へ出向く準備をし、自分の情熱を隠さず表に出して。"
"PASSIONATE_ENCOUNTER_LONG_NEG_EXIT","Love","恋愛面の負荷を抜けるまで","5","60","恋愛面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"STABLE_LOVE_FOUND_MOON_POS","Love","信頼で結ばれる安定期まで","4","3","お互いの存在が空気のように自然に馴染む日。静かな幸福を噛み締めて。","派手な演出よりも、日常の何気ない会話や食事の時間を大切に整えて。"
"STABLE_LOVE_FOUND_MOON_NEG_EXIT","Love","恋愛面の負荷を抜けるまで","4","3","恋愛面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"STABLE_LOVE_FOUND_SHORT_POS","Love","信頼で結ばれる安定期まで","4","14","お互いの存在が空気のように自然に馴染む日。静かな幸福を噛み締めて。","派手な演出よりも、日常の何気ない会話や食事の時間を大切に整えて。"
"STABLE_LOVE_FOUND_SHORT_NEG_EXIT","Love","恋愛面の負荷を抜けるまで","4","14","恋愛面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"STABLE_LOVE_FOUND_MID_POS","Love","信頼で結ばれる安定期まで","4","30","お互いの存在が空気のように自然に馴染む日。静かな幸福を噛み締めて。","派手な演出よりも、日常の何気ない会話や食事の時間を大切に整えて。"
"STABLE_LOVE_FOUND_MID_NEG_EXIT","Love","恋愛面の負荷を抜けるまで","4","30","恋愛面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"STABLE_LOVE_FOUND_LONG_POS","Love","信頼で結ばれる安定期まで","4","60","お互いの存在が空気のように自然に馴染む日。静かな幸福を噛み締めて。","派手な演出よりも、日常の何気ない会話や食事の時間を大切に整えて。"
"STABLE_LOVE_FOUND_LONG_NEG_EXIT","Love","恋愛面の負荷を抜けるまで","4","60","恋愛面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"WORK_SUCCESS_JUPITER_MOON_POS","Work","仕事のビッグチャンス到来まで","8","3","これまでの努力が大きな成果として実る日。自信を持って勝負に出て。","自分の成果をまとめた資料を整理し、いつでもプレゼンできる状態に。"
"WORK_SUCCESS_JUPITER_MOON_NEG_EXIT","Work","仕事面の負荷を抜けるまで","8","3","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"WORK_SUCCESS_JUPITER_SHORT_POS","Work","仕事のビッグチャンス到来まで","8","30","これまでの努力が大きな成果として実る日。自信を持って勝負に出て。","自分の成果をまとめた資料を整理し、いつでもプレゼンできる状態に。"
"WORK_SUCCESS_JUPITER_SHORT_NEG_EXIT","Work","仕事面の負荷を抜けるまで","8","30","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"WORK_SUCCESS_JUPITER_MID_POS","Work","仕事のビッグチャンス到来まで","8","30","これまでの努力が大きな成果として実る日。自信を持って勝負に出て。","自分の成果をまとめた資料を整理し、いつでもプレゼンできる状態に。"
"WORK_SUCCESS_JUPITER_MID_NEG_EXIT","Work","仕事面の負荷を抜けるまで","8","30","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"WORK_SUCCESS_JUPITER_LONG_POS","Work","仕事のビッグチャンス到来まで","8","60","これまでの努力が大きな成果として実る日。自信を持って勝負に出て。","自分の成果をまとめた資料を整理し、いつでもプレゼンできる状態に。"
"WORK_SUCCESS_JUPITER_LONG_NEG_EXIT","Work","仕事面の負荷を抜けるまで","8","60","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"CAREER_PEAK_MC_MOON_POS","Work","キャリアのピークタイム到達まで","5","3","社会的な評価が最高潮に達する日。リーダーシップを発揮してください。","周囲からの信頼に応えられるよう、自身の役割と責任を再確認して。"
"CAREER_PEAK_MC_MOON_NEG_EXIT","Work","仕事面の負荷を抜けるまで","5","3","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"CAREER_PEAK_MC_SHORT_POS","Work","キャリアのピークタイム到達まで","5","10","社会的な評価が最高潮に達する日。リーダーシップを発揮してください。","周囲からの信頼に応えられるよう、自身の役割と責任を再確認して。"
"CAREER_PEAK_MC_SHORT_NEG_EXIT","Work","仕事面の負荷を抜けるまで","5","10","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"CAREER_PEAK_MC_MID_POS","Work","キャリアのピークタイム到達まで","5","30","社会的な評価が最高潮に達する日。リーダーシップを発揮してください。","周囲からの信頼に応えられるよう、自身の役割と責任を再確認して。"
"CAREER_PEAK_MC_MID_NEG_EXIT","Work","仕事面の負荷を抜けるまで","5","30","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"CAREER_PEAK_MC_LONG_POS","Work","キャリアのピークタイム到達まで","5","60","社会的な評価が最高潮に達する日。リーダーシップを発揮してください。","周囲からの信頼に応えられるよう、自身の役割と責任を再確認して。"
"CAREER_PEAK_MC_LONG_NEG_EXIT","Work","仕事面の負荷を抜けるまで","5","60","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"CREATIVE_FLOW_SUN_MOON_POS","Work","創造力が爆発する全集中期まで","6","3","唯一無二のアイデアが形になる日。あなたの個性が世界に認められます。","インスピレーションを逃さないよう、メモの準備と一人の時間の確保を。"
"CREATIVE_FLOW_SUN_MOON_NEG_EXIT","Work","仕事面の負荷を抜けるまで","6","3","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"CREATIVE_FLOW_SUN_SHORT_POS","Work","創造力が爆発する全集中期まで","6","7","唯一無二のアイデアが形になる日。あなたの個性が世界に認められます。","インスピレーションを逃さないよう、メモの準備と一人の時間の確保を。"
"CREATIVE_FLOW_SUN_SHORT_NEG_EXIT","Work","仕事面の負荷を抜けるまで","6","7","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"CREATIVE_FLOW_SUN_MID_POS","Work","創造力が爆発する全集中期まで","6","30","唯一無二のアイデアが形になる日。あなたの個性が世界に認められます。","インスピレーションを逃さないよう、メモの準備と一人の時間の確保を。"
"CREATIVE_FLOW_SUN_MID_NEG_EXIT","Work","仕事面の負荷を抜けるまで","6","30","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"CREATIVE_FLOW_SUN_LONG_POS","Work","創造力が爆発する全集中期まで","6","60","唯一無二のアイデアが形になる日。あなたの個性が世界に認められます。","インスピレーションを逃さないよう、メモの準備と一人の時間の確保を。"
"CREATIVE_FLOW_SUN_LONG_NEG_EXIT","Work","仕事面の負荷を抜けるまで","6","60","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"DECISION_SPEED_UP_MOON_POS","Work","的確な判断ができる決断期まで","4","3","迷いが晴れ、進むべき道が明確になる日。直感を信じて即断即決を。","散らかった思考やデスクを整理し、クリアな視界を確保しておきましょう。"
"DECISION_SPEED_UP_MOON_NEG_EXIT","Work","仕事面の負荷を抜けるまで","4","3","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"DECISION_SPEED_UP_SHORT_POS","Work","的確な判断ができる決断期まで","4","7","迷いが晴れ、進むべき道が明確になる日。直感を信じて即断即決を。","散らかった思考やデスクを整理し、クリアな視界を確保しておきましょう。"
"DECISION_SPEED_UP_SHORT_NEG_EXIT","Work","仕事面の負荷を抜けるまで","4","7","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"DECISION_SPEED_UP_MID_POS","Work","的確な判断ができる決断期まで","4","30","迷いが晴れ、進むべき道が明確になる日。直感を信じて即断即決を。","散らかった思考やデスクを整理し、クリアな視界を確保しておきましょう。"
"DECISION_SPEED_UP_MID_NEG_EXIT","Work","仕事面の負荷を抜けるまで","4","30","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"DECISION_SPEED_UP_LONG_POS","Work","的確な判断ができる決断期まで","4","60","迷いが晴れ、進むべき道が明確になる日。直感を信じて即断即決を。","散らかった思考やデスクを整理し、クリアな視界を確保しておきましょう。"
"DECISION_SPEED_UP_LONG_NEG_EXIT","Work","仕事面の負荷を抜けるまで","4","60","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"NEGOTIATION_POWER_MOON_POS","Work","交渉を有利に進める対話期まで","5","3","あなたの言葉が相手の心に深く届く日。重要な契約や提案に最適です。","想定される質問への回答を準備し、誠実さと論理性を磨いておいて。"
"NEGOTIATION_POWER_MOON_NEG_EXIT","Work","仕事面の負荷を抜けるまで","5","3","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"NEGOTIATION_POWER_SHORT_POS","Work","交渉を有利に進める対話期まで","5","7","あなたの言葉が相手の心に深く届く日。重要な契約や提案に最適です。","想定される質問への回答を準備し、誠実さと論理性を磨いておいて。"
"NEGOTIATION_POWER_SHORT_NEG_EXIT","Work","仕事面の負荷を抜けるまで","5","7","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"NEGOTIATION_POWER_MID_POS","Work","交渉を有利に進める対話期まで","5","30","あなたの言葉が相手の心に深く届く日。重要な契約や提案に最適です。","想定される質問への回答を準備し、誠実さと論理性を磨いておいて。"
"NEGOTIATION_POWER_MID_NEG_EXIT","Work","仕事面の負荷を抜けるまで","5","30","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"NEGOTIATION_POWER_LONG_POS","Work","交渉を有利に進める対話期まで","5","60","あなたの言葉が相手の心に深く届く日。重要な契約や提案に最適です。","想定される質問への回答を準備し、誠実さと論理性を磨いておいて。"
"NEGOTIATION_POWER_LONG_NEG_EXIT","Work","仕事面の負荷を抜けるまで","5","60","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
