Aspect_Logic_ID,T_Planet,N_Planet,Aspect_Angle,Category,N_House,N_Sign_Element,T_Retrograde_Flag,Orb_Status,Text_Description,Countdown_Label,Countdown_ID,Essential_Dignity_Score,Score_Impact,Priority,timeline_advise,Decision_Flag,Sync_Flag,Noise_Flag,Pressure_Score,Love_Text_Description,Work_Text_Description,Money_Text_Description,Love_Score_Impact,Work_Score_Impact,Money_Score_Impact,Love_Positive_Impact,Love_Negative_Impact,Work_Positive_Impact,Work_Negative_Impact,Money_Positive_Impact,Money_Negative_Impact,General_Positive_Impact,General_Negative_Impact
TRANSIT_NEPTUNE_NATAL_SUN_0_2_MONEY_0_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,"Money,Work",2,Earth,0,Applying,才能や持ち物や収入の土台に、静かな理想を現実化したい気持ちが重なっていく時期です。漠然と安心したいだけでなく、自分の力で守れる基盤を作りたい感覚が強まりやすくなります。夢を支えるための数字や習慣を丁寧に整えるほど、豊かさが空想ではなく手の届く実感として根づいていくでしょう。,,MONEY_VALUE_UP_VENUS_LONG_POS,-1,-56,7,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_NEPTUNE_NATAL_SUN_0_2_MONEY_1_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,"Money,Work",2,Earth,1,Applying,これまでの支出や蓄え方を通じて、自分が何に安心を求めてきたのかを見直す時期です。足りないものばかりを数える気持ちが出る一方で、すでに持っている力や資源に気づき直す流れもあります。過去の選択を責めるより、現実に残っているものを静かに整理することで、生活を支える基盤に落ち着きが戻ってくるでしょう。,,MONEY_VALUE_UP_VENUS_LONG_POS,-1,-56,7,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_NEPTUNE_NATAL_SUN_0_2_MONEY_0_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,"Money,Work",2,Air,0,Applying,お金や才能に関する考え方が広がり、新しい情報から理想の選択肢を見つけやすい時期です。人の話や比較材料を通じて、自分の価値をどう扱うかに新鮮な視点が入ってくるでしょう。ただし情報が多すぎると判断が曖昧になりやすいため、心が軽くなる案と現実に続けられる案の重なりを探すことが大切です。,,MONEY_VALUE_UP_VENUS_LONG_POS,2,-56,7,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_NEPTUNE_NATAL_SUN_0_2_MONEY_1_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,"Money,Work",2,Air,1,Applying,過去に結んだ条件や、お金に関する思い込みを言葉で整理し直す時期です。なんとなく納得したつもりでいた約束や情報の中に、今の自分には合わない前提が混ざっていると気づくかもしれません。誰かの説明をそのまま信じるより、自分が理解できる言葉へ置き換えることで、豊かさを守る判断が澄んでいきます。,,MONEY_VALUE_UP_VENUS_LONG_POS,2,-56,7,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_NEPTUNE_NATAL_SUN_0_2_MONEY_0_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,"Money,Work",2,Water,0,Applying,安心できる豊かさや持ち物への感覚に、深い感情と理想が流れ込みやすい時期です。必要なものを選ぶときにも、実用性だけでなく心が満たされるかどうかが大きな基準になりやすいでしょう。不安を埋めるために求めるのではなく、自分を穏やかに支えてくれるものを選ぶほど、豊かさへの信頼がやさしく育ちます。,,MONEY_VALUE_UP_VENUS_LONG_POS,-2,-56,7,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_NEPTUNE_NATAL_SUN_0_2_MONEY_1_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,"Money,Work",2,Water,1,Applying,お金や所有にまつわる不安の奥にある、本当の安心への願いを見つめ直す時期です。過去の不足感や誰かとの比較がよみがえると、必要以上に抱え込んだり手放せなくなったりするかもしれません。感情を否定せず、何があれば心が落ち着くのかを丁寧に確かめることで、満たされ方の基準が内側から整っていきます。,,MONEY_VALUE_UP_VENUS_LONG_POS,-2,-56,7,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_NEPTUNE_NATAL_SUN_0_3_GENERAL_0_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,General,3,Fire,0,Applying,学びや会話の場面で、理想へ向かう直感と勢いが強まりやすい時期です。知りたいことが一気に増え、心を動かす情報に触れるほど、自分の進む方向まで明るく照らされる感覚があるでしょう。思いつきを散らかしたままにせず、今いちばん熱を感じる問いを選ぶことで、未来へつながる学びの火が澄んでいきます。,,SOCIAL_CONTRIBUTION_LONG_POS,5,-56,7,-,1,0,0,-,優しい言葉や豊かな感性でのやり取りを通じて、相手と心を通わせられる日です。曖昧な表現で誤解を生まないよう、素直でわかりやすい感謝の言葉を意識しましょう。,アイデアの発信や発想力に冴えを見せ、共感を集める表現ができる日です。風呂敷を広げすぎず、具体的な確認と報連相を徹底することが周囲からの高い評価に繋がります。,学びや旅行、情報共有に関する支出で気持ちが高まりやすい日です。魅力的な話にすぐ飛びつかず、費用対効果を見極めて賢く選別することがポイントです。,-40,-50,,15,15,0,45,-,-,0,50
TRANSIT_NEPTUNE_NATAL_SUN_0_3_GENERAL_1_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,General,3,Fire,1,Applying,過去に夢中で学んだことや、勢いのまま伝えてきた言葉を内側で見直す時期です。以前のノートや記憶の中に、今の自分をもう一度奮い立たせる問いが残っているかもしれません。すぐに結論へ飛びつくより、かつて心を熱くしたテーマを丁寧に拾い直すことで、伝え方に新しい生命力が戻ってきます。,,SOCIAL_CONTRIBUTION_LONG_POS,5,-56,7,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_NEPTUNE_NATAL_SUN_0_3_GENERAL_0_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,General,3,Earth,0,Applying,学びや連絡の場面で、理想を具体的な手順へ落とし込みたくなる時期です。漠然とした理解で済ませていたことも、資料を整えたり順番を決めたりすることで、現実に使える知恵へ変わりやすくなります。曖昧なまま抱えていた情報を一つずつ扱うほど、自分の考えに落ち着いた輪郭が生まれていくでしょう。,,SOCIAL_CONTRIBUTION_LONG_POS,-1,-56,7,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_NEPTUNE_NATAL_SUN_0_3_GENERAL_1_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,General,3,Earth,1,Applying,過去に後回しにした連絡や手順を、現実的な感覚で整え直す時期です。小さな未整理が心のどこかに残っていたなら、今はそれを責めるより、今の自分が無理なく扱える形に戻すことが大切です。一つずつ確かめるほど、ぼんやりしていた負担が軽くなり、言葉や作業に安定した流れが戻ってきます。,,SOCIAL_CONTRIBUTION_LONG_POS,-1,-56,7,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_NEPTUNE_NATAL_SUN_0_3_GENERAL_0_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,General,3,Air,0,Applying,対話や情報交換の中で、自分の理想が自然に言葉になりやすい時期です。人とのやり取りから新しい視点を受け取り、これまで曖昧だった考えが軽やかにほどけていく場面もあるでしょう。相手に合わせて話を広げすぎるより、心が澄む問いを大切にすると、対話そのものが自分らしさを映す道しるべになります。,,SOCIAL_CONTRIBUTION_LONG_POS,2,-56,7,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_NEPTUNE_NATAL_SUN_0_3_GENERAL_1_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,General,3,Air,1,Applying,以前のやり取りや言葉の行き違いを、今の視点で見直しやすい時期です。相手の反応を気にして選んだ表現と、自分が本当に伝えたかったことの間に、静かなズレが見えてくるかもしれません。過去の会話を蒸し返すのではなく、その奥にあった願いを理解することで、これからの交流にやわらかな風通しが戻ります。,,SOCIAL_CONTRIBUTION_LONG_POS,2,-56,7,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_NEPTUNE_NATAL_SUN_0_3_GENERAL_0_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,General,3,Water,0,Applying,言葉や学びに感情の深さが加わり、思いをやさしく伝えやすい時期です。相手の気持ちを敏感に受け取ることで、普段なら届きにくい本音にも触れられるでしょう。ただし共感しすぎると自分の考えまで曖昧になりやすいため、心の温度を保ちながら言葉の輪郭を整えることが支えになります。,,SOCIAL_CONTRIBUTION_LONG_POS,-2,-56,7,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_NEPTUNE_NATAL_SUN_0_3_GENERAL_1_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,General,3,Water,1,Applying,胸の奥に残っていた気持ちを、あらためて言葉に戻していく時期です。以前は感情が深すぎて説明できなかったことも、今なら少し距離を置いて見つめられるかもしれません。自分の気持ちを無理に正解へまとめるより、揺れを含んだまま丁寧に表すことで、本音にやさしい輪郭が生まれていきます。,,SOCIAL_CONTRIBUTION_LONG_POS,-2,-56,7,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_NEPTUNE_NATAL_SUN_0_4_GENERAL_0_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,Love,4,Fire,0,Applying,家や心の土台に、理想の居場所を作りたい強い思いが湧き上がりやすい時期です。自分や家族がもっと伸びやかに過ごせる空間を求め、暮らしの中に新しい熱を入れたくなるでしょう。勢いだけで環境を変えるより、どんな場所なら心が明るく息を吹き返すのかを見つめることで、居場所づくりに確かな方向が生まれます。,,GENERAL_HOME_ORDER_MOON_LONG_POS,5,-56,7,-,1,0,0,-,家庭的な温かさや安心感に包まれ、無条件の愛や包容力を共有できる日です。理想の住まいや居場所について家族やパートナーと穏やかに語り合いましょう。,職場環境の雰囲気を柔らかく整え、チーム全体のメンタルケアやバックアップに貢献できる日です。足元の整理整頓を丁寧におこなうことで実務効率が上がります。,住環境の整備やインテリア、家族のための出費に意欲的になれる日です。雰囲気に流されて予算オーバーしないよう、手堅い買い物計画を立てることが大切です。,-55,-45,,20,20,0,35,-,-,0,60
TRANSIT_NEPTUNE_NATAL_SUN_0_4_GENERAL_1_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,Love,4,Fire,1,Applying,家族や身近な人との間で、かつて言えなかった感謝や情熱を見直す時期です。昔の出来事に心が動かされることで、自分が本当はどんな絆を望んでいたのかに気づきやすくなります。過去を理想化しすぎず、今も心に残る温かさを選び直すほど、関係の奥に新しいぬくもりが灯っていきます。,,GENERAL_HOME_ORDER_MOON_LONG_POS,5,-56,7,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_NEPTUNE_NATAL_SUN_0_4_GENERAL_0_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,Love,4,Earth,0,Applying,暮らしの土台や居場所に、理想を現実的に根づかせたい時期です。心地よさを求めるだけでなく、片づけや手順の整理を通じて、安心できる日常を形にしたくなるでしょう。小さな環境の乱れを整えるほど、心の奥でぼんやりしていた不安が静まり、自分らしく戻れる場所が確かになっていきます。,,GENERAL_HOME_ORDER_MOON_LONG_POS,-1,-56,7,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_NEPTUNE_NATAL_SUN_0_4_GENERAL_1_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,Love,4,Earth,1,Applying,家や生活環境の中で、以前から気になっていた不便を見直す時期です。小さな違和感を放置してきた背景には、面倒さだけでなく、変えることへの迷いや慣れた安心感もあったかもしれません。暮らしを責めるように直すのではなく、今の自分を支える形へ静かに整えることで、心の土台に落ち着きが戻ります。,,GENERAL_HOME_ORDER_MOON_LONG_POS,-1,-56,7,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_NEPTUNE_NATAL_SUN_0_4_GENERAL_0_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,Love,4,Air,0,Applying,家族や身近な人との対話に、理想や思いやりがにじみやすい時期です。言葉を交わすことで、居場所に漂っていた曖昧な空気が少しずつほどけ、互いの考えを理解しやすくなるでしょう。感情をすべて説明しようとするより、伝えるべき要点をやさしく選ぶことで、心の通う空間が整っていきます。,,GENERAL_HOME_ORDER_MOON_LONG_POS,2,-56,7,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_NEPTUNE_NATAL_SUN_0_4_GENERAL_1_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,Love,4,Air,1,Applying,身近な関係の中で、言えずに残っていた本音を内側で整理し直す時期です。過去の会話や沈黙を思い返すうちに、本当は何を理解してほしかったのかが見えてくるかもしれません。すぐに相手へぶつけるより、自分の言葉として穏やかに整えることで、居場所に必要な対話の入口が見つかります。,,GENERAL_HOME_ORDER_MOON_LONG_POS,2,-56,7,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_NEPTUNE_NATAL_SUN_0_4_GENERAL_0_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,Love,4,Water,0,Applying,家や居場所に、深い安心と癒やしを求める気持ちが強まりやすい時期です。外で張っていた気持ちがゆるみ、自分の感情を静かに受け止められる空間の大切さに気づくでしょう。誰かのために整えるだけでなく、自分の心がほどける時間を守るほど、日常の中にやさしい回復の流れが生まれます。,,GENERAL_HOME_ORDER_MOON_LONG_POS,-2,-56,7,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_NEPTUNE_NATAL_SUN_0_4_GENERAL_1_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,Love,4,Water,1,Applying,心の奥に残っていた家族への思いや、居場所にまつわる昔の願いを見つめ直す時期です。懐かしさや寂しさが揺れるほど、自分がどんな安心を求めてきたのかがはっきりしてくるでしょう。過去の感情に沈み込むより、今の自分を守るために必要なぬくもりを選ぶことで、心の土台がやわらかく整っていきます。,,GENERAL_HOME_ORDER_MOON_LONG_POS,-2,-56,7,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_NEPTUNE_NATAL_SUN_0_5_LOVE_0_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,Love,5,Fire,0,Applying,恋愛や創作の場面で、理想や憧れが強く燃え上がりやすい時期です。心がときめく相手や表現に触れると、自分らしさをもっと鮮やかに出したい気持ちが高まるでしょう。夢中になる感覚を大切にしつつ、相手や作品に何を投影しているのかも見つめることで、喜びがより純粋な力として輝きます。,,LUCKY_LOVE_VENUS_LONG_POS,5,-56,7,-,1,0,0,-,ロマンチックな情熱と愛の楽しさが満ち溢れ、心躍る時間を過ごせる日です。理想を求めすぎず、今ある素直な楽しさを相手と純粋に分かち合う態度が好印象を与えます。,独自の創造力やクリエイティブな表現において抜群のインスピレーションが冴える日です。アイデアを感覚だけに終わらせず、形として推敲し完成度を高めましょう。,趣味や娯楽、表現活動への出費が非常に楽しくなる日です。歓楽街や博打的な投資への甘い誘いには注意し、健全な趣味の範囲で賢くお金を楽しみましょう。,-65,-40,,25,25,0,35,-,-,0,45
TRANSIT_NEPTUNE_NATAL_SUN_0_5_LOVE_1_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,Love,5,Fire,1,Applying,かつて夢中になった恋や創作への情熱を、内側で見直す時期です。昔のときめきがよみがえる一方で、それが今の自分を本当に温めるものなのかを確かめたくなるでしょう。過去の輝きをそのまま追いかけるより、今も心に火を灯してくれる喜びを選び直すことで、表現の熱が自然に戻ってきます。,,LUCKY_LOVE_VENUS_LONG_POS,5,-56,7,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_NEPTUNE_NATAL_SUN_0_5_LOVE_0_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,Love,5,Earth,0,Applying,愛情や創作への理想を、目に見える形で表したくなる時期です。大げさな演出よりも、丁寧に選んだ時間や続けられる表現の中に、自分らしい優しさが宿りやすくなります。心の中の憧れを具体的な形へ移すほど、喜びが一時的な夢ではなく、手触りのある信頼へ育っていくでしょう。,,LUCKY_LOVE_VENUS_LONG_POS,-1,-56,7,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_NEPTUNE_NATAL_SUN_0_5_LOVE_1_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,Love,5,Earth,1,Applying,これまでの愛情表現や楽しみ方を、現実的な感覚で見直す時期です。以前交わした約束や、形にしたつもりの好意の中に、今の心には少し合わなくなった部分が見えてくるかもしれません。相手に合わせるための形ではなく、自分も安心して続けられる表現へ整えることで、愛情の質が穏やかに深まります。,,LUCKY_LOVE_VENUS_LONG_POS,-1,-56,7,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_NEPTUNE_NATAL_SUN_0_5_LOVE_0_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,Love,5,Air,0,Applying,恋愛や創作の楽しみが、会話や発想を通じて広がりやすい時期です。好きなことを言葉にするほど心が軽くなり、相手との距離も自然にやわらぎやすくなるでしょう。雰囲気に流されて話を合わせるより、自分のときめきが宿る言葉を選ぶことで、楽しい交流に澄んだ輪郭が生まれます。,,LUCKY_LOVE_VENUS_LONG_POS,2,-56,7,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_NEPTUNE_NATAL_SUN_0_5_LOVE_1_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,Love,5,Air,1,Applying,過去の恋や創作にまつわる言葉を、あらためて選び直す時期です。以前は軽く伝えたつもりの一言や、言えずに残った思いの奥に、今なら理解できる本音が眠っているかもしれません。相手の反応を想像しすぎるより、自分の喜びに正直な表現を探すほど、心地よい距離感が整っていきます。,,LUCKY_LOVE_VENUS_LONG_POS,2,-56,7,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_NEPTUNE_NATAL_SUN_0_5_LOVE_0_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,Love,5,Water,0,Applying,恋愛や創作の中で、心が深く満たされる感覚を求めやすい時期です。相手の気持ちや作品の世界に自然と共鳴し、自分の内側にある優しさや憧れも豊かに動き出すでしょう。すべてを相手に委ねるのではなく、自分の感情も大切に抱きしめることで、愛情がやわらかな安心へ変わっていきます。,,LUCKY_LOVE_VENUS_LONG_POS,-2,-56,7,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_NEPTUNE_NATAL_SUN_0_5_LOVE_1_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,Love,5,Water,1,Applying,過去の恋心や創作への思いが、癒やしを求めて浮かび上がりやすい時期です。懐かしい感情に触れることで、忘れたつもりだった寂しさや純粋な願いにも気づくかもしれません。感情を否定せずに受け止めるほど、昔の痛みの中から、今の自分を満たす新しい優しさが見えてきます。,,LUCKY_LOVE_VENUS_LONG_POS,-2,-56,7,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_NEPTUNE_NATAL_SUN_0_6_WORK_0_Applying,TRANSIT_NEPTUNE,NATAL_SUN,0,Work,6,Fire,0,Applying,仕事や日々の役割に、理想へ向かう熱が強く入り込みやすい時期です。もっと意味のある働き方をしたい気持ちが高まり、目の前の作業にも情熱を注ぎたくなるでしょう。勢いだけで抱え込みすぎず、どの役割に心から火が入るのかを見極めることで、毎日の動きに澄んだ目的が宿ります。,,WORK_STABILITY_SATURN_LONG_POS,5,-56,7,-,1,0,0,-,日頃の感謝や日常のサポートを通じて、穏やかな愛情を表現できる日です。相手の体調や心の状態にそっと寄り添う配慮が、実生活に根ざした強い絆を育みます。,職場での人のケアやバックオフィス業務で豊かな包容力を発揮できる日です。曖昧な引き継ぎやスケジュールの遅延に注意し、優先順位を明確にして実務を進めましょう。,健康維持やサプリメント、日用品の買い物で理想が高まりやすい日です。無駄な健康グッズや効果の薄いサービスを排し、実用的なアイテムに賢く予算を使いましょう。,-40,-65,,15,15,0,55,-,-,0,65
