Template_ID,Cluster_ID,Month_ID,Event_Type,Valid_From,Peak_At,Valid_To,Carryover_Flag,Participating_Planets,Sign_Signature,Aspect_Signature,Max_Orb,Min_Planet_Count,Moon_Eligibility,Anchor_Planet,Anchor_Solar_House,Anchor_Natal_House,Personalization_Mode,House_Token_Planets,Date_Source,Date_Key,Date_Precision,Selection_Group,Supersedes_Cluster_IDs,Section_Order,Priority,Title,Paragraph_Template,Tags,Active_Flag
2026_08_SUN_JUPITER_CARRYOVER_S01_N11,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,1,11,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,仲間との未来に自分の意志を重ねる時,{event_date}から続く拡大感が、友人やチームとの未来へ自分の意志を重ね、新しい活動へ参加する気持ちとして月初に残ります。盛り上がった構想へすべて応えようとすると、自分の時間と役割の境界を失いやすいでしょう。共感する目標を一つ選び、無理なく提供できることから関わってください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_SUN_JUPITER_CARRYOVER_S01_N12,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,1,12,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,内側で育った自信を静かに守る時,{event_date}から続く明るい余韻が、表に出していない願いや回復しつつある自信を内側で育てる時間として月初に残ります。静かな手応えをすぐ外へ証明しようとすると、準備や休息の必要を見落としやすいでしょう。ひとりで過ごす時間に思いを記録し、今後も守りたい小さな希望を一つ残してください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_SUN_JUPITER_CARRYOVER_S02_N01,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,2,1,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,自分の価値を自信ある選択へ変える時,{event_date}から続く前向きな余韻が、自分の技能や魅力を認め、何へお金と時間を使うかを選ぶ力として月初に残ります。自信が高まるほど、今後の収入や成長まで現在の予算へ含めやすいでしょう。手元の資源を確認し、自分を支える学びや道具を一つ選んでください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_SUN_JUPITER_CARRYOVER_S02_N02,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,2,2,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,豊かさの感覚を現実の資産へ整える時,{event_date}から続く拡大感が、収入、貯蓄、持ち物の価値を見直し、自分なりの豊かさを築く意欲として月初に残ります。可能性を大きく感じて支出や目標額を広げると、日常に必要な資金を見失いやすいでしょう。増やしたいものと守りたいものを分け、現在の数字に合う一歩を決めてください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_SUN_JUPITER_CARRYOVER_S02_N03,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,2,3,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,言葉と技能を価値ある形へ育てる時,{event_date}から続く明るい余韻が、会話、文章、学んだ技能を価値ある形へ変えたい気持ちとして月初に残ります。好意的な反応を確かな需要や報酬と同じものにすると、準備の手間と費用を見落としやすいでしょう。相手が求める内容を聞き、小さな提案と現実的な価格から試してください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_SUN_JUPITER_CARRYOVER_S02_N04,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,2,4,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,家と暮らしの安心に資源を振り分ける時,{event_date}から続く豊かさへの意識が、住まい、家族、暮らしの安心へお金や時間を使いたい気持ちとして月初に残ります。理想の環境を一度に整えようとすると、維持費や家族の希望を見落としやすいでしょう。必要な修繕と楽しみの支出を分け、長く安心を支えるものから選んでください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_SUN_JUPITER_CARRYOVER_S02_N05,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,2,5,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,喜びへ使うお金と才能を見直す時,{event_date}から続く明るい感覚が、創作、恋愛、遊びに使う資源と、自分の才能の価値を認める力として月初に残ります。楽しさや注目への期待から支出や企画を大きくすると、続けるための余白が減りやすいでしょう。心から喜べることを一つ選び、無理のない予算で育ててください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_SUN_JUPITER_CARRYOVER_S02_N06,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,2,6,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,日々の働き方から価値を積み上げる時,{event_date}から続く前向きな余韻が、日々の仕事や生活習慣から技能と価値を積み上げる意欲として月初に残ります。成果を急いで作業や道具を増やすと、時間と体力に対する負担を見落としやすいでしょう。よく使う技能を一つ選び、作業時間と費用を記録しながら磨いてください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_SUN_JUPITER_CARRYOVER_S02_N07,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,2,7,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,二人の価値観とお金の使い方を整える時,{event_date}から続く拡大感が、パートナーや協力相手と大切にしたい価値やお金の使い方を話す機会として月初に残ります。将来の収入や相手の善意を前提にすると、現在負担できる金額が曖昧になりやすいでしょう。希望と予算を別に並べ、金額、期限、担当を具体的に決めてください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_SUN_JUPITER_CARRYOVER_S02_N08,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,2,8,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,自分の資産と共有資源の境界を確かめる時,{event_date}から続く豊かさへの意識が、自分の資産と、家族や相手と共有するお金の関係を見直す力として月初に残ります。期待する利益や支援を自分の資金と同じように扱うと、責任の境界を見失いやすいでしょう。名義、残高、返す条件を確認し、自分が選べる範囲を明確にしてください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_SUN_JUPITER_CARRYOVER_S02_N09,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,2,9,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,学びへの投資を将来の力へつなげる時,{event_date}から続く前向きな余韻が、学び、資格、旅へ資源を使い、将来の選択肢を広げたい気持ちとして月初に残ります。期待だけで高額な講座や移動を決めると、活用する場面と準備期間を見落としやすいでしょう。必要な技能、費用、試せる方法を確認し、段階的に投資してください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_SUN_JUPITER_CARRYOVER_S02_N10,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,2,10,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,実績と報酬を仕事の役割へ結びつける時,{event_date}から続く自信が、自分の技能や実績を仕事上の役割と報酬へ結びつけたい意欲として月初に残ります。将来の成果まで現在の価値として語ると、責任や期待だけが先に増えやすいでしょう。根拠となる数字と作業範囲を確認し、段階的な条件として周囲へ提案してください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_SUN_JUPITER_CARRYOVER_S02_N11,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,2,11,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,仲間との構想に必要な資源を整える時,{event_date}から続く拡大感が、仲間やチームとの未来の構想へお金、技能、時間を提供したい気持ちとして月初に残ります。盛り上がった案を実行予算や継続参加の約束と受け取ると、負担の偏りを見落としやすいでしょう。必要な資源と担当者を確認し、提供できる範囲を決めてください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_SUN_JUPITER_CARRYOVER_S02_N12,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,2,12,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,隠れた支出と眠っている価値を見直す時,{event_date}から続く豊かさへの意識が、気づかない支出や、人に見せていない技能の価値を見直す時間として月初に残ります。内側で膨らんだ期待をすぐ収入計画にすると、準備費用や休息の必要を見落としやすいでしょう。隠れた支出を整理し、静かに試せる形で技能を育ててください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_SUN_JUPITER_CARRYOVER_S03_N01,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,3,1,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,自分らしい言葉で新しい印象を残す時,{event_date}から続く自信の余韻が、会話や文章で自分の考えを堂々と伝え、新しい印象を示す力として月初に残ります。言葉に勢いがつくほど、まだ試していないことまで自分の方針として語りやすいでしょう。今の実感と将来の希望を分け、最も伝えたい要点から話してください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_SUN_JUPITER_CARRYOVER_S03_N02,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,3,2,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,学んだ技能を価値ある発信へ変える時,{event_date}から続く明るい余韻が、学んだ技能や情報を価値ある発信へ変えたい気持ちとして月初に残ります。好意的な反応を確かな需要や報酬と同じものにすると、準備の手間や費用を見落としやすいでしょう。相手が必要とする内容を聞き、小さな提案と現実的な条件から試してください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_SUN_JUPITER_CARRYOVER_S03_N03,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,3,3,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,好奇心の広がりを確かな学びへ育てる時,{event_date}から続く拡大感が、会話、読書、身近な移動への好奇心を高め、新しい情報を集める力として月初に残ります。興味のまま話題や予定を増やすと、理解が浅いまま次へ進みやすいでしょう。今知りたい問いを一つ決め、複数の情報を比べて自分の言葉で要約してください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_SUN_JUPITER_CARRYOVER_S03_N04,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,3,4,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,家族との会話から暮らしを整える時,{event_date}から続く前向きな感覚が、家族との会話や住まいに関する連絡を明るくし、暮らしを整える意欲として月初に残ります。理想や昔の話を一度に広げると、今決めるべき実務が見えにくくなるでしょう。思いを共有する時間と、費用や予定を確認する時間を分けてください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_SUN_JUPITER_CARRYOVER_S03_N05,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,3,5,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,遊び心ある発信で創造性を広げる時,{event_date}から続く明るい余韻が、創作、恋愛、遊びの気持ちを軽やかな言葉や発信へ変える力として月初に残ります。反応が良いほど作品や約束を大きくすると、一時の楽しさへ責任が加わりやすいでしょう。まず会話や小さな作品として味わい、続けたいものだけを後から形にしてください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_SUN_JUPITER_CARRYOVER_S03_N06,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,3,6,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,明るい連絡で日々の仕事を整える時,{event_date}から続く前向きな感覚が、職場の連絡、作業手順、生活管理を分かりやすく整える力として月初に残ります。便利な方法や予定を一度に増やすと、確認事項と担当まで膨らみやすいでしょう。誰が、いつ、何をするかを短く整理し、一つの手順から定着させてください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_SUN_JUPITER_CARRYOVER_S03_N07,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,3,7,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,前向きな対話から協力関係を育てる時,{event_date}から続く自信の余韻が、パートナーや取引相手との会話を明るくし、新しい協力案を考える力として月初に残ります。話が通じた勢いで合意済みと思うと、条件や担当の違いを見落としやすいでしょう。相手の言葉を言い換えて確認し、決定事項と保留事項を記録してください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_SUN_JUPITER_CARRYOVER_S03_N08,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,3,8,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,深い話から大切な信頼を確かめる時,{event_date}から続く拡大感が、共有資産、秘密、親密な感情について話し、理解を深める力として月初に残ります。話せた安心から負担や約束まで広げると、同意の範囲が曖昧になりやすいでしょう。気持ちの共有と実務の条件を分け、金額、期限、話してよい相手を確認してください。,carryover;conjunction;sun;jupiter;leo,1
2026_08_SUN_JUPITER_CARRYOVER_S03_N09,2026_08_SUN_JUPITER_CARRYOVER,2026-08,conjunction_carryover,2026-08-01T00:00:00+09:00,2026-07-29T21:18:00+09:00,2026-08-05T23:59:59+09:00,1,SUN|JUPITER,SUN:LEO|JUPITER:LEO,SUN-JUPITER:0,5,2,not_applicable,JUPITER,3,9,anchor_house,SUN|JUPITER,swiss_ephemeris,SUN:JUPITER:0:2026-07-29,around_day,LEO_GROWTH,,20,80,身近な学びを広い世界観へつなげる時,{event_date}から続く好奇心が、日常の会話や短い学習を専門分野、異文化、遠い世界への関心へつなげる力として月初に残ります。魅力的な情報を一つの真実として受け取ると、自分の経験との違いを見落としやすいでしょう。情報源を確かめ、興味が続くテーマから段階的に深めてください。,carryover;conjunction;sun;jupiter;leo,1
