Record_ID,Month_ID,Record_Type,Primary_Planet,Secondary_Planet,Primary_Sign,Secondary_Sign,Match_Type,Target_Natal_House,Valid_From,Valid_To,State_Changes,Tone,Title,Interpretation,Priority,Active_Flag
2026_09_BACKGROUND_SATURN_ARIES_20260901_20260930_NATAL_02,2026-09,background,SATURN,ANY,ARIES,ANY,planet_natal_house,2,2026-09-01,2026-09-30,none,caution,稼ぐ力と守る基準を同時に育てる,今月を通して、牡羊座の土星は、収入を増やしたい意欲と、今ある資源を守る責任を同じ基準で扱うよう促します。新しい稼ぎ方や道具へ素早く投資したくなっても、維持費や回収までの期間が曖昧なら、一度数字へ戻ることが大切です。生活に必要な額、挑戦に使う額、予備として残す額を分け、それぞれに上限を設けてください。自分の技能を安く提供することも、根拠なく高く見積もることも避け、実績と所要時間を記録しましょう。判断材料を蓄えるほど、金額の大小に揺れない自己価値と選択の自由が育ちます。,120,1
2026_09_BACKGROUND_SATURN_ARIES_20260901_20260930_NATAL_03,2026-09,background,SATURN,ANY,ARIES,ANY,planet_natal_house,3,2026-09-01,2026-09-30,none,caution,伝える前の確認を信頼へ変える,今月を通して、牡羊座を進む土星は、素早い返答や強い主張よりも、言葉を最後まで届ける責任を重くします。思いつきをそのまま送ると、事実、依頼、感情が混ざり、身近な相手ほど意図と違う受け止め方をされやすくなります。要点を一文にまとめ、期限と返答が必要な箇所を分け、送信前に読み直してください。学びでは教材を増やすより、一つの問いに対する根拠を集め、自分の説明で再現できるか確かめましょう。伝達後の確認までを会話の一部と考えることで、速さだけでは得られない信用が積み上がります。,120,1
2026_09_BACKGROUND_SATURN_ARIES_20260901_20260930_NATAL_04,2026-09,background,SATURN,ANY,ARIES,ANY,planet_natal_house,4,2026-09-01,2026-09-30,none,caution,家の役割に自分らしい境界を置く,今月を通して、牡羊座の土星は、家庭や居場所の中で、自立したい気持ちと生活を支える責任を両立するよう求めます。昔からの役割に反発して急に手を引くことも、波風を避けて黙って抱えることも、安心を長く保つ方法にはなりません。家事、費用、連絡、介助などを項目に分け、自分が継続できる範囲を具体的に示してください。家族の期待と自分の義務を同じものとせず、難しい部分は代替案や外部の助けを含めて話し合いましょう。守る線を共有するほど、家は誰か一人の我慢ではなく、それぞれが戻れる現実的な基盤になります。,120,1
2026_09_BACKGROUND_SATURN_ARIES_20260901_20260930_NATAL_05,2026-09,background,SATURN,ANY,ARIES,ANY,planet_natal_house,5,2026-09-01,2026-09-30,none,caution,創る責任が遊びの熱を長く支える,今月を通して、牡羊座を進む土星は、創作や恋愛、遊びの場面で、始める勇気に続ける責任を結びつけます。面白さを感じた瞬間に規模や約束を広げると、完成させる工程や相手の気持ちが後回しになりやすいでしょう。作品なら今回仕上げる範囲を決め、関係なら期待できる時間や連絡の仕方を確かめてください。評価がすぐ返らなくても投げ出さず、かといって喜びが消えるほど義務化せず、区切りごとに続け方を選び直しましょう。一つを丁寧に終える経験が、自発性を制限ではなく確かな表現へ育てます。,120,1
2026_09_BACKGROUND_SATURN_ARIES_20260901_20260930_NATAL_06,2026-09,background,SATURN,ANY,ARIES,ANY,planet_natal_house,6,2026-09-01,2026-09-30,none,caution,働く速さに止まる基準を組み込む,今月を通して、牡羊座の土星は、仕事や体調管理において、頑張り始める力だけでなく止め時を決める責任を求めます。依頼が来るたび即座に引き受けると、優先順位が崩れ、必要な休息まで後回しになりやすくなります。一日の必須作業を三つまでに絞り、追加分は期限と担当を確認してから予定へ入れてください。集中時間、食事、睡眠、痛みや疲労の記録を並べると、気合では見えない負担の偏りを把握できます。週末に続けられた手順だけを残すことで、責任感を消耗ではなく安定した働き方へ変えられます。,120,1
2026_09_BACKGROUND_SATURN_ARIES_20260901_20260930_NATAL_07,2026-09,background,SATURN,ANY,ARIES,ANY,planet_natal_house,7,2026-09-01,2026-09-30,none,caution,対等な関係に決定の手順を作る,今月を通して、牡羊座を進む土星は、一対一の関係で、率直さと合意を得る責任を切り離さないよう求めます。自分で決めてから相手に知らせる形が続くと、早く進んでも、時間や費用、感情の負担が片側へ偏りやすくなります。重要な予定や契約は、目的、譲れない条件、相談できる条件を分け、双方の返答を待ってください。相手の沈黙を承諾とみなさず、自分も無理な依頼には期限を示して保留や拒否を選びましょう。決定までの手順を共有することが、遠慮にも支配にも傾かない長期的な信頼を支えます。,120,1
2026_09_BACKGROUND_SATURN_ARIES_20260901_20260930_NATAL_08,2026-09,background,SATURN,ANY,ARIES,ANY,planet_natal_house,8,2026-09-01,2026-09-30,none,caution,深い共有に説明と同意の責任を持つ,今月を通して、牡羊座の土星は、共同資金や秘密、親密な関わりの中で、踏み込む前に説明と同意を整えるよう促します。危機感から一人で処理を進めたり、関係を失う不安から曖昧な条件を受け入れたりすると、後で責任の所在が揺らぎます。借入、返済、閲覧権限、情報を共有する相手を一覧にし、変更には当事者の確認を取りましょう。話しにくい内容ほど、結論を急がず、必要なら第三者や専門家を交えて検討してください。透明な手順を守ることが、依存せずに助け合える深い信頼と回復力を作ります。,120,1
2026_09_BACKGROUND_SATURN_ARIES_20260901_20260930_NATAL_09,2026-09,background,SATURN,ANY,ARIES,ANY,planet_natal_house,9,2026-09-01,2026-09-30,none,caution,信じる理由を実践と検証へつなぐ,今月を通して、牡羊座を進む土星は、学問や信念、遠方への計画について、自分の確信を現実の検証へ耐えられる形に整えます。強く共感した考えをすぐ人生の答えにすると、異なる経験や不都合な事実を受け取る余地が狭くなります。主張の出典、反対する資料、実際に試せる行動を一つずつ揃え、理解の穴を確かめてください。旅行や受講、資格取得は、必要な手続きと予算を先に並べ、途中で見直す日も決めましょう。考えを守るより学び直す責任を選ぶことで、世界観は自分と他者を動かす実践的な指針になります。,120,1
2026_09_BACKGROUND_SATURN_ARIES_20260901_20260930_NATAL_10,2026-09,background,SATURN,ANY,ARIES,ANY,planet_natal_house,10,2026-09-01,2026-09-30,none,caution,権限と責任が釣り合う仕事を選ぶ,今月を通して、牡羊座の土星は、仕事や社会的立場で前へ出る時に、決定権と結果への責任が釣り合っているかを問いかけます。肩書や期待だけを受け取り、実行条件が曖昧なまま始めると、問題が起きた時に一人で負担を抱えやすくなります。目標、期限、使える予算、協力者、報告先を確認し、不足する権限は着手前に交渉してください。自分の判断で変えた部分は経緯を残し、うまくいかない点も早めに共有しましょう。透明な実務を繰り返すほど、勢いのある抜擢を持続できる信用と役割へ変えられます。,120,1
2026_09_BACKGROUND_SATURN_ARIES_20260901_20260930_NATAL_11,2026-09,background,SATURN,ANY,ARIES,ANY,planet_natal_house,11,2026-09-01,2026-09-30,none,caution,仲間の挑戦を運営できる約束へ変える,今月を通して、牡羊座を進む土星は、仲間との企画や将来像に、熱意だけでは越えられない運営の責任を持ち込みます。発案した人が決定も実務も抱える形では、速度が出ても異論や離脱を受け止める余白がなくなります。目的、担当、期限、費用、意思決定の方法を公開し、参加者が断ったり提案を修正したりできる手順を作ってください。進捗が遅い時は人数を増やす前に、止まっている役割と必要な権限を特定しましょう。目立たない調整を引き受けるほど、個人の情熱が続けられる共同の力へ変わります。,120,1
2026_09_BACKGROUND_SATURN_ARIES_20260901_20260930_NATAL_12,2026-09,background,SATURN,ANY,ARIES,ANY,planet_natal_house,12,2026-09-01,2026-09-30,none,caution,見えない責任を静かに手放す準備,今月を通して、牡羊座の土星は、誰にも見せていない疲れや罪悪感に、これ以上抱えないための境界を引くよう促します。休むと迷惑がかかるという思いから動き続けると、表面では役割を果たせても、内側の判断力が少しずつ細ります。未完了の用事、他人から引き受けた心配、自分を責める言葉を書き分け、今できる処理と保留を決めてください。孤立して耐えることを強さにせず、守秘が必要な相談先や回復の時間を予定へ確保しましょう。静かな整理を続けることが、過去の重さに反応せず次の行動を選ぶための余白になります。,120,1
2026_09_BACKGROUND_URANUS_GEMINI_20260901_20260930_NATAL_01,2026-09,background,URANUS,ANY,GEMINI,ANY,planet_natal_house,1,2026-09-01,2026-09-30,URANUS:2026-09-11:retrograde_start,mixed,試した自己像を内側の自由へ戻す,双子座の天王星は、自分の見せ方や動き方に複数の選択肢を持たせ、固定していた自己像を更新するよう促します。9月11日の逆行開始までは、話し方や服装、名乗り方を軽く試すほど、外側の反応から新しい可能性を発見できます。天王星が逆行へ転じた後は、周囲を驚かせる変化より、どの姿なら無理なく呼吸できるかを内側で選び直す時期です。試した案ごとに高揚感と疲れ方を記録し、反応を得るためだけの演出は減らしてください。月末には残したい特徴を一つ決めると、気まぐれではない自分らしい自由が形になります。,105,1
2026_09_BACKGROUND_URANUS_GEMINI_20260901_20260930_NATAL_02,2026-09,background,URANUS,ANY,GEMINI,ANY,planet_natal_house,2,2026-09-01,2026-09-30,URANUS:2026-09-11:retrograde_start,mixed,新しい稼ぎ方を価値の再点検へつなぐ,双子座を進む天王星は、収入や技能、持ち物に新しい組み合わせを試し、ひとつの方法へ依存しない土台を作るよう促します。9月11日に逆行を始める前は、小さな仕事の分割やデジタル道具の導入など、費用を限定した実験に向きます。その後は拡張を急ぐより、試した方法が自分の時間と価値観を本当に守っているかを見直す段階です。収入、手数料、維持時間、安心感を同じ表へ記録し、便利でも自由を狭める契約や購読は整理してください。変化を数字と実感の両方で選別すると、揺れに対応できる資源の使い方が残ります。,105,1
2026_09_BACKGROUND_URANUS_GEMINI_20260901_20260930_NATAL_03,2026-09,background,URANUS,ANY,GEMINI,ANY,planet_natal_house,3,2026-09-01,2026-09-30,URANUS:2026-09-11:retrograde_start,mixed,情報の速さを自分の思考へ取り戻す,双子座の天王星は、会話や学習、身近な移動に新しい回路を開き、慣れた伝達方法を更新するよう促します。9月11日の逆行開始までは、異分野の人との対話や新しい検索・記録手段から、思考を揺さぶる発見が増えやすいでしょう。逆行後は受け取る情報をさらに増やすより、通知や断片的な知識が自分の判断を急がせていないかを確かめる時期です。よく使う情報源を絞り、共有前に一次資料へ戻り、学んだ内容を自分の言葉で一度書き直してください。速さから少し離れることで、刺激を借りずに考える力と信頼できる発信が育ちます。,105,1
2026_09_BACKGROUND_URANUS_GEMINI_20260901_20260930_NATAL_04,2026-09,background,URANUS,ANY,GEMINI,ANY,planet_natal_house,4,2026-09-01,2026-09-30,URANUS:2026-09-11:retrograde_start,mixed,家の新ルールを心の前提から見直す,双子座を進む天王星は、家事の分担や家族との連絡、居場所の使い方に、今の暮らしへ合う柔軟な選択肢を求めます。9月11日に逆行へ転じるまでは、収納や予定共有など小さな仕組みを試し、どこに不便があるかを具体的に確かめてください。逆行後は設備やルールを増やすより、「家族ならこうすべき」という自分の前提が自由な対話を妨げていないかを見直す段階です。各人が守りたい静けさと変えたい習慣を別々に聞き、試行中の案は元へ戻せる形にしましょう。内側の思い込みまで整えると、変化を押しつけずに息のしやすい基盤を作れます。,105,1
2026_09_BACKGROUND_URANUS_GEMINI_20260901_20260930_NATAL_05,2026-09,background,URANUS,ANY,GEMINI,ANY,planet_natal_house,5,2026-09-01,2026-09-30,URANUS:2026-09-11:retrograde_start,mixed,表現の実験から本当に好きな形を選ぶ,双子座の天王星は、創作や恋愛、遊びに異なる技法や関わり方を混ぜ、予定調和を越える楽しさを呼び込みます。9月11日の逆行開始までは、短い作品や新しい誘いなど、結果を固定しない実験から意外な好みを発見しやすいでしょう。天王星が逆行した後は、刺激を次々に足すより、何をしている時に評価を忘れて夢中になれたかを振り返る時期です。未完成の案を並べ、残す一つと休ませるものを選び、関係では変えたい約束を相手と確認してください。自由を目新しさだけで測らないことで、自分の喜びから続けられる表現が育ちます。,105,1
2026_09_BACKGROUND_URANUS_GEMINI_20260901_20260930_NATAL_06,2026-09,background,URANUS,ANY,GEMINI,ANY,planet_natal_house,6,2026-09-01,2026-09-30,URANUS:2026-09-11:retrograde_start,mixed,便利な手順を心身に合う働き方へ戻す,双子座を進む天王星は、仕事の手順や日課、体調管理へ新しい道具を取り入れ、拘束の少ない進め方を探るよう促します。9月11日に逆行を始める前は、自動化や短い集中時間などを一つずつ試し、作業時間と負担の変化を観察してください。その後は新機能を増やすより、通知や頻繁な切り替えが神経を休ませず、便利さの裏で集中を奪っていないかを点検する段階です。使わない機能を止め、連絡を見る時刻と休む時刻を分け、身体の反応も記録しましょう。自分のリズムへ合わせて技術を選び直すほど、自由度と安定を両立できます。,105,1
2026_09_BACKGROUND_URANUS_GEMINI_20260901_20260930_NATAL_07,2026-09,background,URANUS,ANY,GEMINI,ANY,planet_natal_house,7,2026-09-01,2026-09-30,URANUS:2026-09-11:retrograde_start,mixed,関係の自由を本音の距離感から考え直す,双子座の天王星は、一対一の関係に新しい連絡方法や役割の選択肢を持ち込み、固定した距離感を更新するよう促します。9月11日の逆行開始までは、会う頻度や一人の時間について試行案を出し、相手の反応も含めて現実性を確かめてください。逆行後はルールを変えること自体より、自分が求める自由が健全な自立なのか、話し合いを避けるための逃げ道なのかを見直す時期です。沈黙や予定変更が何を意味するかを決めつけず、安心に必要な連絡と変えられる約束を言葉にしましょう。内側の動機まで共有すると、近さと自由をどちらも守れる関係へ整えられます。,105,1
2026_09_BACKGROUND_URANUS_GEMINI_20260901_20260930_NATAL_08,2026-09,background,URANUS,ANY,GEMINI,ANY,planet_natal_house,8,2026-09-01,2026-09-30,URANUS:2026-09-11:retrograde_start,mixed,共有の仕組みを権限と安心から点検する,双子座を進む天王星は、共同資金や秘密、支援の受け渡しに新しい管理方法を導入し、負担を柔軟に分けるよう促します。9月11日に逆行へ転じるまでは、記録の共有や決済手段を限定的に試し、誰が何を見て決められるかを明確にしてください。逆行後は機能の便利さより、渡した権限や個人情報、解約条件に見落としがないかを遡って確認する段階です。共同口座、契約、パスワード、返済計画を一覧にし、不要なアクセスは当事者の同意を得て整理しましょう。感情的な信頼と実務の安全を分けて点検することで、予想外の変化にも対応できる共有関係が育ちます。,105,1
2026_09_BACKGROUND_URANUS_GEMINI_20260901_20260930_NATAL_09,2026-09,background,URANUS,ANY,GEMINI,ANY,planet_natal_house,9,2026-09-01,2026-09-30,URANUS:2026-09-11:retrograde_start,mixed,広げた知識を問い直せる世界観へ育てる,双子座の天王星は、専門分野や信念、遠い文化を意外な角度から結び、既存の世界観を更新するよう促します。9月11日の逆行開始までは、異分野の講座や複数の資料へ触れることで、当然と思っていた前提に新しい問いが生まれやすいでしょう。天王星が逆行した後は結論を広めるより、魅力を感じた説の出典や反証を確かめ、自分の理解を組み直す時期です。旅や学習の計画も目的、費用、情報源を見直し、発見を日常で試せる一つの行動へ落としてください。答えを固定せず問いを深めるほど、自由な視野が実際の判断力になります。,105,1
2026_09_BACKGROUND_URANUS_GEMINI_20260901_20260930_NATAL_10,2026-09,background,URANUS,ANY,GEMINI,ANY,planet_natal_house,10,2026-09-01,2026-09-30,URANUS:2026-09-11:retrograde_start,mixed,仕事の新案を自分に合う役割へ練り直す,双子座を進む天王星は、仕事や社会的な立場に複数の役割や働き方を持ち込み、一つの肩書に縛られない道を示します。9月11日に逆行を始める前は、報告方法や担当の組み替えなど小さな提案を試し、周囲への影響と手応えを集めてください。その後は新しい役割を増やすより、変えたい理由が退屈からの反発なのか、能力を生かす必然なのかを内側で確かめる段階です。試行の成果、必要な技能、引き継ぎの負担を整理し、残す案は権限と報酬まで具体化しましょう。方向を練り直す時間を持つことで、目新しさを持続可能なキャリアの選択へ変えられます。,105,1
2026_09_BACKGROUND_URANUS_GEMINI_20260901_20260930_NATAL_11,2026-09,background,URANUS,ANY,GEMINI,ANY,planet_natal_house,11,2026-09-01,2026-09-30,URANUS:2026-09-11:retrograde_start,mixed,広がった人脈を未来の協力へ選び直す,双子座の天王星は、仲間やコミュニティに分野を越えた接点を増やし、将来計画へ新しい参加方法をもたらします。9月11日の逆行開始までは、普段会わない人との対話やオンラインの企画から、未来像を広げる刺激を受け取りやすいでしょう。逆行後は人数や反応を追うより、どの関係なら異論を言えて、距離を変えても敬意が残るかを選び直す時期です。参加先ごとに目的、個人情報の範囲、負担している時間を確認し、役割だけが増えたつながりは整理してください。交流の量を協力の質へ変えることで、自由な発想を支え合えるネットワークが残ります。,105,1
2026_09_BACKGROUND_URANUS_GEMINI_20260901_20260930_NATAL_12,2026-09,background,URANUS,ANY,GEMINI,ANY,planet_natal_house,12,2026-09-01,2026-09-30,URANUS:2026-09-11:retrograde_start,mixed,内側のざわめきを静かな発見へ戻す,双子座を進む天王星は、夢や無意識に浮かぶ言葉、ひとりの時間の過ごし方を通じて、古い思考から離れる余地を作ります。9月11日に逆行へ転じるまでは、予想外の連想や落ち着かなさが、まだ言葉にならない違和感を知らせる手掛かりになります。逆行後は答えを外の情報へ探しに行くより、繰り返す考えや刺激への依存を静かに観察し、何から休みたいのかを確かめる時期です。通知を切る時間を設け、夢や思い付きを判断せず記録し、睡眠を削る習慣は一つ止めてください。内面の雑音とひらめきを分けるほど、次に変えるべきことが穏やかに見えてきます。,105,1
2026_09_BACKGROUND_NEPTUNE_ARIES_20260901_20260930_NATAL_01,2026-09,background,NEPTUNE,ANY,ARIES,ANY,planet_natal_house,1,2026-09-01,2026-09-30,none,mixed,衝動の奥にある本音を静かに確かめる,今月を通して、牡羊座の海王星は、すぐ動きたい感覚の奥にある願いを汲み取り、自分らしさを急いで証明しないよう促します。人の期待を敏感に感じるほど、理想の人物像へ合わせた決断を自分の直感と取り違えやすくなります。新しい名乗り方や役割を選ぶ前に、身体が緩むか、焦りが強まるか、翌日も望みが残るかを確かめてください。疲れている時の高揚や不安は一晩置き、必要なら信頼できる人に事実だけを話して整理しましょう。静かな確認を挟むことで、曖昧な憧れが無理のない一歩へ変わります。,115,1
2026_09_BACKGROUND_NEPTUNE_ARIES_20260901_20260930_NATAL_02,2026-09,background,NEPTUNE,ANY,ARIES,ANY,planet_natal_house,2,2026-09-01,2026-09-30,none,mixed,善意とお金の境界を見える形に戻す,今月を通して、牡羊座を進む海王星は、お金や才能を誰かの役に立てたい思いへ結びつける一方、使える資源の限界を曖昧にしやすくします。頼まれた瞬間の同情や、新しい収入案への期待だけで決めると、費用と時間が静かに流れ出す可能性があります。贈る額、貸せる額、挑戦へ使う額を分け、即決せず翌日に残高と条件を読み直してください。技能の提供では料金、範囲、修正回数を先に書き、無償で行う部分も自分で選びましょう。気持ちを数字で確かめる習慣が、優しさを損なわず価値と生活を守ります。,115,1
2026_09_BACKGROUND_NEPTUNE_ARIES_20260901_20260930_NATAL_03,2026-09,background,NEPTUNE,ANY,ARIES,ANY,planet_natal_house,3,2026-09-01,2026-09-30,none,mixed,ひらめきを誤解のない言葉へ整える,今月を通して、牡羊座の海王星は、会話や学習に素早い連想と豊かな想像をもたらし、言葉になる前の気配を伝えたくさせます。相手の表情から結論を推測したり、印象に合う情報だけで話を進めたりすると、意図とは違う物語が広がります。事実、感想、提案を分けて書き、大切な日時や数字は元の資料と相手の返答で確かめてください。考えが散る時は説明を増やさず、静かな時間に要点を三つまでまとめ、一度声に出してみましょう。想像力に確認の手順を添えるほど、繊細な発見を信頼できる対話へ運べます。,115,1
