Template_ID,Month_ID,Section_Order,Planet,Event_Type,Transit_Sign_From,Transit_Sign_To,Solar_House_From,Solar_House_To,Natal_House_From,Natal_House_To,Natal_House_At_Event,Date_Source,Date_Key,Date_Precision,Paragraph_Template,Priority,Active_Flag
2026_08_SIGN_VENUS_VIRGO_LIBRA_S01_S02_N02,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,1,2,ANY,ANY,2,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に金星が天秤座へ移ると、自分の価値を確かめる関心が、収入、買い物、所有する物へはっきり表れます。楽しみを我慢する必要はありませんが、気分だけで出費を重ねず、本当に満足が続くものへ予算を使うことが、安心感を育てる助けになります。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S01_S02_N03,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,1,2,ANY,ANY,3,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,金星が{event_date}に天秤座へ移ると、会話や学びの中に、自分の得意なことや価値を見つけやすくなります。身近な人との情報交換、文章、短い移動にお金や時間を使うなら、見栄えより実用性を確かめてください。丁寧な伝え方が、今後活かせる小さな強みを育てます。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S01_S02_N04,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,1,2,ANY,ANY,4,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に金星が天秤座へ移ると、自分らしさを表に出す時期から、暮らしの安心を形にする時期へ移ります。家具や食事、家族との時間に心地よさを求めやすいでしょう。家を飾ることだけでなく、毎月の負担や共有する出費も整えると、落ち着ける基盤を無理なく作れます。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S01_S02_N05,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,1,2,ANY,ANY,5,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,金星が{event_date}に天秤座へ移ると、趣味、恋愛、創作に使う時間やお金が、自分の喜びを測る手がかりになります。誰かの注目を得るために華やかさを足すより、続けたい遊びや表現へ丁寧に費やすことが大切です。小さな楽しみを選び直すほど、満足感が残りやすくなります。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S01_S02_N06,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,1,2,ANY,ANY,6,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に金星が天秤座へ移ると、身だしなみや自己表現に向いていた意識が、仕事道具や生活習慣の快適さへ移ります。作業を楽にする物や休息の質を高める工夫には価値がありますが、便利さだけで増やしすぎないこと。毎日使うものを選び直すと、時間と体力の余白も整います。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S01_S02_N07,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,1,2,ANY,ANY,7,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,金星が{event_date}に天秤座へ移ると、対人関係やお金、自分の価値をめぐる空気が和らぎます。無理に盛り上がるというより、気の合う人との穏やかな交流や身近な楽しみが、今月の流れを支える息抜きになりやすいでしょう。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S01_S02_N08,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,1,2,ANY,ANY,8,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,金星が{event_date}に天秤座へ移ると、自分の価値を守りながら、共有するお金や親しい関係のバランスを整えやすくなります。立替え、贈り物、共同の支払いは好意だけで曖昧にせず、負担の範囲を穏やかに確認してください。率直な相談が、安心して深く関わるための土台になります。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S01_S02_N09,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,1,2,ANY,ANY,9,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に金星が天秤座へ移ると、学び、遠出、新しい文化へ使うお金が、視野を広げる楽しみにつながります。憧れだけで大きな予定を決めるより、費用や日程を確かめながら一つの体験を選ぶとよいでしょう。知識や経験への投資が、自分の価値観を豊かにする時です。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S01_S02_N10,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,1,2,ANY,ANY,10,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,金星が{event_date}に天秤座へ移ると、仕事で何を提供し、どのように評価されたいかを現実的に考えやすくなります。装いや成果物を整える一方、自分の役割や報酬を低く見積もりすぎないことが大切です。丁寧な交渉や見せ方の改善が、公的な立場への納得感を支えます。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S01_S02_N11,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,1,2,ANY,ANY,11,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に金星が天秤座へ移ると、友人や仲間との楽しみが、今後どこへ時間やお金を使いたいかを教えてくれます。集まりや共同企画では、雰囲気に合わせて負担を引き受けすぎないようにしてください。価値観の合うつながりを選ぶほど、将来の計画も育てやすくなります。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S01_S02_N12,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,1,2,ANY,ANY,12,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,金星が{event_date}に天秤座へ移ると、表向きの華やかさより、一人で安心して過ごすための小さな楽しみに価値を感じやすくなります。疲れを紛らわせる買い物には注意しつつ、睡眠、音楽、美容など静かに自分を満たすものを選んでください。見えない部分の充足が次の活動を支えます。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S02_S03_N01,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,2,3,ANY,ANY,1,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,金星が{event_date}に天秤座へ移ると、持ち物やお金を整える関心が、言葉や身近な交流へ移っていきます。自分を良く見せる話し方より、今の好みや考えを素直に伝えることが大切です。服装や表情と発言を一致させるほど、自然体の印象を作りやすくなるでしょう。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S02_S03_N02,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,2,3,ANY,ANY,2,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に金星が天秤座へ移ると、収入や買い物について一人で考えるより、人と情報を交わすことで選択肢を整理しやすくなります。価格や条件を比べる際は、安さだけで決めず、自分にとっての使いやすさを言葉にしてください。納得できる基準が見えやすくなります。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S02_S03_N03,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,2,3,ANY,ANY,3,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,金星が{event_date}に天秤座へ移ると、会話、学び、近距離の移動に楽しさが増し、身近な人とのやり取りが軽やかになります。連絡を広げすぎると予定が散らばりやすいため、今後も続けたい交流や興味へ絞ること。丁寧な言葉選びが心地よい関係を育てます。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S02_S03_N04,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,2,3,ANY,ANY,4,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に金星が天秤座へ移ると、家や家族に関する価値観を、穏やかな会話で確かめやすくなります。住まいの費用や暮らし方を話すなら、正しさを競うより、誰が何を心地よいと感じるかを共有してください。身近な場所の整備にも小さな楽しみを見つけられるでしょう。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S02_S03_N05,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,2,3,ANY,ANY,5,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,金星が{event_date}に天秤座へ移ると、好きなものを所有する喜びから、それを言葉や作品で表す楽しみへ関心が移ります。恋愛や趣味では、相手の反応を狙いすぎず、自分が面白いと感じる話題を差し出すことが大切です。軽い発信や試作から魅力を育ててください。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S02_S03_N06,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,2,3,ANY,ANY,6,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に金星が天秤座へ移ると、仕事や日課に役立つ情報を集め、人と共有することが楽になります。道具を増やす前に、手順、連絡方法、予定の組み方を見直すとよいでしょう。職場や身近な相手へ頼み方を柔らかく伝えることで、毎日の負担も調整しやすくなります。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S02_S03_N07,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,2,3,ANY,ANY,7,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,金星が{event_date}に天秤座へ移ると、自分の価値観を守るだけでなく、相手の考えを聞きながら接点を探しやすくなります。対人関係では、曖昧な同意でその場を収めず、希望や条件を穏やかに言葉へしてください。小さな確認が、無理のない約束や協力につながります。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S02_S03_N08,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,2,3,ANY,ANY,8,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に金星が天秤座へ移ると、共有するお金や親密な関係について、重くなりすぎず話し合える余地が生まれます。立替えや負担、言いにくかった希望を一度に決着させる必要はありません。相手の事情を聞きながら、自分の境界線も短い言葉で伝えることが大切です。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S02_S03_N09,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,2,3,ANY,ANY,9,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,金星が{event_date}に天秤座へ移ると、身近な会話の中に、学びや遠い世界へつながる入口を見つけやすくなります。気になる本、講座、旅の話を人と交わし、まず一つ調べてみてください。知識を飾るより、自分の言葉で説明し直すことが視野を広げる助けになります。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S02_S03_N10,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,2,3,ANY,ANY,10,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に金星が天秤座へ移ると、仕事上の価値や評価を、伝え方や人との接点から見直しやすくなります。会議、紹介、短い発信では、実績を大きく見せるより、何を丁寧に提供できるかを明確にしてください。言葉と見せ方を整えるほど、公的な印象も安定します。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S02_S03_N11,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,2,3,ANY,ANY,11,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,金星が{event_date}に天秤座へ移ると、友人や仲間との何気ない会話から、今後試したいことや参加したい場が見つかりやすくなります。広く人脈を増やすより、価値観の近い相手と情報を交換する方が合う時です。共同の予定は、費用や役割も先に確認してください。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S02_S03_N12,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,2,3,ANY,ANY,12,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に金星が天秤座へ移ると、内側にしまっていた好みや気持ちを、日記や静かな会話で言葉にしやすくなります。無理に人前で明るく話す必要はありません。信頼できる相手へ少しだけ伝えたり、一人で考えを書き留めたりすると、本当に大切にしたい価値が見えてきます。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S03_S04_N01,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,3,4,ANY,ANY,1,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,金星が{event_date}に天秤座へ移ると、外で交わす会話や移動の楽しさが、家で心地よく過ごすことへ向かいます。住まいに自分の好みを反映させ、帰った時に気持ちがほどける場所を作ってください。人前の印象より、誰にも見せない時間の快適さが自信を支えます。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S03_S04_N02,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,3,4,ANY,ANY,2,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に金星が天秤座へ移ると、住まいや家族のために何へお金を使うかが気になりやすくなります。家具や食事を整える楽しみはありますが、安心を買い物だけで補わないこと。今ある物を手入れし、毎月の負担を確認してから選ぶほど、落ち着きが長く続くでしょう。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S03_S04_N03,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,3,4,ANY,ANY,3,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,金星が{event_date}に天秤座へ移ると、広く交わしていた会話が、家族や身近な人との落ち着いたやり取りへ移っていきます。連絡の量を増やすより、暮らしの希望や最近感じていることを丁寧に話してください。家の中で言葉が行き違っていた部分も、柔らかく整理しやすい時です。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S03_S04_N04,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,3,4,ANY,ANY,4,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に金星が天秤座へ移ると、家、家族、心の居場所を整えたい気持ちが強まり、私生活に穏やかな楽しみを取り戻しやすくなります。全員が満足する形を急いで作る必要はありません。自分が安心できる時間と場所を確保し、その上で身近な人との過ごし方を調整してください。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S03_S04_N05,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,3,4,ANY,ANY,5,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,金星が{event_date}に天秤座へ移ると、創作や恋愛の楽しみを、家や親しい人と過ごす時間の中で味わいやすくなります。部屋で作品を作る、好きな料理を囲むなど、小さな喜びを形にするとよいでしょう。華やかな予定より、気を張らず笑える時間が今月の心を満たします。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S03_S04_N06,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,3,4,ANY,ANY,6,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に金星が天秤座へ移ると、家事、仕事、休息の配分を心地よく整えることが大切になります。見た目をきれいにするだけでなく、片づけ方や作業場所を使いやすくしてください。家のことを一人で抱えず、分担や頼み方を穏やかに話すと、日々の負担を減らしやすくなります。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S03_S04_N07,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,3,4,ANY,ANY,7,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,金星が{event_date}に天秤座へ移ると、対人関係の中で、どこなら安心して本音を出せるかがはっきりしてきます。親しい相手とは、家での過ごし方や互いに必要な距離を話してみてください。一緒にいる形を急いで決めず、双方がくつろげる条件を確かめることが大切です。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S03_S04_N08,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,3,4,ANY,ANY,8,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に金星が天秤座へ移ると、家庭内で共有するお金や、親しい人との深い感情を穏やかに扱いやすくなります。家族だから分かるはずと考えず、負担や希望を言葉にしてください。過去のわだかまりを一度に解くより、安心して話せる範囲を少しずつ広げる方が合います。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S03_S04_N09,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,3,4,ANY,ANY,9,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,金星が{event_date}に天秤座へ移ると、外で得た知識や新しい視点を、自分の暮らしへ持ち帰る流れになります。遠い理想を語るだけでなく、食事、部屋、家族との習慣に一つ取り入れてみてください。育った環境の価値観も見直すと、今の自分に合う居場所を作りやすくなるでしょう。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S03_S04_N10,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,3,4,ANY,ANY,10,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に金星が天秤座へ移ると、仕事や人前での役割から少し距離を置き、私生活の安心を整えたくなります。外からの評価に応え続けるより、帰宅後の時間や家での仕事環境を見直してください。公的な印象と素の自分の差を小さくすることが、落ち着いて役割を続ける支えになります。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S03_S04_N11,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,3,4,ANY,ANY,11,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,金星が{event_date}に天秤座へ移ると、友人や仲間とのつながりを、家族のように安心できる関係として感じやすくなります。自宅へ招く、少人数で食事をするなど、気取らない交流が合う時です。ただし人を迎えるために無理をせず、自分の生活ペースを守れる範囲で楽しんでください。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S03_S04_N12,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,3,4,ANY,ANY,12,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に金星が天秤座へ移ると、にぎやかな交流から離れ、家や一人の時間に静かな喜びを求めやすくなります。過去を思い出して気持ちが揺れる時は、答えを急がず、音楽や香り、睡眠など安心を取り戻せる習慣を選んでください。見えない心の土台を休ませる時です。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S04_S05_N01,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,4,5,ANY,ANY,1,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,金星が{event_date}に天秤座へ移ると、家で整えてきた安心感を土台に、自分の魅力や楽しみを外へ表したくなります。誰かの反応に合わせるより、着たい服、試したい表現、会いたい人を自分の感覚で選んでください。遊び心を許すほど、自然な明るさが振る舞いに表れます。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S04_S05_N02,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,4,5,ANY,ANY,2,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に金星が天秤座へ移ると、趣味や恋愛、創作に時間やお金を使いたい気持ちが強まります。楽しみを削る必要はありませんが、注目を得るための出費と、本当に満足が残る選択を分けてください。自分の才能を育てる道具や経験を選ぶことが、価値への自信を支えます。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S04_S05_N03,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,4,5,ANY,ANY,3,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,金星が{event_date}に天秤座へ移ると、安心できる場所で温めていた考えを、文章、会話、作品として表しやすくなります。恋愛でも遠回しな駆け引きより、好意や楽しさを軽やかな言葉にする方が合う時です。短い発信や身近な外出から、創造性を動かしてください。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S04_S05_N04,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,4,5,ANY,ANY,4,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に金星が天秤座へ移ると、家庭や居場所を整える流れに、遊びと喜びが加わります。家族と食事を楽しむ、部屋で創作するなど、安心できる場だからこそ出せる表情を大切にしてください。全員を楽しませようとせず、自分もくつろげる過ごし方を選びましょう。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S04_S05_N05,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,4,5,ANY,ANY,5,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,金星が{event_date}に天秤座へ移ると、恋愛、趣味、創作、遊びへの関心がはっきりし、自分から楽しみを作りやすくなります。華やかさに勢いがつく一方、予定や出費を広げすぎないこと。評価される作品より、作っている時間そのものを愛せる表現へ集中するとよいでしょう。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S04_S05_N06,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,4,5,ANY,ANY,6,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に金星が天秤座へ移ると、仕事や日課の中にも、好きな要素や遊び心を取り入れたくなります。作業環境を整え、得意な方法を試すことで、義務だけだった時間に軽さが生まれるでしょう。ただし楽しさを優先して基本の確認を省かず、休息との配分も保ってください。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S04_S05_N07,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,4,5,ANY,ANY,7,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,金星が{event_date}に天秤座へ移ると、親しい関係に楽しさやときめきを取り戻しやすくなります。相手から誘われるのを待つだけでなく、一緒にしたいことを具体的に伝えてください。恋愛でも協力関係でも、見栄えの良い形より、双方が自然に笑える時間を選ぶことが大切です。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S04_S05_N08,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,4,5,ANY,ANY,8,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に金星が天秤座へ移ると、恋愛や創作の喜びが、親密さや深い信頼を確かめる入口になります。強く惹かれるほど、相手の気持ちや共有する負担を決めつけないこと。好意と境界線を同時に言葉へし、安心して関われる範囲を確かめると、感情に振り回されにくくなります。,100,1
2026_08_SIGN_VENUS_VIRGO_LIBRA_S04_S05_N09,2026-08,30,VENUS,sign_ingress,VIRGO,LIBRA,4,5,ANY,ANY,9,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,金星が{event_date}に天秤座へ移ると、学び、旅、新しい文化との出会いが、創作や恋愛への刺激になります。遠くへ行くことだけが変化ではありません。普段選ばない本や作品に触れ、心が動いた理由を自分の表現へ持ち帰ると、楽しみの幅を自然に広げられるでしょう。,100,1
