Template_ID,Cluster_ID,Month_ID,Event_Type,Valid_From,Peak_At,Valid_To,Carryover_Flag,Participating_Planets,Sign_Signature,Aspect_Signature,Max_Orb,Min_Planet_Count,Moon_Eligibility,Anchor_Planet,Anchor_Solar_House,Anchor_Natal_House,Personalization_Mode,House_Token_Planets,Date_Source,Date_Key,Date_Precision,Selection_Group,Supersedes_Cluster_IDs,Section_Order,Priority,Title,Paragraph_Template,Tags,Active_Flag
2026_10_OPENING_TSQUARE_COMPLETION_S01_N11,2026_10_OPENING_TSQUARE_COMPLETION,2026-10,aspect_cluster,2026-10-01T00:00:00+09:00,2026-10-02T18:14:00+09:00,2026-10-04T23:59:59+09:00,1,MERCURY|MARS|PLUTO,MERCURY:SCORPIO|MARS:LEO|PLUTO:AQUARIUS,MERCURY-MARS:90|MERCURY-PLUTO:90|MARS-PLUTO:180,3,3,not_applicable,MERCURY,1,11,anchor_house,MERCURY|MARS|PLUTO,swiss_ephemeris,MERCURY:MARS:90:2026-10-02|MARS:PLUTO:180:2026-10-03,exact_day,OCT_OPENING_PRESSURE,2026_09_MONTH_END_TSQUARE_BUILDING,10,100,集団内の意見対立を調整し共通目標へ導く,{event_date}頃は、グループやプロジェクト内で方針を巡る激しい対立が起こりやすい傾向があります。特定の立場に肩入れせず、全員の共通の実効性や本来の目的に立ち返りましょう。中立で公平な調整役を担うことが、チームの分裂を防ぎ未来を拓きます。仲間やグループ内での役割分担を見直し、共通の目標に向けた協調を心がけましょう。,t_square;mercury;mars;pluto;carryover;completion,1
2026_10_OPENING_TSQUARE_COMPLETION_S01_N12,2026_10_OPENING_TSQUARE_COMPLETION,2026-10,aspect_cluster,2026-10-01T00:00:00+09:00,2026-10-02T18:14:00+09:00,2026-10-04T23:59:59+09:00,1,MERCURY|MARS|PLUTO,MERCURY:SCORPIO|MARS:LEO|PLUTO:AQUARIUS,MERCURY-MARS:90|MERCURY-PLUTO:90|MARS-PLUTO:180,3,3,not_applicable,MERCURY,1,12,anchor_house,MERCURY|MARS|PLUTO,swiss_ephemeris,MERCURY:MARS:90:2026-10-02|MARS:PLUTO:180:2026-10-03,exact_day,OCT_OPENING_PRESSURE,2026_09_MONTH_END_TSQUARE_BUILDING,10,100,心のざわつきを手放し静かな休息を確保,{event_date}頃は、過去の葛藤や見えない不安が刺激され、精神的な疲労がピークに達しやすくなります。無理に結論を出そうとせず、外界の刺激から離れて静かに心を休めてください。内面の混乱を静かに見つめ手放すことで、深い平穏と気力が蘇ってきます。過去の経緯を無理に正当化せず、静かに受け止めて手放すことで心が整っていきます。,t_square;mercury;mars;pluto;carryover;completion,1
2026_10_OPENING_TSQUARE_COMPLETION_S02_N01,2026_10_OPENING_TSQUARE_COMPLETION,2026-10,aspect_cluster,2026-10-01T00:00:00+09:00,2026-10-02T18:14:00+09:00,2026-10-04T23:59:59+09:00,1,MERCURY|MARS|PLUTO,MERCURY:SCORPIO|MARS:LEO|PLUTO:AQUARIUS,MERCURY-MARS:90|MERCURY-PLUTO:90|MARS-PLUTO:180,3,3,not_applicable,MERCURY,2,1,anchor_house,MERCURY|MARS|PLUTO,swiss_ephemeris,MERCURY:MARS:90:2026-10-02|MARS:PLUTO:180:2026-10-03,exact_day,OCT_OPENING_PRESSURE,2026_09_MONTH_END_TSQUARE_BUILDING,10,100,金銭面での焦りを抑えて冷静な姿勢を保つ,{event_date}頃は、リソースの確保や条件交渉でプレッシャーが強まり、強硬な姿勢を取りやすくなります。感情的に自己主張を押し通そうとせず、具体的な数字と客観的な根拠を淡々と提示しましょう。冷静な対応を貫くことが、自らの価値と信用をしっかりと守る最善策です。自身の体調と生活ペースを最優先に守り、無理な同調を避ける姿勢が大切です。,t_square;mercury;mars;pluto;carryover;completion,1
2026_10_OPENING_TSQUARE_COMPLETION_S02_N02,2026_10_OPENING_TSQUARE_COMPLETION,2026-10,aspect_cluster,2026-10-01T00:00:00+09:00,2026-10-02T18:14:00+09:00,2026-10-04T23:59:59+09:00,1,MERCURY|MARS|PLUTO,MERCURY:SCORPIO|MARS:LEO|PLUTO:AQUARIUS,MERCURY-MARS:90|MERCURY-PLUTO:90|MARS-PLUTO:180,3,3,not_applicable,MERCURY,2,2,anchor_house,MERCURY|MARS|PLUTO,swiss_ephemeris,MERCURY:MARS:90:2026-10-02|MARS:PLUTO:180:2026-10-03,exact_day,OCT_OPENING_PRESSURE,2026_09_MONTH_END_TSQUARE_BUILDING,10,100,手元の資産を守り支出の優先順位を整理,{event_date}頃は、突発的な支払い要求や資金繰りの逼迫感から、極端な金銭的判断を下したくなる時です。パニックにならず、今守るべき基盤資金と見送るべき出費を厳密に分けましょう。丁寧な収支の点検を重ねることが、経済的な安全をしっかりと維持してくれます。収支や所有物の管理状況を具体的に点検し、現実的な基準を再確認することが有効です。,t_square;mercury;mars;pluto;carryover;completion,1
2026_10_OPENING_TSQUARE_COMPLETION_S02_N03,2026_10_OPENING_TSQUARE_COMPLETION,2026-10,aspect_cluster,2026-10-01T00:00:00+09:00,2026-10-02T18:14:00+09:00,2026-10-04T23:59:59+09:00,1,MERCURY|MARS|PLUTO,MERCURY:SCORPIO|MARS:LEO|PLUTO:AQUARIUS,MERCURY-MARS:90|MERCURY-PLUTO:90|MARS-PLUTO:180,3,3,not_applicable,MERCURY,2,3,anchor_house,MERCURY|MARS|PLUTO,swiss_ephemeris,MERCURY:MARS:90:2026-10-02|MARS:PLUTO:180:2026-10-03,exact_day,OCT_OPENING_PRESSURE,2026_09_MONTH_END_TSQUARE_BUILDING,10,100,条件の食い違いを丁寧な対話で解消する,{event_date}頃は、金額や役割分担に関する連絡の行き違いから、身近な相手と厳しい言葉を交わしがちです。反論を急がず、契約内容やメモを一つずつ照合して誤解を解きましょう。正確で落ち着いた情報伝達を心がけることが、関係の悪化を防ぐ確かな防波堤となります。誤解を防ぐために重要事項は口頭だけで済ませず、文章で記録して共有しましょう。,t_square;mercury;mars;pluto;carryover;completion,1
2026_10_OPENING_TSQUARE_COMPLETION_S02_N04,2026_10_OPENING_TSQUARE_COMPLETION,2026-10,aspect_cluster,2026-10-01T00:00:00+09:00,2026-10-02T18:14:00+09:00,2026-10-04T23:59:59+09:00,1,MERCURY|MARS|PLUTO,MERCURY:SCORPIO|MARS:LEO|PLUTO:AQUARIUS,MERCURY-MARS:90|MERCURY-PLUTO:90|MARS-PLUTO:180,3,3,not_applicable,MERCURY,2,4,anchor_house,MERCURY|MARS|PLUTO,swiss_ephemeris,MERCURY:MARS:90:2026-10-02|MARS:PLUTO:180:2026-10-03,exact_day,OCT_OPENING_PRESSURE,2026_09_MONTH_END_TSQUARE_BUILDING,10,100,家計や生活防衛の不安を身内と冷静に共有,{event_date}頃は、住まいや生活費に関する深刻な懸念が浮かび上がり、家庭内で緊張が高まりやすくなります。一人で抱え込んで苛立ちをぶつけず、事実を淡々と共有して現実的な対策を話し合ってください。足元の生活基盤を固めることが心の安定につながります。住まいの環境や家族との生活ルールを整え、私生活の平穏を優先して過ごしましょう。,t_square;mercury;mars;pluto;carryover;completion,1
2026_10_OPENING_TSQUARE_COMPLETION_S02_N05,2026_10_OPENING_TSQUARE_COMPLETION,2026-10,aspect_cluster,2026-10-01T00:00:00+09:00,2026-10-02T18:14:00+09:00,2026-10-04T23:59:59+09:00,1,MERCURY|MARS|PLUTO,MERCURY:SCORPIO|MARS:LEO|PLUTO:AQUARIUS,MERCURY-MARS:90|MERCURY-PLUTO:90|MARS-PLUTO:180,3,3,not_applicable,MERCURY,2,5,anchor_house,MERCURY|MARS|PLUTO,swiss_ephemeris,MERCURY:MARS:90:2026-10-02|MARS:PLUTO:180:2026-10-03,exact_day,OCT_OPENING_PRESSURE,2026_09_MONTH_END_TSQUARE_BUILDING,10,100,創作や娯楽への過度な投資を冷静に見直す,{event_date}頃は、趣味や創作活動、対人関係での出費や見栄から、リソースを過剰に投入したくなる局面です。一時の熱狂で判断せず、長く続けられる現実的な予算枠を再設定しましょう。冷静な自己規律を持つことが、純粋な楽しみと作品の質を支える土台になります。純粋に楽しむ時間を大切にしつつ、周囲との調和を意識して前進していきましょう。,t_square;mercury;mars;pluto;carryover;completion,1
2026_10_OPENING_TSQUARE_COMPLETION_S02_N06,2026_10_OPENING_TSQUARE_COMPLETION,2026-10,aspect_cluster,2026-10-01T00:00:00+09:00,2026-10-02T18:14:00+09:00,2026-10-04T23:59:59+09:00,1,MERCURY|MARS|PLUTO,MERCURY:SCORPIO|MARS:LEO|PLUTO:AQUARIUS,MERCURY-MARS:90|MERCURY-PLUTO:90|MARS-PLUTO:180,3,3,not_applicable,MERCURY,2,6,anchor_house,MERCURY|MARS|PLUTO,swiss_ephemeris,MERCURY:MARS:90:2026-10-02|MARS:PLUTO:180:2026-10-03,exact_day,OCT_OPENING_PRESSURE,2026_09_MONTH_END_TSQUARE_BUILDING,10,100,業務コストと作業手順の無理を是正する,{event_date}頃は、日々の実務において採算や納期への強い重圧がかかり、過労や現場の不満が噴出しやすい時です。精神論で乗り切ろうとせず、作業工程の無駄を省き、適正な役割分担を再構築しましょう。着実な手順の改善が、実務と健康の両方を防ぐ鍵となります。日々の実務手順や健康習慣を見直し、過度な負担を分散させてペースを保ちましょう。,t_square;mercury;mars;pluto;carryover;completion,1
2026_10_OPENING_TSQUARE_COMPLETION_S02_N07,2026_10_OPENING_TSQUARE_COMPLETION,2026-10,aspect_cluster,2026-10-01T00:00:00+09:00,2026-10-02T18:14:00+09:00,2026-10-04T23:59:59+09:00,1,MERCURY|MARS|PLUTO,MERCURY:SCORPIO|MARS:LEO|PLUTO:AQUARIUS,MERCURY-MARS:90|MERCURY-PLUTO:90|MARS-PLUTO:180,3,3,not_applicable,MERCURY,2,7,anchor_house,MERCURY|MARS|PLUTO,swiss_ephemeris,MERCURY:MARS:90:2026-10-02|MARS:PLUTO:180:2026-10-03,exact_day,OCT_OPENING_PRESSURE,2026_09_MONTH_END_TSQUARE_BUILDING,10,100,利害の衝突を乗り越え公正な合意を結ぶ,{event_date}頃は、パートナーや取引相手との間で、条件や取り分の不均衡を巡る激しい交渉が発生しがちです。相手を責め立てるのではなく、お互いの負担と実効性を公平に並べて検討しましょう。誠実で透明な話し合いを重ねることが、対等な関係を維持する鍵です。対等な関係性を維持するために、譲れない条件と歩み寄れる点を明確にしておきましょう。,t_square;mercury;mars;pluto;carryover;completion,1
2026_10_OPENING_TSQUARE_COMPLETION_S02_N08,2026_10_OPENING_TSQUARE_COMPLETION,2026-10,aspect_cluster,2026-10-01T00:00:00+09:00,2026-10-02T18:14:00+09:00,2026-10-04T23:59:59+09:00,1,MERCURY|MARS|PLUTO,MERCURY:SCORPIO|MARS:LEO|PLUTO:AQUARIUS,MERCURY-MARS:90|MERCURY-PLUTO:90|MARS-PLUTO:180,3,3,not_applicable,MERCURY,2,8,anchor_house,MERCURY|MARS|PLUTO,swiss_ephemeris,MERCURY:MARS:90:2026-10-02|MARS:PLUTO:180:2026-10-03,exact_day,OCT_OPENING_PRESSURE,2026_09_MONTH_END_TSQUARE_BUILDING,10,100,共有資金のルールを厳格に整え直す,{event_date}頃は、共同資金や借入、遺産などのデリケートな金銭問題で激しいプレッシャーがかかります。曖昧な取り決めを放置せず、権利と義務の所在を明確に文書化してください。客観的で公平なルールを整えることで、深層の不信感をきれいに払拭できます。共有財産や深い協力関係のルールを再確認し、誠実な情報共有を徹底することが重要です。,t_square;mercury;mars;pluto;carryover;completion,1
2026_10_OPENING_TSQUARE_COMPLETION_S02_N09,2026_10_OPENING_TSQUARE_COMPLETION,2026-10,aspect_cluster,2026-10-01T00:00:00+09:00,2026-10-02T18:14:00+09:00,2026-10-04T23:59:59+09:00,1,MERCURY|MARS|PLUTO,MERCURY:SCORPIO|MARS:LEO|PLUTO:AQUARIUS,MERCURY-MARS:90|MERCURY-PLUTO:90|MARS-PLUTO:180,3,3,not_applicable,MERCURY,2,9,anchor_house,MERCURY|MARS|PLUTO,swiss_ephemeris,MERCURY:MARS:90:2026-10-02|MARS:PLUTO:180:2026-10-03,exact_day,OCT_OPENING_PRESSURE,2026_09_MONTH_END_TSQUARE_BUILDING,10,100,知的な投資の妥協点を冷静に見極める,{event_date}頃は、学びや研究、対外的な活動にかかるコストや価値を巡り、葛藤が生じやすいタイミングです。理想ばかりを追わず、実際の費用対効果や現実的な実現可能性を冷静に吟味しましょう。確かな根拠を持つことが、実りある知的な投資へと導きます。目先の結論を急がず、広い視野で本質的な価値を見極める姿勢が確かな前進を支えます。,t_square;mercury;mars;pluto;carryover;completion,1
2026_10_OPENING_TSQUARE_COMPLETION_S02_N10,2026_10_OPENING_TSQUARE_COMPLETION,2026-10,aspect_cluster,2026-10-01T00:00:00+09:00,2026-10-02T18:14:00+09:00,2026-10-04T23:59:59+09:00,1,MERCURY|MARS|PLUTO,MERCURY:SCORPIO|MARS:LEO|PLUTO:AQUARIUS,MERCURY-MARS:90|MERCURY-PLUTO:90|MARS-PLUTO:180,3,3,not_applicable,MERCURY,2,10,anchor_house,MERCURY|MARS|PLUTO,swiss_ephemeris,MERCURY:MARS:90:2026-10-02|MARS:PLUTO:180:2026-10-03,exact_day,OCT_OPENING_PRESSURE,2026_09_MONTH_END_TSQUARE_BUILDING,10,100,職務上の予算や責任範囲を明確に定義する,{event_date}頃は、仕事での予算管理や事業責任を巡って上層部からの厳しい要求が突きつけられる可能性があります。感情的な反発を控え、現状の数字と実現可能な改善計画を誠実に提示しましょう。責任ある対処を貫くことが、社会的な信用を強固に保ちます。社会的な立場や仕事の責任範囲を再確認し、関係各所との連携を密に整えましょう。,t_square;mercury;mars;pluto;carryover;completion,1
2026_10_OPENING_TSQUARE_COMPLETION_S02_N11,2026_10_OPENING_TSQUARE_COMPLETION,2026-10,aspect_cluster,2026-10-01T00:00:00+09:00,2026-10-02T18:14:00+09:00,2026-10-04T23:59:59+09:00,1,MERCURY|MARS|PLUTO,MERCURY:SCORPIO|MARS:LEO|PLUTO:AQUARIUS,MERCURY-MARS:90|MERCURY-PLUTO:90|MARS-PLUTO:180,3,3,not_applicable,MERCURY,2,11,anchor_house,MERCURY|MARS|PLUTO,swiss_ephemeris,MERCURY:MARS:90:2026-10-02|MARS:PLUTO:180:2026-10-03,exact_day,OCT_OPENING_PRESSURE,2026_09_MONTH_END_TSQUARE_BUILDING,10,100,グループの活動資金を透明化し信頼を守る,{event_date}頃は、仲間内での会費や共同プロジェクトの予算配分について、意見の衝突が起こりやすい傾向です。不透明な支出を改め、全員が納得できる会計基準をオープンに共有してください。公平なルール作りを進めることが、団体の結束を確かなものにします。過度な期待を掛け合うことなく、互いの自立を尊重した穏やかな連携を保つことが大切です。,t_square;mercury;mars;pluto;carryover;completion,1
2026_10_OPENING_TSQUARE_COMPLETION_S02_N12,2026_10_OPENING_TSQUARE_COMPLETION,2026-10,aspect_cluster,2026-10-01T00:00:00+09:00,2026-10-02T18:14:00+09:00,2026-10-04T23:59:59+09:00,1,MERCURY|MARS|PLUTO,MERCURY:SCORPIO|MARS:LEO|PLUTO:AQUARIUS,MERCURY-MARS:90|MERCURY-PLUTO:90|MARS-PLUTO:180,3,3,not_applicable,MERCURY,2,12,anchor_house,MERCURY|MARS|PLUTO,swiss_ephemeris,MERCURY:MARS:90:2026-10-02|MARS:PLUTO:180:2026-10-03,exact_day,OCT_OPENING_PRESSURE,2026_09_MONTH_END_TSQUARE_BUILDING,10,100,見えない損失への不安を整理し心を休める,{event_date}頃は、将来への金銭的な不安や隠れた損失への恐れが膨らみ、精神的に追い詰められやすくなります。不確かな妄想で悩むのをやめ、現実の持ち分を確認して静かに休息を取りましょう。過剰な心配を手放すことが、真の安心感を取り戻す確実な道です。一人の静かな時間を確保して内省を深め、心身の休養と精神のリフレッシュを図りましょう。,t_square;mercury;mars;pluto;carryover;completion,1
