Planet_ID,Sign_ID,House_ID,Text_General,Text_Love,Text_Work,Text_Human,Text_Health,Energy_Score,Priority,Essential_Dignity_Score
SUN,ARIES,11,理想的な未来のために志を同じくする仲間と活動する性質です。既存の枠組みを超えたネットワークを構築します,友達の延長線上にあるような自由で対等な愛を好みます。束縛を嫌い互いの理想を尊重し合います,NPOやIT関連、コミュニティ運営など未来志向の分野で才能を発揮します。革新的なアイデアで社会を変えます,社交的で多くの友人に恵まれます。フラットな関係性を重視し誰にでも公平に接する魅力があります,ふくらはぎの痙攣や循環器系の不調に注意してください。仲間に頼ることで精神的な過負荷を回避できます,80,10,10
SUN,ARIES,12,目に見えない世界や精神的な平安を追求する性質です。静寂の中で自己を深く見つめ癒やしと救済をテーマにします,秘密の関係や精神的な繋がりを重視します。自己犠牲を厭わない深い慈愛を持って相手に接します,福祉や芸術、心理学など精神性を扱う分野で静かな影響力を発揮します。裏方でのサポートに喜びを感じます,繊細で優しい印象を与えます。他人の苦しみに共感しやすく癒やしのオーラを周囲に振りまく存在です,足先やリンパ系のトラブル、睡眠障害に注意してください。一人の時間を確保し瞑想することが活力維持になります,70,10,10
SUN,TAURUS,1,穏やかで忍耐強く着実な行動で自分の居場所を固める性質です。五感に優れ物質的な安定と美を追求します,独占欲が強く誠実な愛を育みます。時間をかけて信頼を積み上げ五感で愛を確認することを好みます,財務管理や芸術、職人的な仕事など精度と持続力が求められる場で活躍します。安定した成果を出します,落ち着いた信頼感のある印象を与えます。一度結んだ縁を長く大切にし周囲に安心感を与える存在です,喉や甲状腺、首の凝りに注意してください。美しいものに囲まれることでエネルギーが充填されます,85,10,0
SUN,TAURUS,2,自分の感覚と才能を活かして確実に資産を築く性質です。所有による安心感と美的な満足を人生の目的とします,安定した経済基盤を持つ相手に惹かれやすいです。プレゼントや美味しい食事など形ある愛の表現を大切にします,金融や不動産、美食に関わる仕事など価値を保存し育てる分野で本領を発揮します。優れた金銭感覚を持ちます,礼儀正しく慎重な関わり方をします。自分のテリトリーを大切にしながら着実に社会的信用を積み上げていきます,首から肩にかけての重さに注意が必要です。贅沢な品に触れることが自己肯定感と活力に繋がります,80,10,0
SUN,TAURUS,3,具体的な知識を確実に習得し実用的な情報を発信する性質です。手触りのある学びや対話を重視します,穏やかで誠実なコミュニケーションを恋愛に求めます。心地よい声や言葉選びが相手を惹きつける魅力となります,マニュアル作成や教育、地道な調査が必要な現場で力を発揮します。正確で丁寧な情報伝達が評価されます,聞き上手で安心感を与える話し方です。近隣の人々や兄弟との関係を大切にし安定した人脈を築きます,呼吸器系や手のこわばりに注意してください。アロマや心地よい音楽を聴きながらの学びが効率を上げます,75,10,0
SUN,TAURUS,4,家庭環境を美しく整え家族との平穏な暮らしを第一に考える性質です。不動産や家系への執着と愛情が深いです,家庭的で落ち着いた愛を注ぎます。食事や住まいを整えることでパートナーに尽くし共に安らぐことを望みます,伝統に関わる仕事や園芸、インテリア関連など家や土地に根ざした分野で才能を開放します。長期的な運営に強いです,身内に対して非常に手厚く守ります。保守的ですがその分揺るぎない安心感を周囲に提供する柱となります,胃腸や生殖器の疾患に注意してください。美味しい手料理を食べることが健康維持の最大要因です,80,10,0
SUN,TAURUS,5,五感を満たす創造的な活動や趣味を徹底的に楽しむ性質です。職人気質のこだわりを持って喜びを形にします,遊びの中に安定を求めます。共通の趣味や美食を楽しみながらゆっくりと関係を深めていくことを好みます,芸術家や料理人、工芸職人など感性を物理的な形にする仕事で大成します。自分のペースで最高の質を追求します,華やかさよりも落ち着いた品格を感じさせる存在感です。趣味の集まりでは質の高い知識を提供し一目置かれます,喉の酷使や背中の張りに注意してください。マッサージやスパで体を癒やすことが活力に直結します,85,10,0
SUN,TAURUS,6,正確で丁寧な仕事ぶりにより周囲の期待に確実に応える性質です。実務において高い完成度を追求します,控えめですが実生活に根ざしたサポートを愛情として表現します。健康や食事を気遣う姿勢が魅力です,医療事務や品質管理、経理などミスが許されない現場で無類の強さを発揮します。継続力が武器です,誠実で頼りがいのある印象を与えます。目立たずともチームに欠かせない実務の専門家として高い評価を得ます,偏食による栄養不足や甲状腺の不調に注意です。五感を喜ばせる健康的な食生活をルーチン化してください,70,10,0
SUN,TAURUS,7,美しく安定したパートナーシップを築くことに人生の焦点を当てる性質です。礼儀と調和を重んじます,結婚を前提とした真面目な交際を好みます。相手に尽くし共に豊かな生活を築くことを喜びとします,接客や営業、結婚相談など人と人を結びつける場で優雅な対応力を発揮します。信頼ベースの交渉が得意です,上品で落ち着いた社交性を持っています。敵を作らず多くの人から信頼される安定した人間関係を構築します,腰周りの重さや腎機能に注意してください。人間関係の調和が取れていることが精神的な安定を支えます,80,10,0
SUN,TAURUS,8,共有資産や深い絆を通じて物質的な豊かさを手にする性質です。先祖やパートナーからの恩恵を形にします,非常に情熱的で独占欲が強い愛です。相手のすべてを共有し一生離れない深い結びつきを求めます,税務や遺産相続、保険、心理分析など隠れた財産や深層心理を扱う分野で活躍します。粘り強い調査力があります,口数は少ないですが圧倒的な安定感と色気を感じさせます。信頼した相手には莫大なリソースを分け与えます,生殖器やホルモンバランスの乱れに注意してください。適度な運動と入浴で気を流すことが重要です,85,10,0
SUN,TAURUS,9,実用的な知恵を深め時間をかけて高い理想を現実に落とし込む性質です。思想や哲学に形を与えることを好みます,尊敬できる落ち着いた相手を好みます。共に旅をしたり伝統的な文化に触れたりすることで絆を強めます,教授や僧侶、翻訳家、海外投資家など長期的な視点と専門性が必要な分野で才能を揮います,大らかで揺るぎない信念を感じさせます。伝統を重んじながらも新しい知識を確実に自分のものにする努力家です,大腿部や肝臓のトラブルに注意してください。自然豊かな場所での散歩が精神的なエネルギーを高めます,85,10,0
SUN,TAURUS,10,社会的な地位を確実に固め物質的な成功を収める性質です。伝統ある組織や安定した企業での活動に適します,公私ともにパートナーを支え高い生活水準を維持することを望みます。誇り高く安定した関係を築きます,不動産経営や銀行、老舗企業、公務員など堅実さが求められる職種でトップを目指します。着実な出世運です,品格があり信頼感のある振る舞いです。目上の人から重宝され組織の重鎮としての地位を築いていきます,首や関節、骨の硬化に注意してください。定期的なストレッチで柔軟性を保つことが健康の秘訣です,90,10,0
SUN,TAURUS,11,共通の価値観を持つ仲間と安定したコミュニティを形成する性質です。持続可能な未来のための活動を好みます,友愛に満ちた穏やかな愛を好みます。互いの自由を尊重しつつ共に美味しいものを楽しみます,環境保護や食の安全、コミュニティビジネスなど地に足のついた活動でリーダーシップを発揮します,親しみやすく安定した友人関係を築きます。一度仲良くなると一生の付き合いになることが多く非常に義理堅いです,循環器系やふくらはぎのむくみに注意してください。仲間との楽しい食事がストレス解消になります,75,10,0
SUN,TAURUS,12,静かな環境で感性を磨き見えない価値を形にする性質です。精神的な豊かさと安らぎを人生の最後に求めます,献身的で包容力のある愛を捧げます。言葉よりも触れ合いや静かな時間を共有することで愛を確信します,芸術の裏方や瞑想指導、福祉活動など静寂と共感が必要な場所で才能を静かに開花させます,控えめでミステリアスな魅力があります。周囲を安心させる不思議なオーラを持っており癒やし手としての素質があります,リンパの滞りや足先の冷えに注意してください。アロマテラピーや足湯でリラックスすることが活力源です,70,10,0
SUN,GEMINI,1,好奇心が旺盛で変化を好み多才な表現で周囲を魅了する性質です。常に新しい情報を発信し続けることが生きがいです,会話の楽しさを重視する軽やかな愛を楽しみます。知的な刺激を与えてくれる相手に惹かれ束縛を嫌います,メディアや出版、広告、教育など言葉を扱う現場で無類の強さを発揮します。マルチタスクで活躍します,社交的で若々しい印象を与えます。誰とでもすぐに打ち解け情報の中心地として賑やかな人間関係を築きます,呼吸器系や神経系の過敏さに注意してください。情報のインプット量を調節し脳を休めることが大切です,90,10,0
SUN,GEMINI,2,知識やコミュニケーションスキルを活かしてお金を生み出す性質です。実用的な知性を収益に変えることに長けます,知的な価値観が一致する相手を求めます。経済的なことについても軽やかに話し合える合理的な関係を好みます,営業や転売、ライター、翻訳など言葉や情報を流通させる仕事で本領を発揮します。優れた商才を持ちます,気さくで情報通な印象を与えます。自分のスキルを安売りせず器用に複数の収入源を構築する知恵があります,肩や腕の神経痛に注意が必要です。書くことや話すことでストレスを発散することがバイタリティを保ちます,80,10,0
SUN,GEMINI,3,抜群の学習能力と伝達力で周囲に情報を流通させる性質です。身近な場所での交流や学びを人生の目的とします,知的なラリーが続く会話を恋愛の醍醐味とします。メールやSNSでのやり取りが非常に活発な傾向があります,教育、交通、IT、ニュース配信などスピード感と正確な伝達が求められる分野で大成します,話術に長け周囲を飽きさせません。情報のハブとして多くの友人や知人と広く浅く良好な関係を築きます,肺や気管支、指先のトラブルに注意してください。常に新しいことを学んでいる状態が精神的な若さを保ちます,85,10,0
SUN,GEMINI,4,家の中に常に新しい情報を持ち込み家族と活発な対話を交わす性質です。定住よりも変化や移動を好む家庭環境です,家族のような親密さと友達のような軽さを同時に求めます。住まいを仕事場にするなど柔軟な暮らしを好みます,通信教育や在宅ワーク、移動販売など特定の場所に縛られない働き方で才能を揮います。住環境の変化が吉です,親しみやすく開かれた印象を身内に与えます。家族の知性を育む役割を担い風通しの良い家庭を築こうと努力します,神経性の胃炎や呼吸の浅さに注意してください。家の中に最新のガジェットや本を置くことが活力源です,75,10,0
SUN,GEMINI,5,知的な遊びや創作活動を通じて自己を表現し楽しむ性質です。多彩な趣味を持ち常に新しいエンタメを追求します,恋愛そのものを知的なゲームのように楽しみます。二股や同時進行など変化の多いドラマを無意識に好む面があります,企画やコピーライティング、イベント運営など言葉で人をワクワクさせる仕事で輝きます。プレゼンが上手いです,明るくユーモア溢れる存在感です。子供のような好奇心を忘れず周囲を常に楽しませるムードメーカーになります,心臓の動悸や背中の張りに注意してください。お喋りやゲームでストレスを解消することが健康の秘訣です,85,10,0
SUN,GEMINI,6,機敏な実務処理とコミュニケーションで現場の潤滑油となる性質です。情報の整理や調整において高い能力を発揮します,知的で有能なパートナーを求めます。実生活の細かなことを合理的に分担し合えるドライで爽やかな関係を好みます,秘書や編集、配送管理、ITサポートなどスピードと調整力が必要な現場で不可欠な存在となります,誠実でハキハキとした印象を与えます。自分の役割を器用にこなし周囲のミスを言葉でさりげなくフォローする達人です,手の震えや神経性疾患、呼吸器の不調に注意です。デジタルデトックスの時間を定期的に設けてください,70,10,0
SUN,GEMINI,7,多くの人と関わり情報を交換することで自分を確立していく性質です。社交を通じて人生のチャンスを広げます,知的な刺激をくれる相手と対等なパートナーシップを築きます。束縛のない自由な結婚観を持つことが多いです,営業、司会、広報、外交など対人スキルの最高峰が求められる分野で成功します。交渉術に長けています,上品で機知に富んだ社交性を発揮します。誰からも好かれやすく広いネットワークを活用してビジネスを有利に進めます,腎臓のトラブルや腰痛に注意してください。人間関係の風通しが良いことが精神的な健康を左右します,80,10,0
SUN,GEMINI,8,深い調査や分析を通じて隠された情報を掘り起こす性質です。他者の心理や秘密を言語化することに長けます,親密な関係であっても知的な自律を求めます。秘密を共有しながらも言葉での深い繋がりを重視する一途な愛です,調査会社、心理療法士、投資家、探偵など情報の裏側を読み解く仕事で卓越した力を発揮します,ミステリアスですが話すと非常に聡明な印象を与えます。相手の意図を瞬時に見抜き状況をコントロールする知恵があります,生殖器系やホルモンバランスの乱れに注意してください。瞑想や筆記開示で内面を整理することが重要です,85,10,0
SUN,GEMINI,9,高度な専門知識や海外の情報をどん欲に吸収し広める性質です。抽象的な思想を分かりやすく翻訳する能力を持ちます,哲学的な対話ができる知的な相手に惹かれます。共に学び、旅をし、新しい視点を交換し合える関係を熱望します,大学教授、翻訳家、海外特派員、法律家など高い知性と移動が伴う分野で大成します,大らかで知的な探求心を感じさせます。常に遠い世界に思いを馳せ、広い視点から有益な情報を発信する啓蒙者です,大腿部の怪我や肝臓の不調に注意してください。本に囲まれた環境や旅行が精神的なエネルギーを高めます,85,10,0
SUN,GEMINI,10,知的なキャリアとコミュニケーション力で社会的な頂点を目指す性質です。情報のハブとして影響力を行使します,公的な場で自分を誇らしく感じさせてくれる知的なパートナーを好みます。共に社会的地位を高める関係を望みます,メディア運営、政治、広告、教育分野などで時代の寵児として脚光を浴びます。言葉の力が成功を呼びます,聡明で洗練された振る舞いです。目上の人から情報の質を高く評価され若いうちから抜擢されるチャンスに恵まれます,肩や腕の神経痛、関節の不調に注意してください。適度な運動で思考の滞りを防ぐことが活力維持になります,90,10,0
SUN,GEMINI,11,自由でフラットなネットワークを通じて未来の情報を共有する性質です。志を同じくする多様な友人と活動します,共通の趣味や理想を持つ友人のような関係を好みます。互いの自由を尊重し知的な発見をシェアし合える関係です,コミュニティ運営、ITスタートアップ、SNSマーケティングなど最先端の分野でリーダーシップを発揮します,親しみやすく情報の引き出しが多い印象です。誰とでも繋がることができ組織の枠を超えた広範な人脈を構築します,循環器系の不調やふくらはぎの疲れに注意してください。仲間との活発な議論が最大のストレス解消法です,75,10,0
SUN,GEMINI,12,目に見えない情報や無意識の世界を言語化する性質です。癒やしや芸術を通じて精神的なメッセージを届けます,献身的ですが心の奥底には自分だけの秘密の部屋を持つような愛です。言葉にできない想いを共有することを望みます,詩人、カウンセラー、芸術家、癒やし手など感性と知性が交差する分野で静かに才能を花開かせます,繊細で不思議な魅力があります。周囲を安心させる言葉選びができ、深い共感力を持って他者の心を癒やす力があります,リンパの滞りや足先の冷え、睡眠障害に注意してください。日記や詩を書くことで内面を浄化してください,70,10,0
SUN,CANCER,1,感受性が豊かで他者を守り育てることに喜びを見出す性質です。安心できる居場所を自ら作り出し周囲を包み込みます,情緒的な繋がりと安心感を第一に求める愛です。母性的な優しさで相手を包み込み家庭的な温もりを提供します,福祉や教育、育児、飲食など人の生活を支え癒やす仕事で本領を発揮します。チームを家族のようにまとめます,親しみやすく世話好きな印象を与えます。直感で相手の感情を読み取り細やかな気配りができるため多くの人に慕われます,胃や胸部、消化器系のトラブルに注意してください。感情の安定が肉体の健康に直結するタイプです,85,10,0
SUN,CANCER,2,経済的な安定を家族の幸福や安心のために活用する性質です。大切なものを守るための確実な蓄財能力を持ちます,精神的な充足と生活の安定を同時に提供してくれる相手を求めます。共に美味しいものを食べ家で過ごす時間を愛します,不動産、保険、生活必需品の販売など生活の基盤を支える分野で収益を上げます。堅実な金銭感覚です,誠実で慎重な印象を与えます。自分の身内と認めた相手には莫大なリソースを惜しみなく注ぎ、確かな信頼を築きます,食生活の乱れによる肥満やむくみに注意が必要です。家の中でリラックスすることが最大の活力充填法です,80,10,0
SUN,CANCER,3,感情豊かな表現と親しみやすい言葉で周囲と心を通わせる性質です。身近な人々との対話や学びを大切にします,心温まる言葉のやり取りや手書きの手紙など、情緒的なコミュニケーションを恋愛に求めます。聞き上手な面が魅力です,地域密着型のビジネスや教育、カウンセリングなど共感力が必要な現場で大成します。分かりやすい表現が得意です,気さくで相談しやすい話し方です。近所付き合いや兄弟との絆を大切にし、情緒的なネットワークを構築します,肺や胸部の疾患、神経性の不調に注意してください。好きな本を読んだり音楽を聴いたりする時間が活力源です,75,10,0
SUN,CANCER,4,家庭を世界の中心とし家族の絆を何よりも尊ぶ性質です。家系や伝統を守り安心できる聖域を作ることに情熱を注ぎます,献身的な愛で家族を支えます。パートナーと共に理想の家庭を築くことを人生最大の喜びとし深い安らぎを共有します,家事代行、インテリア、介護、不動産管理など住まいや家族に関わる仕事で卓越した才能を揮います,身内に対する愛情が非常に深く守護神のような存在です。外敵からは身内を必死に守る、強固な防衛本能と包容力を併せ持ちます,胃腸の疾患や遺伝的な病気に注意してください。家族との楽しい食卓が健康を維持する魔法になります,80,10,0
SUN,CANCER,5,感情を豊かに表現する創作活動や、子供・動物との交流に喜びを見出す性質です。愛情を形にする天才です,ドラマチックで情緒に訴えかける愛を好みます。ロマンチックな演出やサプライズで相手を喜ばせることを楽しみます,企画、教育、エンターテインメントなど共感を呼ぶコンテンツ制作で大成します。子供の感性を持ち続けます,明るく愛嬌があり周囲を和ませるオーラを持っています。遊びの集まりでも細やかな気配りを忘れず中心的な存在になります,背中の張りや循環器系の不調に注意してください。感動する映画を見たり涙を流したりすることが心の浄化になります,85,10,0
SUN,CANCER,6,細やかな気配りと献身的なサポートで現場を整える性質です。人の役に立つことに深い満足感と自己価値を見出します,実生活の細かなサポートを愛情として表現します。相手の健康や日々の生活を支えることで深い絆を実感します,看護、福祉、調理、整理収納など人の生活を改善し癒やす仕事で無類の強さを発揮します。継続力が武器です,誠実で控えめな印象を与えます。目立たない場所でも誰かのために尽力する姿が、多くの人からの深い信頼と尊敬を集めます,胃炎や胸部の不調、自律神経の乱れに注意です。好きな香りの入浴剤やハーブティーでリラックスを,70,10,0
SUN,CANCER,7,情緒的で深い信頼に基づいたパートナーシップを人生の軸にする性質です。共感し合える関係を何よりも大切にします,一心同体のような密接な関係を望みます。結婚後は家族として深い愛を育み、共に人生の荒波を乗り越える伴侶となります,接客、カウンセリング、結婚相談など相手の感情に寄り添う仕事で大成功を収めます。優れた共感力があります,優しく包み込むような社交性を発揮します。相手の緊張を解きほぐす名人で、多くの人から心強い味方として頼りにされます,腰の重さや腎機能の低下に注意してください。人間関係が良好で安心できていることが活力の源です,80,10,0
SUN,CANCER,8,深い絆や共有資産を通じて一族やパートナーの基盤を守る性質です。精神的な融合と物質的な継承をテーマにします,非常に深く一途な愛を注ぎます。裏切りを許さない代わりに、死が二人を分かつまで相手を愛し抜く強固な決意を持ちます,遺産管理、保険、心理学、家計改善など、深い信頼と機密保持が必要な分野で活躍します。洞察力が鋭いです,ミステリアスな色気と安心感を同居させています。信頼した相手には自分のすべてを預け、運命を共にしようとします,生殖器やホルモンバランス、精神的な溜め込みに注意。涙を流すことや入浴によるデトックスが吉です,85,10,0
SUN,CANCER,9,精神的な高みを目指しながらも、学んだ知恵を大切な人々のために活かそうとする性質です。愛ある哲学を持ちます,尊敬できる温厚な相手を好みます。共に聖地を巡ったり、深い精神的な対話を通じて絆を強めたりすることを望みます,教育、出版、心理学の講師、伝統文化の伝承者など、心に響く教えを説く分野で大成します。良心的な指導者です,大らかで包容力のある知性を感じさせます。常に周囲の幸福を願い、広い視野から愛あるアドバイスを授ける慈悲深い存在です,大腿部や肝臓の不調に注意してください。海辺の散策や自然の中でのリラックスがエネルギーを高めます,85,10,0
SUN,CANCER,10,家族や守るべき人々のために社会的な成功を目指す性質です。母性的なリーダーシップで組織やチームを育て上げます,公私ともにパートナーを支え、家庭の繁栄を社会的な誇りとする愛です。献身的に相手を成功へ導きます,経営者、管理職、福祉施設の運営など、人を守り育てる責任ある立場で本領を発揮します。安定した出世運です,品格があり温かみのある威厳を放ちます。目上の人から可愛がられる一方で、後輩や部下からは親のように慕われます,関節や骨、歯のトラブル、冷えに注意してください。家の中に仕事を持ち込まずリラックスすることが重要です,90,10,0
SUN,CANCER,11,志を同じくする仲間を家族のように大切にする性質です。安らげるコミュニティやネットワークの構築に尽力します,友愛と家族愛が混ざったような親密な関係を好みます。互いの心の平和を守り合いながら、共通の理想を追求します,NPO活動、地域コミュニティ、サークル運営など、心の繋がりを重視する分野でリーダーシップを発揮します,親しみやすく誰に対してもし家族のように接します。一度仲良くなると非常に面倒見が良く、多くの友人の心の支えとなります,循環器系の不調やむくみに注意してください。信頼できる仲間との食事が最大のストレス解消法になります,75,10,0
SUN,CANCER,12,目に見えない不安や悲しみを抱える人々を癒やすことを使命とする性質です。精神的な救済と安らぎを追求します,献身的で深い慈愛に満ちた愛です。相手の心の傷を察し、何も言わずに包み込むような無償の愛を捧げます,カウンセラー、芸術家、福祉活動、癒やし手など、感性と共感力が必要な分野で静かに才能を花開かせます,繊細で神秘的な魅力があります。不思議と人を安心させるオーラを持ち、深い共感を持って他者の魂を癒やす力があります,リンパの滞りや足先の冷え、睡眠障害に注意してください。海を眺めたり瞑想したりして、心の垢を流してください,70,10,0
SUN,LEO,1,圧倒的な存在感と自己表現力で人生を謳歌する性質です。自分が主役として輝くことで周囲に勇気と活力を与えます,ドラマチックで情熱的な愛を楽しみます。惜しみない愛情表現と誇り高さで、相手を華やかにエスコートします,エンターテインメント、経営、表現活動など、自分が中心となって動く現場で無類の強さを発揮します,明るく堂々とした印象を与えます。寛大でユーモアがあり、自然と人の輪の中心になって周囲を活気づける王者の風格です,心臓や背中のトラブル、過労に注意してください。称賛されることが最大のエネルギー源になります,95,10,10
SUN,LEO,2,自分の才能と個性を最大限に活かして、華やかな資産を築く性質です。所有を通じて自分の品格と価値を証明しようとします,経済的な豊かさとロマンチックな演出を恋愛に求めます。大切な人には惜しみなく高価なプレゼントを贈ります,高級品販売、投資、芸術家、起業など、自分のセンスが直接価値に変わる仕事で本領を発揮します。稼ぐ力が強いです,礼儀正しくもプライドの高さを感じさせます。安売りせず、自分の価値を認めてくれる相手とだけ長期的な信頼関係を築きます,背骨や胸部の重さに注意が必要です。質の高い一流品に触れることが自己肯定感と活力を支えます,80,10,10
SUN,LEO,3,華やかで説得力のある言葉で周囲を魅了し情報を発信する性質です。知的な表現を通じて自己の創造性を発揮します,ドラマチックな会話や知的な駆け引きを恋愛に求めます。自分の考えを称賛してくれる相手に強く惹かれます,広報やクリエイティブな営業、教育など表現力が求められる現場で本領を発揮します。プレゼンが非常に得意です,明るく自信に満ちた話し方で情報の中心人物となります。兄弟や近隣の人々に対してもリーダーシップを発揮します,喉の酷使や神経系の昂ぶりに注意してください。話すことや書くことでエネルギーを循環させることが活力源です,90,10,10
SUN,LEO,4,家庭を自分の王国と見なし家族に対して惜しみない愛情と保護を与える性質です。プライベートの充実が人生の輝きの基盤です,家族のような信頼関係の中にロマンチックな演出を求めます。家の中で主役として振る舞うことで安心感を得ます,不動産や家系に関する事業、在宅でのクリエイティブ活動に向きます。自分のテリトリーを美しく整えることに情熱を注ぎます,身内に対して非常に寛大で親分肌な面を見せます。信頼した相手を全力で守り華やかな家庭環境を築こうとします,心臓の動悸や背中の張りに注意してください。自宅に友人を招きもてなすことが精神的なエネルギーを高めます,85,10,10
SUN,LEO,5,人生を舞台と捉え圧倒的な創造性と遊び心で自己を表現する性質です。自分が楽しむことで周囲を明るく照らす天才です,ドラマチックで燃え上がるような恋を常に求めます。自己アピールが非常に上手く恋愛を最高の娯楽として楽しみます,企画、エンターテインメント、芸術、起業など個性が光る分野で大成します。独創的なアイデアで人を驚かせます,社交的でどこに行っても注目を集めるスター性があります。純粋な喜びを共有することで多くの人々を惹きつけます,循環器系の疾患や背骨のトラブルに注意してください。常に創造的なアウトプットをすることが健康維持の鍵です,95,10,10
