Template_ID,Cluster_ID,Month_ID,Event_Type,Valid_From,Peak_At,Valid_To,Carryover_Flag,Participating_Planets,Sign_Signature,Aspect_Signature,Max_Orb,Min_Planet_Count,Moon_Eligibility,Anchor_Planet,Anchor_Solar_House,Anchor_Natal_House,Personalization_Mode,House_Token_Planets,Date_Source,Date_Key,Date_Precision,Selection_Group,Supersedes_Cluster_IDs,Section_Order,Priority,Title,Paragraph_Template,Tags,Active_Flag
2026_09_OPENING_FOUR_PLANET_NETWORK_S01_N11,2026_09_OPENING_FOUR_PLANET_NETWORK,2026-09,aspect_cluster,2026-09-01T00:00:00+09:00,2026-09-01T07:17:00+09:00,2026-09-03T23:59:59+09:00,0,MERCURY|MARS|JUPITER|SATURN,MERCURY:VIRGO|MARS:CANCER|JUPITER:LEO|SATURN:ARIES,JUPITER-SATURN:120|MARS-SATURN:90|MERCURY-MARS:60,2,4,not_applicable,SATURN,1,11,anchor_house,MERCURY|MARS|JUPITER|SATURN,swiss_ephemeris,COMPOSITE:OPENING_FOUR_PLANET_NETWORK:2026-09-01,exact_day,SEP_OPENING_STRUCTURE,,20,100,個人の目標を仲間と続く役割へ広げる,{event_date}頃は、自分が始めたいことへ仲間の期待や保護したい目的が集まり、計画が膨らみやすい時です。参加者の得意分野、決められる範囲、交代の条件を共有してください。一人の熱意に頼らない役割表を作ることで、未来への案を継続可能な活動へ育てられます。,aspect_cluster;mercury;mars;jupiter;saturn;opening_network,1
2026_09_OPENING_FOUR_PLANET_NETWORK_S01_N12,2026_09_OPENING_FOUR_PLANET_NETWORK,2026-09,aspect_cluster,2026-09-01T00:00:00+09:00,2026-09-01T07:17:00+09:00,2026-09-03T23:59:59+09:00,0,MERCURY|MARS|JUPITER|SATURN,MERCURY:VIRGO|MARS:CANCER|JUPITER:LEO|SATURN:ARIES,JUPITER-SATURN:120|MARS-SATURN:90|MERCURY-MARS:60,2,4,not_applicable,SATURN,1,12,anchor_house,MERCURY|MARS|JUPITER|SATURN,swiss_ephemeris,COMPOSITE:OPENING_FOUR_PLANET_NETWORK:2026-09-01,exact_day,SEP_OPENING_STRUCTURE,,20,100,表に出る前の休息と準備を確保する,{event_date}頃は、新しい自分を示したい思いの裏で、過去の疲れや言葉にならない警戒も動きやすくなります。すぐに結論を出さず、眠る時間、相談先、翌日に確認する項目を先に確保してください。見えない負担を手順に含めることが、勢いを消耗ではなく静かな再出発へつなげます。,aspect_cluster;mercury;mars;jupiter;saturn;opening_network,1
2026_09_OPENING_FOUR_PLANET_NETWORK_S02_N01,2026_09_OPENING_FOUR_PLANET_NETWORK,2026-09,aspect_cluster,2026-09-01T00:00:00+09:00,2026-09-01T07:17:00+09:00,2026-09-03T23:59:59+09:00,0,MERCURY|MARS|JUPITER|SATURN,MERCURY:VIRGO|MARS:CANCER|JUPITER:LEO|SATURN:ARIES,JUPITER-SATURN:120|MARS-SATURN:90|MERCURY-MARS:60,2,4,not_applicable,SATURN,2,1,anchor_house,MERCURY|MARS|JUPITER|SATURN,swiss_ephemeris,COMPOSITE:OPENING_FOUR_PLANET_NETWORK:2026-09-01,exact_day,SEP_OPENING_STRUCTURE,,20,100,持ち物と時間を自分の基準へ戻す,{event_date}頃は、収入や所有物を増やしたい気持ちと、今の自分が無理なく管理できる量との間で調整が必要になります。見栄や焦りで選ばず、身体の快適さ、使う頻度、手入れに割ける時間を基準に残す物を決めましょう。自分で扱える範囲を明確にするほど、価値ある資源を落ち着いて育てられます。,aspect_cluster;mercury;mars;jupiter;saturn;opening_network,1
2026_09_OPENING_FOUR_PLANET_NETWORK_S02_N02,2026_09_OPENING_FOUR_PLANET_NETWORK,2026-09,aspect_cluster,2026-09-01T00:00:00+09:00,2026-09-01T07:17:00+09:00,2026-09-03T23:59:59+09:00,0,MERCURY|MARS|JUPITER|SATURN,MERCURY:VIRGO|MARS:CANCER|JUPITER:LEO|SATURN:ARIES,JUPITER-SATURN:120|MARS-SATURN:90|MERCURY-MARS:60,2,4,not_applicable,SATURN,2,2,anchor_house,MERCURY|MARS|JUPITER|SATURN,swiss_ephemeris,COMPOSITE:OPENING_FOUR_PLANET_NETWORK:2026-09-01,exact_day,SEP_OPENING_STRUCTURE,,20,100,収支の拡大を維持できる枠へ収める,{event_date}頃は、得られるものを広げたい意欲が高まる一方、固定費や保管の負担も見過ごせません。入る額だけで判断せず、維持費、手間、使える期間まで一つの表で確かめてください。増やす候補と守る最低額を先に分けることで、数字への圧力を現実的な資源計画へ変えられます。,aspect_cluster;mercury;mars;jupiter;saturn;opening_network,1
2026_09_OPENING_FOUR_PLANET_NETWORK_S02_N03,2026_09_OPENING_FOUR_PLANET_NETWORK,2026-09,aspect_cluster,2026-09-01T00:00:00+09:00,2026-09-01T07:17:00+09:00,2026-09-03T23:59:59+09:00,0,MERCURY|MARS|JUPITER|SATURN,MERCURY:VIRGO|MARS:CANCER|JUPITER:LEO|SATURN:ARIES,JUPITER-SATURN:120|MARS-SATURN:90|MERCURY-MARS:60,2,4,not_applicable,SATURN,2,3,anchor_house,MERCURY|MARS|JUPITER|SATURN,swiss_ephemeris,COMPOSITE:OPENING_FOUR_PLANET_NETWORK:2026-09-01,exact_day,SEP_OPENING_STRUCTURE,,20,100,知識と道具への投資基準を整える,{event_date}頃は、学びや発信に必要な道具を揃えたくなりますが、情報を集めるだけで費用と時間が膨らみやすい時です。今週使う資料、練習する技能、伝える相手を一組にし、購入や契約は目的を説明できるものに絞りましょう。細かな比較を行動へ結びつけると、知識が使える資産として残ります。,aspect_cluster;mercury;mars;jupiter;saturn;opening_network,1
2026_09_OPENING_FOUR_PLANET_NETWORK_S02_N04,2026_09_OPENING_FOUR_PLANET_NETWORK,2026-09,aspect_cluster,2026-09-01T00:00:00+09:00,2026-09-01T07:17:00+09:00,2026-09-03T23:59:59+09:00,0,MERCURY|MARS|JUPITER|SATURN,MERCURY:VIRGO|MARS:CANCER|JUPITER:LEO|SATURN:ARIES,JUPITER-SATURN:120|MARS-SATURN:90|MERCURY-MARS:60,2,4,not_applicable,SATURN,2,4,anchor_house,MERCURY|MARS|JUPITER|SATURN,swiss_ephemeris,COMPOSITE:OPENING_FOUR_PLANET_NETWORK:2026-09-01,exact_day,SEP_OPENING_STRUCTURE,,20,100,暮らしを守る費用と役割を共有する,{event_date}頃は、住まいや家族のために資源を使いたい思いが強まり、必要以上の負担まで引き受けやすくなります。修繕、備蓄、日々の支払いを分け、誰が決めて誰が維持するのかを確認してください。安心を金額だけで測らず、手間と責任も分担することで、暮らしの土台を続く形へ整えられます。,aspect_cluster;mercury;mars;jupiter;saturn;opening_network,1
2026_09_OPENING_FOUR_PLANET_NETWORK_S02_N05,2026_09_OPENING_FOUR_PLANET_NETWORK,2026-09,aspect_cluster,2026-09-01T00:00:00+09:00,2026-09-01T07:17:00+09:00,2026-09-03T23:59:59+09:00,0,MERCURY|MARS|JUPITER|SATURN,MERCURY:VIRGO|MARS:CANCER|JUPITER:LEO|SATURN:ARIES,JUPITER-SATURN:120|MARS-SATURN:90|MERCURY-MARS:60,2,4,not_applicable,SATURN,2,5,anchor_house,MERCURY|MARS|JUPITER|SATURN,swiss_ephemeris,COMPOSITE:OPENING_FOUR_PLANET_NETWORK:2026-09-01,exact_day,SEP_OPENING_STRUCTURE,,20,100,楽しみの予算を創作の継続へ生かす,{event_date}頃は、好きなことへ惜しまず投じたい気持ちと、形にするための制約が同時に働きます。道具や体験を増やす前に、今作るもの、使える予算、完成を区切る時点を決めましょう。楽しさを削るのではなく、優先する一点へ費用と時間を集めることで、表現を長く育てる余白が生まれます。,aspect_cluster;mercury;mars;jupiter;saturn;opening_network,1
2026_09_OPENING_FOUR_PLANET_NETWORK_S02_N06,2026_09_OPENING_FOUR_PLANET_NETWORK,2026-09,aspect_cluster,2026-09-01T00:00:00+09:00,2026-09-01T07:17:00+09:00,2026-09-03T23:59:59+09:00,0,MERCURY|MARS|JUPITER|SATURN,MERCURY:VIRGO|MARS:CANCER|JUPITER:LEO|SATURN:ARIES,JUPITER-SATURN:120|MARS-SATURN:90|MERCURY-MARS:60,2,4,not_applicable,SATURN,2,6,anchor_house,MERCURY|MARS|JUPITER|SATURN,swiss_ephemeris,COMPOSITE:OPENING_FOUR_PLANET_NETWORK:2026-09-01,exact_day,SEP_OPENING_STRUCTURE,,20,100,働く時間と対価の釣り合いを見直す,{event_date}頃は、頼まれた仕事を引き受けるほど成果を広げられそうですが、細かな作業が無償の負担として積み重なりがちです。所要時間、必要な支援、終える条件を作業前に示し、対価や交換条件を曖昧にしないでください。日課の手間を見積もることが、技能を消耗させず育てる基準になります。,aspect_cluster;mercury;mars;jupiter;saturn;opening_network,1
2026_09_OPENING_FOUR_PLANET_NETWORK_S02_N07,2026_09_OPENING_FOUR_PLANET_NETWORK,2026-09,aspect_cluster,2026-09-01T00:00:00+09:00,2026-09-01T07:17:00+09:00,2026-09-03T23:59:59+09:00,0,MERCURY|MARS|JUPITER|SATURN,MERCURY:VIRGO|MARS:CANCER|JUPITER:LEO|SATURN:ARIES,JUPITER-SATURN:120|MARS-SATURN:90|MERCURY-MARS:60,2,4,not_applicable,SATURN,2,7,anchor_house,MERCURY|MARS|JUPITER|SATURN,swiss_ephemeris,COMPOSITE:OPENING_FOUR_PLANET_NETWORK:2026-09-01,exact_day,SEP_OPENING_STRUCTURE,,20,100,交換条件を双方が守れる約束へ整える,{event_date}頃は、自分の価値を認めてほしい思いと、相手の事情へ応えたい気持ちが重なり、条件を急いで決めやすくなります。金額だけでなく、担当範囲、修正回数、支払いや返答の期限を言葉にしましょう。期待を広げる前に確認の手順を置くことで、互いの資源を尊重できる関係になります。,aspect_cluster;mercury;mars;jupiter;saturn;opening_network,1
2026_09_OPENING_FOUR_PLANET_NETWORK_S02_N08,2026_09_OPENING_FOUR_PLANET_NETWORK,2026-09,aspect_cluster,2026-09-01T00:00:00+09:00,2026-09-01T07:17:00+09:00,2026-09-03T23:59:59+09:00,0,MERCURY|MARS|JUPITER|SATURN,MERCURY:VIRGO|MARS:CANCER|JUPITER:LEO|SATURN:ARIES,JUPITER-SATURN:120|MARS-SATURN:90|MERCURY-MARS:60,2,4,not_applicable,SATURN,2,8,anchor_house,MERCURY|MARS|JUPITER|SATURN,swiss_ephemeris,COMPOSITE:OPENING_FOUR_PLANET_NETWORK:2026-09-01,exact_day,SEP_OPENING_STRUCTURE,,20,100,共有資源の責任と出口を明文化する,{event_date}頃は、自分の資金を共同の計画へ生かす案が膨らむ一方、返済や分配の責任も重く見えます。誰が何を提供し、どの条件で見直し、いつ離れられるのかを記録してください。勢いある提案を入口だけで判断せず、負担が増えた時の出口まで整えることで、共有資源を落ち着いて扱えます。,aspect_cluster;mercury;mars;jupiter;saturn;opening_network,1
2026_09_OPENING_FOUR_PLANET_NETWORK_S02_N09,2026_09_OPENING_FOUR_PLANET_NETWORK,2026-09,aspect_cluster,2026-09-01T00:00:00+09:00,2026-09-01T07:17:00+09:00,2026-09-03T23:59:59+09:00,0,MERCURY|MARS|JUPITER|SATURN,MERCURY:VIRGO|MARS:CANCER|JUPITER:LEO|SATURN:ARIES,JUPITER-SATURN:120|MARS-SATURN:90|MERCURY-MARS:60,2,4,not_applicable,SATURN,2,9,anchor_house,MERCURY|MARS|JUPITER|SATURN,swiss_ephemeris,COMPOSITE:OPENING_FOUR_PLANET_NETWORK:2026-09-01,exact_day,SEP_OPENING_STRUCTURE,,20,100,遠い目標への投資を段階に分ける,{event_date}頃は、専門的な学びや遠方への計画に資源を注ぎたくなりますが、目的が大きいほど準備費用も膨らみます。申込む前に、基礎を試す段階、継続を判断する時点、追加費用の上限を決めましょう。理想を小さな検証へ分けることで、経験を一度きりの出費ではなく今後に残る力へ変えられます。,aspect_cluster;mercury;mars;jupiter;saturn;opening_network,1
2026_09_OPENING_FOUR_PLANET_NETWORK_S02_N10,2026_09_OPENING_FOUR_PLANET_NETWORK,2026-09,aspect_cluster,2026-09-01T00:00:00+09:00,2026-09-01T07:17:00+09:00,2026-09-03T23:59:59+09:00,0,MERCURY|MARS|JUPITER|SATURN,MERCURY:VIRGO|MARS:CANCER|JUPITER:LEO|SATURN:ARIES,JUPITER-SATURN:120|MARS-SATURN:90|MERCURY-MARS:60,2,4,not_applicable,SATURN,2,10,anchor_house,MERCURY|MARS|JUPITER|SATURN,swiss_ephemeris,COMPOSITE:OPENING_FOUR_PLANET_NETWORK:2026-09-01,exact_day,SEP_OPENING_STRUCTURE,,20,100,実績と報酬を説明できる形へ整える,{event_date}頃は、仕事上の評価を高めたい気持ちが強まり、役割を広く引き受ける方向へ傾きます。肩書だけで判断せず、求められる成果、使える予算、報酬に含まれる責任を確認してください。自分の技能が生む価値を具体的な記録で示すことが、過剰な負担を避けながら信頼を積む基準になります。,aspect_cluster;mercury;mars;jupiter;saturn;opening_network,1
2026_09_OPENING_FOUR_PLANET_NETWORK_S02_N11,2026_09_OPENING_FOUR_PLANET_NETWORK,2026-09,aspect_cluster,2026-09-01T00:00:00+09:00,2026-09-01T07:17:00+09:00,2026-09-03T23:59:59+09:00,0,MERCURY|MARS|JUPITER|SATURN,MERCURY:VIRGO|MARS:CANCER|JUPITER:LEO|SATURN:ARIES,JUPITER-SATURN:120|MARS-SATURN:90|MERCURY-MARS:60,2,4,not_applicable,SATURN,2,11,anchor_house,MERCURY|MARS|JUPITER|SATURN,swiss_ephemeris,COMPOSITE:OPENING_FOUR_PLANET_NETWORK:2026-09-01,exact_day,SEP_OPENING_STRUCTURE,,20,100,仲間との予算を続く仕組みに変える,{event_date}頃は、仲間と実現したい案へ資金や技能を持ち寄る流れが生まれますが、善意だけでは負担の偏りを防げません。会費、作業時間、備品の所有者を分け、計画を縮小する条件も共有しましょう。使える資源を見える形にし、定期的な確認役を置くことで、集まりの目的を長く支えられます。,aspect_cluster;mercury;mars;jupiter;saturn;opening_network,1
2026_09_OPENING_FOUR_PLANET_NETWORK_S02_N12,2026_09_OPENING_FOUR_PLANET_NETWORK,2026-09,aspect_cluster,2026-09-01T00:00:00+09:00,2026-09-01T07:17:00+09:00,2026-09-03T23:59:59+09:00,0,MERCURY|MARS|JUPITER|SATURN,MERCURY:VIRGO|MARS:CANCER|JUPITER:LEO|SATURN:ARIES,JUPITER-SATURN:120|MARS-SATURN:90|MERCURY-MARS:60,2,4,not_applicable,SATURN,2,12,anchor_house,MERCURY|MARS|JUPITER|SATURN,swiss_ephemeris,COMPOSITE:OPENING_FOUR_PLANET_NETWORK:2026-09-01,exact_day,SEP_OPENING_STRUCTURE,,20,100,見えない消耗を資源計画へ含める,{event_date}頃は、将来への備えを増やそうとするほど、気づかない出費や回復に必要な時間も浮かび上がります。自動更新、惰性の支払い、無理な節約を一度止め、睡眠や静かな時間も守る対象に加えてください。数字に表れにくい消耗を見積もることで、本当に残したい資源を守る計画が整います。,aspect_cluster;mercury;mars;jupiter;saturn;opening_network,1
2026_09_OPENING_FOUR_PLANET_NETWORK_S03_N01,2026_09_OPENING_FOUR_PLANET_NETWORK,2026-09,aspect_cluster,2026-09-01T00:00:00+09:00,2026-09-01T07:17:00+09:00,2026-09-03T23:59:59+09:00,0,MERCURY|MARS|JUPITER|SATURN,MERCURY:VIRGO|MARS:CANCER|JUPITER:LEO|SATURN:ARIES,JUPITER-SATURN:120|MARS-SATURN:90|MERCURY-MARS:60,2,4,not_applicable,SATURN,3,1,anchor_house,MERCURY|MARS|JUPITER|SATURN,swiss_ephemeris,COMPOSITE:OPENING_FOUR_PLANET_NETWORK:2026-09-01,exact_day,SEP_OPENING_STRUCTURE,,20,100,自分の考えを伝わる順序へ整える,{event_date}頃は、思いついたことをすぐ表明したい勢いと、誤解なく伝えるための慎重さが同時に働きます。話す前に結論と根拠を分け、自分が確かめた範囲を明示してください。声の強さで押すより、返答を待つ時間まで含めて伝達を設計すると、あなたの考えが責任ある提案として届きます。,aspect_cluster;mercury;mars;jupiter;saturn;opening_network,1
2026_09_OPENING_FOUR_PLANET_NETWORK_S03_N02,2026_09_OPENING_FOUR_PLANET_NETWORK,2026-09,aspect_cluster,2026-09-01T00:00:00+09:00,2026-09-01T07:17:00+09:00,2026-09-03T23:59:59+09:00,0,MERCURY|MARS|JUPITER|SATURN,MERCURY:VIRGO|MARS:CANCER|JUPITER:LEO|SATURN:ARIES,JUPITER-SATURN:120|MARS-SATURN:90|MERCURY-MARS:60,2,4,not_applicable,SATURN,3,2,anchor_house,MERCURY|MARS|JUPITER|SATURN,swiss_ephemeris,COMPOSITE:OPENING_FOUR_PLANET_NETWORK:2026-09-01,exact_day,SEP_OPENING_STRUCTURE,,20,100,技能の説明を納得できる対価へ結ぶ,{event_date}頃は、持っている知識や技能を広く知らせる機会が増えそうですが、説明にかける手間も膨らみます。無料で伝える範囲、有料で引き受ける内容、回答に必要な時間を先に分けましょう。価値を大きく見せる言葉より、できることと条件を具体的に示すほうが、無理のない交換につながります。,aspect_cluster;mercury;mars;jupiter;saturn;opening_network,1
