Template_ID,Cluster_ID,Year_ID,Event_Type,Valid_From,Peak_At,Valid_To,Carryover_Flag,Participating_Planets,Sign_Signature,Aspect_Signature,Anchor_Planet,Anchor_Solar_House,Anchor_Natal_House,Personalization_Mode,House_Token_Planets,Date_Source,Date_Key,Date_Precision,Section_Order,Priority,Title,Paragraph_Template,Tags,Active_Flag
2026_SATURN_NEPTUNE_CONJUNCTION_N12,2026_SATURN_NEPTUNE_CONJUNCTION,2026,aspect_cluster,2026-01-01T00:00:00+09:00,,2026-12-31T23:59:59+09:00,0,SATURN|NEPTUNE,SATURN:ARIES|NEPTUNE:ARIES,SATURN-NEPTUNE:0,SATURN,ANY,12,anchor_house,SATURN|NEPTUNE,transit_calendar,,exact_day,10,100,過去の執着を静かに手放し、内なる安心感を培う,{event_date}頃、あなたの第12ハウスで土星と海王星が重なり合います。目に見える活動の背後で、長年抱え込んできた無意識の不安や過去のトラウマを静かに浄化し、心の奥底を整える時期となります。無理に外向きの成果を求めようとせず、一人の静かな時間を確保して内省を深めたり、精神的な休息を取ることを優先してください。手放すべきものを穏やかに受け入れ、心の中を身軽に整えることで、やがて訪れる新しいサイクルに向けて内なる活力が静かに満ちていきます。,conjunction;saturn;neptune;aries_point;reset,1
2026_TRANS_SATURNIAN_MINOR_TRIANGLE_N01,2026_TRANS_SATURNIAN_MINOR_TRIANGLE,2026,aspect_cluster,2026-01-01T00:00:00+09:00,,2026-12-31T23:59:59+09:00,0,URANUS|NEPTUNE|PLUTO,URANUS:GEMINI|NEPTUNE:ARIES|PLUTO:AQUARIUS,URANUS-PLUTO:120|URANUS-NEPTUNE:60|NEPTUNE-PLUTO:60,URANUS,ANY,1,anchor_house,URANUS|NEPTUNE|PLUTO,transit_calendar,,exact_day,20,100,直感と知性を融合させ、軽やかな個性へと脱皮する,{event_date}頃、天王星・海王星・冥王星が調和の三角形を描き、あなたの第1ハウスに新鮮な知性と変革の風を吹き込みます。これまでの古い慣習や固定観念に縛られることなく、自由な発想で自分らしい生き方を表現できる好機です。頭で難しく考えすぎるよりも、ふと閃いたアイデアや好奇心を大切にしながら行動に移してみてください。周囲の常識にとらわれない柔軟な振る舞いが、あなた自身の魅力を大きく引き出し、新しい時代にふさわしい軽やかな存在感を確立する契機となるでしょう。,minor_triangle;uranus;neptune;pluto;air_fire;innovation,1
2026_TRANS_SATURNIAN_MINOR_TRIANGLE_N02,2026_TRANS_SATURNIAN_MINOR_TRIANGLE,2026,aspect_cluster,2026-01-01T00:00:00+09:00,,2026-12-31T23:59:59+09:00,0,URANUS|NEPTUNE|PLUTO,URANUS:GEMINI|NEPTUNE:ARIES|PLUTO:AQUARIUS,URANUS-PLUTO:120|URANUS-NEPTUNE:60|NEPTUNE-PLUTO:60,URANUS,ANY,2,anchor_house,URANUS|NEPTUNE|PLUTO,transit_calendar,,exact_day,20,100,独自の知恵とスキルを活かし、新たな価値を生み出す,{event_date}頃、天王星・海王星・冥王星が調和の三角形を形成し、あなたの第2ハウスが司る資質や経済基盤に創造的な追い風をもたらします。最新のツールや情報技術を取り入れることで、自らの専門知識や技能を現実的な収入や実績へと結びつけやすくなります。従来のやり方に固執せず、複数の得意分野を組み合わせた独自の強みを開拓してください。変化を恐れず柔軟に価値観をアップデートしていく姿勢が、これからの時代を生き抜く確かな経済的自立と手応えを育みます。,minor_triangle;uranus;neptune;pluto;air_fire;innovation,1
2026_TRANS_SATURNIAN_MINOR_TRIANGLE_N03,2026_TRANS_SATURNIAN_MINOR_TRIANGLE,2026,aspect_cluster,2026-01-01T00:00:00+09:00,,2026-12-31T23:59:59+09:00,0,URANUS|NEPTUNE|PLUTO,URANUS:GEMINI|NEPTUNE:ARIES|PLUTO:AQUARIUS,URANUS-PLUTO:120|URANUS-NEPTUNE:60|NEPTUNE-PLUTO:60,URANUS,ANY,3,anchor_house,URANUS|NEPTUNE|PLUTO,transit_calendar,,exact_day,20,100,コミュニケーションを刷新し、多彩な情報網を広げる,{event_date}頃、天王星・海王星・冥王星の調和配置が、あなたの第3ハウスにおける学びや発信の意欲を力強く刺激します。関心のある分野の知識を素早く吸収できるだけでなく、独自の視点を交えて周囲へわかりやすく伝える発信力が高まります。身近な友人や仲間との日常的な対話からも、未来につながる有益なヒントが次々と見つかるでしょう。フットワーク軽く知的好奇心の赴くままに行動範囲を広げることで、日常の視界が一気に開け、充実したネットワークが広がっていきます。,minor_triangle;uranus;neptune;pluto;air_fire;innovation,1
2026_TRANS_SATURNIAN_MINOR_TRIANGLE_N04,2026_TRANS_SATURNIAN_MINOR_TRIANGLE,2026,aspect_cluster,2026-01-01T00:00:00+09:00,,2026-12-31T23:59:59+09:00,0,URANUS|NEPTUNE|PLUTO,URANUS:GEMINI|NEPTUNE:ARIES|PLUTO:AQUARIUS,URANUS-PLUTO:120|URANUS-NEPTUNE:60|NEPTUNE-PLUTO:60,URANUS,ANY,4,anchor_house,URANUS|NEPTUNE|PLUTO,transit_calendar,,exact_day,20,100,住まいと暮らしを柔軟に整え、自由な安心感を育む,{event_date}頃、天王星・海王星・冥王星が織りなす調和のエネルギーが、あなたの第4ハウスである生活の拠点や私生活に心地よい風を送り込みます。従来の家族観や住まい方に縛られず、自分や同居人が最もストレスなく心地よく過ごせる環境へと柔軟にアップデートできる好期です。便利な機器や工夫を取り入れて家事の手間を省いたり、暮らしの空間に風通しの良さを作ってください。私生活の自由度と安心感を両立させることが、外の世界でいきいきと活動するための活力の源泉となります。,minor_triangle;uranus;neptune;pluto;air_fire;innovation,1
2026_TRANS_SATURNIAN_MINOR_TRIANGLE_N05,2026_TRANS_SATURNIAN_MINOR_TRIANGLE,2026,aspect_cluster,2026-01-01T00:00:00+09:00,,2026-12-31T23:59:59+09:00,0,URANUS|NEPTUNE|PLUTO,URANUS:GEMINI|NEPTUNE:ARIES|PLUTO:AQUARIUS,URANUS-PLUTO:120|URANUS-NEPTUNE:60|NEPTUNE-PLUTO:60,URANUS,ANY,5,anchor_house,URANUS|NEPTUNE|PLUTO,transit_calendar,,exact_day,20,100,自由な発想を伸びやかに解き放ち、独自の魅力を創出する,{event_date}頃、天王星・海王星・冥王星の調和の小三角が、あなたの第5ハウスにおける自己表現や創造性を鮮やかに刺激します。誰かの真似ではなく、あなた自身の純粋な好奇心や感性から湧き出るアイデアを伸び伸びと形にしていける実り豊かな時期です。周囲の目を気にせず、心からワクワクする趣味や創作活動、自己発信に思い切って取り組んでみてください。遊び心と独自の工夫を惜しみなく注ぎ込むことで、あなたの個性が周囲を惹きつけ、日常に大きな喜びと手応えをもたらします。,minor_triangle;uranus;neptune;pluto;air_fire;innovation,1
2026_TRANS_SATURNIAN_MINOR_TRIANGLE_N06,2026_TRANS_SATURNIAN_MINOR_TRIANGLE,2026,aspect_cluster,2026-01-01T00:00:00+09:00,,2026-12-31T23:59:59+09:00,0,URANUS|NEPTUNE|PLUTO,URANUS:GEMINI|NEPTUNE:ARIES|PLUTO:AQUARIUS,URANUS-PLUTO:120|URANUS-NEPTUNE:60|NEPTUNE-PLUTO:60,URANUS,ANY,6,anchor_house,URANUS|NEPTUNE|PLUTO,transit_calendar,,exact_day,20,100,作業環境をスマートに改善し、無理のないリズムを作る,{event_date}頃、天王星・海王星・冥王星の調和の三角形が、あなたの第6ハウスである日々の実務や働き方に大きな改善の機会をもたらします。時代遅れの手順や無駄の多い習慣を思い切って手放し、最新のやり方や工夫を取り入れて日々の作業を効率化する絶好の機会です。無理に根性で乗り切るのではなく、賢く段取りを整えて心身のゆとりを確保してください。生活リズムや身体のケアにも柔軟なアプローチを取り入れることで、日々の疲弊が大幅に減り、持続可能な充実感が得られます。,minor_triangle;uranus;neptune;pluto;air_fire;innovation,1
2026_TRANS_SATURNIAN_MINOR_TRIANGLE_N07,2026_TRANS_SATURNIAN_MINOR_TRIANGLE,2026,aspect_cluster,2026-01-01T00:00:00+09:00,,2026-12-31T23:59:59+09:00,0,URANUS|NEPTUNE|PLUTO,URANUS:GEMINI|NEPTUNE:ARIES|PLUTO:AQUARIUS,URANUS-PLUTO:120|URANUS-NEPTUNE:60|NEPTUNE-PLUTO:60,URANUS,ANY,7,anchor_house,URANUS|NEPTUNE|PLUTO,transit_calendar,,exact_day,20,100,対等で知的な刺激に満ちた、新たなパートナーシップを拓く,{event_date}頃、天王星・海王星・冥王星が描く調和の三角形が、あなたの第7ハウスの対人関係に新鮮で刺激的な出会いと展開を呼び込みます。依存や過度な干渉のない、お互いの個性と自立を尊重し合える風通しの良い人間関係が広がっていきます。これまでの枠組みにとらわれず、異なる背景や独自の専門知識を持つ人々と積極的に言葉を交わしてください。対等な立場で未来志向の意見を交わし合うことが、あなた自身の視野を大きく広げ、心強い協力関係を築く力となります。,minor_triangle;uranus;neptune;pluto;air_fire;innovation,1
2026_TRANS_SATURNIAN_MINOR_TRIANGLE_N08,2026_TRANS_SATURNIAN_MINOR_TRIANGLE,2026,aspect_cluster,2026-01-01T00:00:00+09:00,,2026-12-31T23:59:59+09:00,0,URANUS|NEPTUNE|PLUTO,URANUS:GEMINI|NEPTUNE:ARIES|PLUTO:AQUARIUS,URANUS-PLUTO:120|URANUS-NEPTUNE:60|NEPTUNE-PLUTO:60,URANUS,ANY,8,anchor_house,URANUS|NEPTUNE|PLUTO,transit_calendar,,exact_day,20,100,心理的な執着を手放し、共有の可能性を大きく広げる,{event_date}頃、天王星・海王星・冥王星の調和配置が、あなたの第8ハウスに関わる深い人間関係や共有のテーマに深い解放感をもたらします。一人で抱え込んでいた心理的な重荷や古いルールを自然と手放し、他者との間で新しい協力関係や資源の循環を生み出せる時期です。固定観念にとらわれず、信頼できる相手と柔軟に助け合い、お互いの強みを掛け合わせる工夫を凝らしてください。深く関わることを恐れず素直に心を開くことで、精神的な結びつきがより豊かで自由なものへと昇華します。,minor_triangle;uranus;neptune;pluto;air_fire;innovation,1
2026_TRANS_SATURNIAN_MINOR_TRIANGLE_N09,2026_TRANS_SATURNIAN_MINOR_TRIANGLE,2026,aspect_cluster,2026-01-01T00:00:00+09:00,,2026-12-31T23:59:59+09:00,0,URANUS|NEPTUNE|PLUTO,URANUS:GEMINI|NEPTUNE:ARIES|PLUTO:AQUARIUS,URANUS-PLUTO:120|URANUS-NEPTUNE:60|NEPTUNE-PLUTO:60,URANUS,ANY,9,anchor_house,URANUS|NEPTUNE|PLUTO,transit_calendar,,exact_day,20,100,専門的な視野を自在に広げ、未知の領域へ知性を羽ばたかせる,{event_date}頃、天王星・海王星・冥王星の調和の三角形が、あなたの第9ハウスにおける高度な学びや探求心を力強く後押しします。これまでの常識や活動範囲の枠を軽々と飛び越え、新しい思想や専門分野、異文化の知見に触れることで、自らの人生観が大きく刷新されます。難解に思えるテーマであっても、現代的な視点を取り入れることで本質を素早く掴み取ることができるでしょう。広い視野を持って未来の可能性を探求する姿勢が、人生の選択肢を豊かに広げる確かな力となります。,minor_triangle;uranus;neptune;pluto;air_fire;innovation,1
2026_TRANS_SATURNIAN_MINOR_TRIANGLE_N10,2026_TRANS_SATURNIAN_MINOR_TRIANGLE,2026,aspect_cluster,2026-01-01T00:00:00+09:00,,2026-12-31T23:59:59+09:00,0,URANUS|NEPTUNE|PLUTO,URANUS:GEMINI|NEPTUNE:ARIES|PLUTO:AQUARIUS,URANUS-PLUTO:120|URANUS-NEPTUNE:60|NEPTUNE-PLUTO:60,URANUS,ANY,10,anchor_house,URANUS|NEPTUNE|PLUTO,transit_calendar,,exact_day,20,100,先進的な知見を武器に、社会的な役割を軽やかに刷新する,{event_date}頃、天王星・海王星・冥王星が形成する調和の配置が、あなたの第10ハウスであるキャリアや社会的立場に革新的な好機を運びます。古びた上下関係や硬直したルールにとらわれず、時代の先を見据えた柔軟な発想で周囲をリードできる時期です。自分ならではの専門性やアイデアを臆することなく仕事の現場へ提案してみてください。従来の肩書きにとらわれない自由で実力本位の働き方を目指すことで、周囲からの評価が一新され、活躍の舞台が一段と大きく広がっていきます。,minor_triangle;uranus;neptune;pluto;air_fire;innovation,1
2026_TRANS_SATURNIAN_MINOR_TRIANGLE_N11,2026_TRANS_SATURNIAN_MINOR_TRIANGLE,2026,aspect_cluster,2026-01-01T00:00:00+09:00,,2026-12-31T23:59:59+09:00,0,URANUS|NEPTUNE|PLUTO,URANUS:GEMINI|NEPTUNE:ARIES|PLUTO:AQUARIUS,URANUS-PLUTO:120|URANUS-NEPTUNE:60|NEPTUNE-PLUTO:60,URANUS,ANY,11,anchor_house,URANUS|NEPTUNE|PLUTO,transit_calendar,,exact_day,20,100,未来志向の仲間と繋がり、理想のコミュニティを育てる,{event_date}頃、天王星・海王星・冥王星の調和の三角形が、あなたの第11ハウスである交友関係やネットワークを鮮やかに活性化させます。年齢や肩書きの垣根を越えて、同じ問題意識や未来へのビジョンを分かち合える仲間との出会いが次々と訪れるでしょう。少人数の閉じた関係に留まることなく、開かれたコミュニティや勉強会へ積極的に顔を出してください。自由な意見交換を通じてお互いの可能性を引き出し合うことで、一人では実現できなかった大きな目標へ向かう道が拓けます。,minor_triangle;uranus;neptune;pluto;air_fire;innovation,1
2026_TRANS_SATURNIAN_MINOR_TRIANGLE_N12,2026_TRANS_SATURNIAN_MINOR_TRIANGLE,2026,aspect_cluster,2026-01-01T00:00:00+09:00,,2026-12-31T23:59:59+09:00,0,URANUS|NEPTUNE|PLUTO,URANUS:GEMINI|NEPTUNE:ARIES|PLUTO:AQUARIUS,URANUS-PLUTO:120|URANUS-NEPTUNE:60|NEPTUNE-PLUTO:60,URANUS,ANY,12,anchor_house,URANUS|NEPTUNE|PLUTO,transit_calendar,,exact_day,20,100,深い内省から豊かな直感を受け取り、精神的な自由を得る,{event_date}頃、天王星・海王星・冥王星が織りなす調和のエネルギーが、あなたの第12ハウスである無意識や内面の世界に豊かなインスピレーションを注ぎ込みます。過去の失敗への悔いや目に見えない不安がすっきりと洗い流され、心の中に澄み切った静けさと精神的な自由が戻ってきます。慌ただしい日常から少し離れ、瞑想や静かな思索に時間を充てることで、進むべき方向性を示す確かな直感が得られるでしょう。内なる直感を信じて心を整えることが、これからの行動を力強く支えます。,minor_triangle;uranus;neptune;pluto;air_fire;innovation,1
2026_JUPITER_SATURN_FIRE_TRINE_N01,2026_JUPITER_SATURN_FIRE_TRINE,2026,aspect_cluster,2026-01-01T00:00:00+09:00,,2026-12-31T23:59:59+09:00,0,JUPITER|SATURN,JUPITER:LEO|SATURN:ARIES,JUPITER-SATURN:120,JUPITER,ANY,1,anchor_house,JUPITER|SATURN,transit_calendar,,exact_day,30,100,情熱を行動力へと昇華し、確固たる存在感を放つ,{event_date}頃、木星と土星が火のエレメントで力強い調和を結び、あなたの第1ハウスに自信と実行力をもたらします。胸の内に秘めていた意欲や目標を、一時的な熱意で終わらせず、粘り強く現実の形へと落とし込んでいける実り豊かな時期です。自らの信念に誇りを持ち、責任ある行動を淡々と積み重ねることで、周囲からの人望と確かな評価が自然と集まります。自分自身の可能性を過小評価せず、堂々と主導権を握って前進する姿勢が、人生の新たな扉を力強く押し開く推進力となるでしょう。,trine;jupiter;saturn;fire;expansion_grounding,1
2026_JUPITER_SATURN_FIRE_TRINE_N02,2026_JUPITER_SATURN_FIRE_TRINE,2026,aspect_cluster,2026-01-01T00:00:00+09:00,,2026-12-31T23:59:59+09:00,0,JUPITER|SATURN,JUPITER:LEO|SATURN:ARIES,JUPITER-SATURN:120,JUPITER,ANY,2,anchor_house,JUPITER|SATURN,transit_calendar,,exact_day,30,100,培ってきた実力を開花させ、安定した豊かさを築く,{event_date}頃、木星と土星が結ぶ調和のアスペクトが、あなたの第2ハウスが司る資質と経済基盤に確かな発展をもたらします。これまで地道に積み重ねてきた努力や技術が正当に評価され、長期的に安定した収入や実績へと実を結びやすい時期です。目先の利益を焦ることなく、自分の強みを活かした丁寧な仕事を心がけてください。手元の資金計画を堅実に整えつつ、本当に価値ある自己投資へ賢く資源を振り向けることで、将来にわたって揺るぎない生活の豊かさが築かれていきます。,trine;jupiter;saturn;fire;expansion_grounding,1
2026_JUPITER_SATURN_FIRE_TRINE_N03,2026_JUPITER_SATURN_FIRE_TRINE,2026,aspect_cluster,2026-01-01T00:00:00+09:00,,2026-12-31T23:59:59+09:00,0,JUPITER|SATURN,JUPITER:LEO|SATURN:ARIES,JUPITER-SATURN:120,JUPITER,ANY,3,anchor_house,JUPITER|SATURN,transit_calendar,,exact_day,30,100,説得力ある言葉を紡ぎ、身近な信頼関係を深める,{event_date}頃、木星と土星が描く火のトラインが、あなたの第3ハウスにおける対話や知的な探求を一段と深みのあるものへと高めます。自らの考えや情熱を分かりやすく論理的に伝える力が高まり、仕事の提案や情報発信において周囲から大きな共感と信頼を獲得できるでしょう。学ぶべき課題に対しても腰を据えて誠実に向き合うことで、短期間で実践的なスキルを習得できます。身近な人々との対話を丁寧に重ね、約束事を確実に守る姿勢が、日常を支える強固な信頼のネットワークを育みます。,trine;jupiter;saturn;fire;expansion_grounding,1
