Aspect_Logic_ID,T_Planet,N_Planet,Aspect_Angle,Category,N_House,N_Sign_Element,T_Retrograde_Flag,Orb_Status,Text_Description,Countdown_Label,Countdown_ID,Essential_Dignity_Score,Score_Impact,Priority,timeline_advise,Decision_Flag,Sync_Flag,Noise_Flag,Pressure_Score
TRANSIT_MERCURY_NATAL_SUN_0_3_GENERAL_0_Applying,TRANSIT_MERCURY,NATAL_SUN,0,General,3,Water,0,Applying,感受性と知性が日常の中で融合し、身近な人々との情緒的な対話が高まる時期です。自分の内面的な想いを深く見つめ、それを周囲に共感可能な言葉で伝える準備に適しています。情緒豊かなコミュニケーションが、日常に潤いをもたらし、深い自己理解を進める助けとなるでしょう。,,GENERAL_LEARNING_OPEN_MERCURY_SHORT_POS,-2,66,8,-,1,0,0,-
TRANSIT_MERCURY_NATAL_SUN_0_3_GENERAL_1_Applying,TRANSIT_MERCURY,NATAL_SUN,0,General,3,Water,1,Applying,日常の記憶に深く潜る中で、過去に置き去りにした純粋な想いを再発見する時期です。逆行中の今は、忘れかけていた夢や昔の習慣を思い出し、現在の自分を癒やすための再考を行ってください。遅延によって浮上する古い感性が、日常の彩りを取り戻すための重要な鍵となります。,,GENERAL_LEARNING_OPEN_MERCURY_SHORT_NEG_EXIT,-2,66,8,-,1,0,0,-
TRANSIT_MERCURY_NATAL_SUN_0_4_GENERAL_0_Applying,TRANSIT_MERCURY,NATAL_SUN,0,General,4,Fire,0,Applying,家庭環境や心の基盤において、知性とアイデンティティが調和し、自分自身のルーツに対する理解が深まる時期です。自分の居場所をより良くするための情熱的なアイデアを練り、家族との対話を積極的に進める準備に適しています。あなたの言葉が、家庭に新しい活力を吹き込むでしょう。,,GENERAL_LEARNING_OPEN_MERCURY_SHORT_POS,5,66,8,-,1,0,0,-
TRANSIT_MERCURY_NATAL_SUN_0_4_GENERAL_1_Applying,TRANSIT_MERCURY,NATAL_SUN,0,General,4,Fire,1,Applying,家庭内での対話が内省的になる中で、過去の家族との約束や伝統を再考する時期です。逆行中の今は、古い写真や手紙を整理し、自分を育んだ環境の価値を再発見するのに適しています。遅延を活かして、心の土台を強化するための丁寧な対話を心がけてください。,,GENERAL_LEARNING_OPEN_MERCURY_SHORT_POS,5,66,8,-,1,0,0,-
TRANSIT_MERCURY_NATAL_SUN_0_4_GENERAL_0_Applying,TRANSIT_MERCURY,NATAL_SUN,0,General,4,Earth,0,Applying,住環境の整備や家計の基盤において、現実的な知恵と自己の目的が合致する時期です。家のメンテナンスや貯蓄計画の細部を論理的に構成し、着実な安心感を築く準備に適しています。地に足のついた思考が、家庭内でのあなたの役割を明確にし、信頼を深めるでしょう。,,GENERAL_LEARNING_OPEN_MERCURY_SHORT_POS,-1,66,8,-,1,0,0,-
TRANSIT_MERCURY_NATAL_SUN_0_4_GENERAL_1_Applying,TRANSIT_MERCURY,NATAL_SUN,0,General,4,Earth,1,Applying,家庭内の実務的な点検が求められる中で、古い不動産や家計の記録を徹底的に再考する時期です。逆行中の今は、過去の契約書類や家の修繕履歴を精査し、改善点を発見するのに適しています。遅延を恐れず、細部まで徹底的に復習することが、将来の家庭の安定を守る鍵となります。,,GENERAL_LEARNING_OPEN_MERCURY_SHORT_POS,-1,66,8,-,1,0,0,-
TRANSIT_MERCURY_NATAL_SUN_0_4_GENERAL_0_Applying,TRANSIT_MERCURY,NATAL_SUN,0,General,4,Air,0,Applying,知的好奇心が家庭内でも発揮され、家族との情報共有が活発になる時期です。新しい知識を家庭内に取り入れ、多角的な視点で生活の質を高めるための対話を進めるのに適しています。軽やかなコミュニケーションが、家族の絆を新しい形へと進化させ、日常を活気づけるでしょう。,,GENERAL_LEARNING_OPEN_MERCURY_SHORT_POS,2,66,8,-,1,0,0,-
TRANSIT_MERCURY_NATAL_SUN_0_4_GENERAL_1_Applying,TRANSIT_MERCURY,NATAL_SUN,0,General,4,Air,1,Applying,家庭内での言葉の重みが増す中で、過去の発言や親戚関係を丁寧に見つめ直す時期です。逆行中の今は、疎遠になっていた親族との再会や、古い家庭内の取り決めの再確認が大きな気づきをもたらします。誤解を解き、本質的な信頼を再構築するための対話を大切にしてくだい。,,GENERAL_LEARNING_OPEN_MERCURY_SHORT_POS,2,66,8,-,1,0,0,-
TRANSIT_MERCURY_NATAL_SUN_0_4_GENERAL_0_Applying,TRANSIT_MERCURY,NATAL_SUN,0,General,4,Water,0,Applying,感受性と知性が家庭の中で融合し、自分の居場所に対する情緒的な理解が深まる時期です。自分の内面的な想いを深く見つめ、それを家族に共感可能な言葉で伝える準備に適しています。情緒豊かなコミュニケーションが、家庭に深い癒やしをもたらし、自己の基盤を安定させるでしょう。,,GENERAL_LEARNING_OPEN_MERCURY_SHORT_POS,-2,66,8,-,1,0,0,-
TRANSIT_MERCURY_NATAL_SUN_0_4_GENERAL_1_Applying,TRANSIT_MERCURY,NATAL_SUN,0,General,4,Water,1,Applying,家庭の記憶に深く潜る中で、過去に置き去りにした純粋な想いを再発見する時期です。逆行中の今は、忘れかけていた家族との思い出や幼い頃の感性を思い出し、現在の自分を癒やすための再考を行ってください。遅延によって浮上する古い想い出が、真の居場所を取り戻すための鍵となります。,,GENERAL_LEARNING_OPEN_MERCURY_SHORT_NEG_EXIT,-2,66,8,-,1,0,0,-
TRANSIT_MERCURY_NATAL_SUN_0_5_LOVE_0_Applying,TRANSIT_MERCURY,NATAL_SUN,0,Love,5,Fire,0,Applying,恋愛や自己表現において、知性とアイデンティティが力強く輝き、魅力的な対話を楽しむ力が最高潮に達する時期です。自分の情熱を素直な言葉に乗せて相手に伝え、新しい喜びを分かち合う準備に適しています。あなたの言葉が恋の火を灯し、創造的なエネルギーを爆発させるでしょう。,,LOVE_REPAIR_MERCURY_SHORT_POS,5,66,8,-,1,0,0,-
TRANSIT_MERCURY_NATAL_SUN_0_5_LOVE_1_Applying,TRANSIT_MERCURY,NATAL_SUN,0,Love,5,Fire,1,Applying,恋愛における対話に再考が促される中で、過去の恋心や自己表現を丁寧に見つめ直す時期です。逆行中の今は、昔の恋人との再会や、中断していた趣味を再開するのに適しています。遅延を活かして、自分の本当の喜びがどこにあるのかを再確認し、自分自身を再定義してください。,,LOVE_REPAIR_MERCURY_SHORT_POS,5,66,8,-,1,0,0,-
TRANSIT_MERCURY_NATAL_SUN_0_5_LOVE_0_Applying,TRANSIT_MERCURY,NATAL_SUN,0,Love,5,Earth,0,Applying,恋愛における誠実な責任感と自己の目的が合致し、将来を見据えた具体的な対話が実を結ぶ時期です。二人の関係をより堅実なものにするための計画を練り、着実な歩みを進める準備に適しています。地に足のついた思考が相手の信頼を集め、あなたの存在感を強固にするでしょう。,,LOVE_REPAIR_MERCURY_SHORT_POS,-1,66,8,-,1,0,0,-
TRANSIT_MERCURY_NATAL_SUN_0_5_LOVE_1_Applying,TRANSIT_MERCURY,NATAL_SUN,0,Love,5,Earth,1,Applying,恋愛関係の実務的な再点検が求められる中で、過去の約束事や共通の習慣を徹底的に再考する時期です。逆行中の今は、以前曖昧にしていたルールを精査し、改善点を発見するのに適しています。遅延を恐れず、細部まで徹底的に見直すことが、将来の関係の破綻を未然に防ぐ鍵となります。,,LOVE_REPAIR_MERCURY_SHORT_POS,-1,66,8,-,1,0,0,-
TRANSIT_MERCURY_NATAL_SUN_0_5_LOVE_0_Applying,TRANSIT_MERCURY,NATAL_SUN,0,Love,5,Air,0,Applying,自分の魅力や好意を言葉に乗せやすくなり、恋愛や創作の場面で表現したい気持ちがはっきりしてくる時期です。何気ない会話や冗談、趣味についてのやり取りから、相手との距離が軽やかに縮まることがあります。うまく見せようと考えすぎるより、今の自分が楽しいと感じる話題を素直に選ぶほど、言葉に自然な明るさが戻ってきます。,,LOVE_REPAIR_MERCURY_SHORT_POS,2,66,8,-,1,0,0,-
TRANSIT_MERCURY_NATAL_SUN_0_5_LOVE_1_Applying,TRANSIT_MERCURY,NATAL_SUN,0,Love,5,Air,1,Applying,以前の恋や創作にまつわる言葉が心に戻り、自分をどう見せたいのかを考え直しやすい時期です。過去に送れなかった一言や、曖昧にした好意の表し方が気になり、会話の続きを頭の中で組み立てる場面が増えるかもしれません。勢いで印象を作ろうとするより、今の自分が何を楽しみ、どんな言葉なら素直に響くのかを見極めるほど、表現の輪郭が整っていきます。,,LOVE_REPAIR_MERCURY_SHORT_POS,2,66,8,-,1,0,0,-
TRANSIT_MERCURY_NATAL_SUN_0_5_LOVE_0_Applying,TRANSIT_MERCURY,NATAL_SUN,0,Love,5,Water,0,Applying,好意や創作意欲が言葉ににじみやすく、柔らかな会話から自分らしい魅力が伝わりやすい時期です。恋愛では相手の反応を細かく感じ取り、趣味や遊びの話題にも気持ちの深さが表れやすくなります。うまく説明するより、心が動いた瞬間を丁寧に言葉へ移すほど、相手との間に自然な親しさが育ちます。,,LOVE_REPAIR_MERCURY_SHORT_POS,-2,66,8,-,1,0,0,-
TRANSIT_MERCURY_NATAL_SUN_0_5_LOVE_1_Applying,TRANSIT_MERCURY,NATAL_SUN,0,Love,5,Water,1,Applying,過去の恋心や創作への思いがよみがえり、言えなかった気持ちを内側で整理しやすい時期です。昔のやり取りや相手の一言を思い返し、当時は気づけなかった自分の望みが見えてくることがあります。感情を急いで結論に変えるより、懐かしさの奥に残っている本音を静かに読み取るほど、言葉の選び方が澄んでいきます。,,LOVE_REPAIR_MERCURY_SHORT_POS,-2,66,8,-,1,0,0,-
TRANSIT_MERCURY_NATAL_SUN_0_6_WORK_0_Applying,TRANSIT_MERCURY,NATAL_SUN,0,Work,6,Fire,0,Applying,職場環境や健康管理において、知性とアイデンティティが調和し、実務への情熱が最高潮に達する時期です。仕事の効率を高めるための大胆なアイデアを練り、積極的に行動を開始する準備に適しています。あなたの言葉が職場に活気をもたらし、新しい成果を呼び込むでしょう。,,WORK_FOCUS_MERCURY_SHORT_POS,5,66,8,-,1,0,0,-
TRANSIT_MERCURY_NATAL_SUN_0_6_WORK_1_Applying,TRANSIT_MERCURY,NATAL_SUN,0,Work,6,Fire,1,Applying,業務の手順に再考が促される中で、過去の仕事の進め方や健康習慣を丁寧に見つめ直す時期です。逆行中の今は、以前失敗したタスクの再挑戦や、中断していた健康法の再開に適しています。遅延を活かして、自分の働き方が本来の目的に合致しているかを再確認してください。,,WORK_FOCUS_MERCURY_SHORT_POS,5,66,8,-,1,0,0,-
TRANSIT_MERCURY_NATAL_SUN_0_6_WORK_0_Applying,TRANSIT_MERCURY,NATAL_SUN,0,Work,6,Earth,0,Applying,実務的な細部への集中力と自己の目的が合致し、完璧な仕事環境を構築するための具体的な知恵が湧く時期です。業務手順の細部を論理的に構成し、着実な成果を上げるための基盤を整える準備に適しています。堅実な思考が職場の信頼を集め、あなたの実力を証明するでしょう。,,WORK_FOCUS_MERCURY_SHORT_POS,-1,66,8,-,1,0,0,-
TRANSIT_MERCURY_NATAL_SUN_0_6_WORK_1_Applying,TRANSIT_MERCURY,NATAL_SUN,0,Work,6,Earth,1,Applying,日常業務の徹底的な再点検が求められる中で、過去のミスや古いマニュアルを精査する時期です。逆行中の今は、以前見落としていた細かな不備を修正し、業務の質を底上げするのに適しています。遅延を恐れず、細部まで徹底的に復習することが、将来の大きなミスを防ぐ鍵となります。,,WORK_FOCUS_MERCURY_SHORT_POS,-1,66,8,-,1,0,0,-
TRANSIT_MERCURY_NATAL_SUN_0_6_WORK_0_Applying,TRANSIT_MERCURY,NATAL_SUN,0,Work,6,Air,0,Applying,知的好奇心が職場環境でも最大限に発揮され、多彩な情報を操って効率を極める時期です。新しいデジタルツールや情報を積極的に取り入れ、多角的な視点で業務の質を高める準備に適しています。軽快なコミュニケーションがチームを活気づけ、新しいチャンスを呼び込むでしょう。,,WORK_FOCUS_MERCURY_SHORT_POS,2,66,8,-,1,0,0,-
TRANSIT_MERCURY_NATAL_SUN_0_6_WORK_1_Applying,TRANSIT_MERCURY,NATAL_SUN,0,Work,6,Air,1,Applying,言葉の重みが増す中で、過去の業務報告や同僚とのやり取りを丁寧に見つめ直す時期です。逆行中の今は、疎遠になっていた仕事仲間との再会や、古い資料の再確認が大きな気づきをもたらします。誤解を解き、本質的な信頼を再構築するための対話を大切にすることで、仕事の軸が再確立されます。,,WORK_FOCUS_MERCURY_SHORT_POS,2,66,8,-,1,0,0,-
TRANSIT_MERCURY_NATAL_SUN_0_6_WORK_0_Applying,TRANSIT_MERCURY,NATAL_SUN,0,Work,6,Water,0,Applying,感受性と知性が職場で融合し、心を通わせる対話を通じて実務を円滑に進める時期です。自分の内面的な想いを深く見つめ、それを同僚に共感可能な言葉で伝える準備に適しています。情緒豊かなコミュニケーションが、職場の雰囲気を和らげ、深い自己理解と協力を促進するでしょう。,,WORK_FOCUS_MERCURY_SHORT_POS,-2,66,8,-,1,0,0,-
TRANSIT_MERCURY_NATAL_SUN_0_6_WORK_1_Applying,TRANSIT_MERCURY,NATAL_SUN,0,Work,6,Water,1,Applying,業務の記憶に深く潜る中で、過去に置き去りにした純粋な想いを再発見する時期です。逆行中の今は、忘れかけていた仕事への初心や感性を思い出し、現在の自分を癒やすための再考を行ってください。遅延によって浮上する古い感性が、仕事の情熱を取り戻すための重要な鍵となります。,,WORK_FOCUS_MERCURY_SHORT_POS,-2,66,8,-,1,0,0,-
TRANSIT_MERCURY_NATAL_SUN_0_7_LOVE_0_Applying,TRANSIT_MERCURY,NATAL_SUN,0,Love,7,Fire,0,Applying,対人関係やパートナーシップにおいて、知性とアイデンティティが力強く表現される時期です。相手に対する情熱を素直な言葉で伝え、対等で活発な関係を築くための準備に適しています。あなたの言葉が二人の間に新しい火を灯し、未来を切り拓く強力なエネルギーを生み出すでしょう。,,LOVE_REPAIR_MERCURY_SHORT_POS,5,66,8,-,1,1,0,-
TRANSIT_MERCURY_NATAL_SUN_0_7_LOVE_1_Applying,TRANSIT_MERCURY,NATAL_SUN,0,Love,7,Fire,1,Applying,対人関係のあり方に再考が促される中で、過去のパートナーシップや自己主張を丁寧に見つめ直す時期です。逆行中の今は、昔の知り合いとの再会や、中断していた対話を再開するのに適しています。遅延を活かして、自分の本当の望みを再確認し、対等な関係を再定義してください。,,LOVE_REPAIR_MERCURY_SHORT_POS,5,66,8,-,1,1,0,-
TRANSIT_MERCURY_NATAL_SUN_0_7_LOVE_0_Applying,TRANSIT_MERCURY,NATAL_SUN,0,Love,7,Earth,0,Applying,対人関係における誠実な責任感と自己の目的が合致し、将来を見据えた具体的な対話が実を結ぶ時期です。二人の関係をより堅実なものにするための計画を練り、着実な歩みを進める準備に適しています。地に足のついた思考が相手の信頼を集め、あなたの存在感を強固にするでしょう。,,LOVE_REPAIR_MERCURY_SHORT_POS,-1,66,8,-,1,1,0,-
TRANSIT_MERCURY_NATAL_SUN_0_7_LOVE_1_Applying,TRANSIT_MERCURY,NATAL_SUN,0,Love,7,Earth,1,Applying,対人関係の実務的な再点検が求められる中で、過去の約束事や共通の習慣を徹底的に再考する時期です。逆行中の今は、以前曖昧にしていたルールを精査し、改善点を発見するのに適しています。遅延を恐れず、細部まで徹底的に見直すことが、将来の関係の破綻を未然に防ぐ鍵となります。,,LOVE_REPAIR_MERCURY_SHORT_POS,-1,66,8,-,1,1,0,-
TRANSIT_MERCURY_NATAL_SUN_0_7_LOVE_0_Applying,TRANSIT_MERCURY,NATAL_SUN,0,Love,7,Air,0,Applying,対人関係や恋愛の場面で、自分の考えをはっきり伝えたい気持ちが強まりやすい時期です。相手との会話では、軽い雑談の中にも関係を前へ動かすヒントが入り込みやすく、互いの望みを言葉で確かめる機会が増えます。相手に合わせて曖昧にするより、明るく率直な言葉を選ぶほど、関係の方向性が見えやすくなります。,,LOVE_REPAIR_MERCURY_SHORT_POS,2,66,8,-,1,1,0,-
TRANSIT_MERCURY_NATAL_SUN_0_7_LOVE_1_Applying,TRANSIT_MERCURY,NATAL_SUN,0,Love,7,Air,1,Applying,以前の会話や約束が意識に戻り、対人関係の中で自分の立場を言い直したくなる時期です。恋愛では、過去の誤解や遠慮が今の距離感に影響していると気づく場面があるかもしれません。正しさを急いで示すより、相手に何をわかってほしかったのかを見つめ直すことで、言葉に落ち着いた芯が戻ります。,,LOVE_REPAIR_MERCURY_SHORT_POS,2,66,8,-,1,1,0,-
TRANSIT_MERCURY_NATAL_SUN_0_7_LOVE_0_Applying,TRANSIT_MERCURY,NATAL_SUN,0,Love,7,Water,0,Applying,親しい相手との会話に感情の細やかさが乗りやすく、言葉の奥にある気持ちまで感じ取りやすい時期です。恋愛や協力関係では、表面的な返事よりも声の調子や沈黙が気になり、相手の本心を知りたくなることがあります。すべてを確かめようとするより、安心して話せる間合いを選ぶほど、関係の温度が穏やかに整います。,,LOVE_REPAIR_MERCURY_SHORT_POS,-2,66,8,-,1,1,0,-
