Template_ID,Month_ID,Section_Order,Planet,Event_Type,Transit_Sign_From,Transit_Sign_To,Solar_House_From,Solar_House_To,Natal_House_From,Natal_House_To,Natal_House_At_Event,Date_Source,Date_Key,Date_Precision,Paragraph_Template,Priority,Active_Flag
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S12_S01_N11,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,12,1,ANY,ANY,11,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,{event_date}、金星が天秤座から蠍座へ移ることで、ひそかに抱いていた未来への願いが、自分から仲間へ差し出せる計画へ変わり始めます。全員に好かれる案を作るより、なぜ大切なのかを率直に話し、共鳴する人と小さく試すほど、個性を保った協力関係が育ちます。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S12_S01_N12,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,12,1,ANY,ANY,12,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,金星が天秤座から蠍座へ入る{event_date}以降、内面を整える時間は終わるのではなく、自分をいたわる姿勢として表へ持ち出せるようになります。一人で抱えた寂しさを無理に明るく隠さず、休む予定や助けてほしい範囲を言葉にすると、静かな回復が新しい魅力の土台になります。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S01_S02_N01,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,1,2,ANY,ANY,1,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,{event_date}に金星が天秤座から蠍座へ移ると、自分を美しく見せる楽しみから、心地よい自分を長く支える資源へ関心が移ります。印象のために買い足すより、肌触りや使いやすさを確かめ、今の身体に本当に合う物を選ぶほど、外見と自己価値が無理なく結びつきます。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S01_S02_N02,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,1,2,ANY,ANY,2,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,金星が天秤座から蠍座へ入る{event_date}を境に、自分らしさを表へ出す流れが、収入や所有物を通して価値を確かめる段階へ深まります。欲しい物の数ではなく、安心を支える金額と譲れない基準を整理し、使う目的を言葉にすると、資源への自信が育ちます。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S01_S02_N03,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,1,2,ANY,ANY,3,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,{event_date}、金星が天秤座から蠍座へ移ることで、話し方や第一印象を磨く時期から、言葉や技能の価値を具体的に扱う流れへ進みます。依頼へ曖昧に応じず、必要時間と対応範囲を先に伝えてください。丁寧な説明が、自分の力を安売りしない土台になります。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S01_S02_N04,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,1,2,ANY,ANY,4,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,自分の好みを前面に出してきた流れは、金星が天秤座から蠍座へ移る{event_date}から、暮らしを支える物とお金を守る方向へ変わります。住まいの見栄えだけで選ばず、家族の負担や維持費も確認しましょう。安心して戻れる環境へ使う資源が、自己価値を静かに支えます。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S01_S02_N05,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,1,2,ANY,ANY,5,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,{event_date}に金星が天秤座から蠍座へ入ると、自分を表現する喜びが、創作や遊びへ何を注ぐかという価値の選択へ移ります。反応を得るための出費を増やさず、本当に使いたい道具と時間を一つ選んでください。好きなことを持続できる配分が、楽しさを深めます。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S01_S02_N06,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,1,2,ANY,ANY,6,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,金星が天秤座から蠍座へ移る{event_date}以降、自分を心地よく整える関心は、毎日の仕事や健康を支える資源の使い方へ向かいます。便利さだけで習慣を増やさず、費用、手間、回復への効果を比べましょう。続けられる手入れを選ぶほど、自分を大切にする実感が定着します。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S01_S02_N07,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,1,2,ANY,ANY,7,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,{event_date}、金星が天秤座から蠍座へ移ると、魅力を示して関係を始める流れから、互いの価値観と負担を確かめる段階へ進みます。贈り物や会う頻度で気持ちを測らず、お金と時間をどこまで使えるか率直に話してください。対等な合意が関係の安心を深めます。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S01_S02_N08,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,1,2,ANY,ANY,8,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,金星の天秤座から蠍座への移動が起こる{event_date}から、自分の好みを表すことより、共有資金や深い信頼の中で守る価値が前面に出ます。親しさを理由に財布や情報の境界を曖昧にせず、所有者と返却条件を確認しましょう。明確な線引きが親密さを支えます。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S01_S02_N09,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,1,2,ANY,ANY,9,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,{event_date}に金星が天秤座から蠍座へ入ると、自分らしい考えを示す段階から、学びや遠い経験へ資源を注ぐ意味を選ぶ流れへ移ります。肩書のために申し込まず、費用と時間に見合う問いがあるかを確かめてください。納得した一つへの投資が価値観を育てます。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S01_S02_N10,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,1,2,ANY,ANY,10,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,金星が天秤座から蠍座へ移る{event_date}を境に、自分の魅力を仕事で見せる流れが、働き方と報酬の釣り合いを見直す段階へ変わります。評価を得るために役割を足さず、責任、必要時間、受け取る対価を確認してください。明確な基準が長く働く自信を守ります。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S01_S02_N11,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,1,2,ANY,ANY,11,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,{event_date}、金星が天秤座から蠍座へ移ることで、自分から仲間へ働きかける楽しみが、共同の未来へ何を提供するかという選択へ深まります。会費、道具、無償作業を一覧にし、生活を圧迫しない上限を共有してください。続けられる貢献が信頼を育てます。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S01_S02_N12,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,1,2,ANY,ANY,12,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,金星が天秤座から蠍座へ入る{event_date}以降、外へ示してきた魅力を静かに受け止め直し、見えない出費や自己評価の癖を整える流れへ移ります。不安を埋める買い物を急がず、休息に必要な予算を先に残してください。何もしない時間も大切な資源だと気づけます。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S02_S03_N01,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,2,3,ANY,ANY,1,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,{event_date}に金星が天秤座から蠍座へ移ると、自分を心地よく支える物を選ぶ流れから、好みや考えを自分の声で伝える段階へ進みます。印象を整えるための言葉ではなく、今の身体感覚に合う表現を選ぶほど、会話の中でも自己価値を見失いにくくなります。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S02_S03_N02,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,2,3,ANY,ANY,2,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,金星が天秤座から蠍座へ入る{event_date}を境に、収入や持ち物の釣り合いを測る関心が、価格や条件を言葉にして確かめる方向へ移ります。曖昧な好意で金額を決めず、必要な費用と譲れない基準を記録して話すことが、安心できる取引を支えます。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S02_S03_N03,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,2,3,ANY,ANY,3,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,{event_date}、金星が天秤座から蠍座へ移ることで、手元の価値を守る時期から、知識や技能を身近な会話へ運ぶ流れへ切り替わります。表面的に話を合わせるより、気になった点を一歩深く尋ね、自分の考えも短く返すほど、日常のやり取りが確かな学びになります。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S02_S03_N04,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,2,3,ANY,ANY,4,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,暮らしを支える物や予算を整えてきた流れは、金星が天秤座から蠍座へ移る{event_date}から、家族や身近な人との対話へ重点が移ります。言わなくても分かると考えず、家の負担や希望を小さな単位で伝えると、安心できる居場所を一緒に更新しやすくなります。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S02_S03_N05,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,2,3,ANY,ANY,5,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,{event_date}に金星が天秤座から蠍座へ入ると、創作や遊びへ何を注ぐか選ぶ段階から、その面白さを言葉や作品の途中経過で分かち合う段階へ進みます。完成前の反応を怖がらず、なぜ惹かれたかを一人に話すことが、喜びを深める手がかりになります。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S02_S03_N06,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,2,3,ANY,ANY,6,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,金星が天秤座から蠍座へ移る{event_date}以降、仕事や健康を支える道具への関心が、手順、予定、連絡の整え方へ向かいます。便利な物を増やす前に、引き継ぎの言葉や休む時間を明確にすると、見えない行き違いが減り、毎日の負担を扱いやすくなります。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S02_S03_N07,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,2,3,ANY,ANY,7,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,{event_date}、金星が天秤座から蠍座へ移ると、関係の中でお金や時間の釣り合いを確かめる流れが、互いの本音を言葉にする段階へ深まります。結論を急いで同意を得るより、避けてきた話題を一つずつ尋ねることで、対等さと親密さを両立しやすくなります。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S02_S03_N08,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,2,3,ANY,ANY,8,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,金星の天秤座から蠍座への移動が起こる{event_date}から、共有資金や信頼の境界を守ることに加え、その条件を文書や会話で確かめる必要が前面に出ます。親しさを理由に説明を省かず、誰が何を扱うかを言葉にすると、秘密と責任を落ち着いて共有できます。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S02_S03_N09,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,2,3,ANY,ANY,9,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,{event_date}に金星が天秤座から蠍座へ入ることで、学びや遠い経験へ資源を注ぐ時期から、得た知識を自分の言葉で問い直し伝える時期へ移ります。聞こえのよい結論だけを選ばず、事実と解釈を分けて話すほど、価値観に厚みが生まれます。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S02_S03_N10,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,2,3,ANY,ANY,10,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,金星が天秤座から蠍座へ移る{event_date}を境に、働き方と報酬の価値を測る流れが、提案や説明を通じて仕事上の立場を示す方向へ変わります。成果を大きく見せず、できる範囲、必要時間、判断の根拠を伝えることが、長く続く評価の土台になります。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S02_S03_N11,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,2,3,ANY,ANY,11,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,{event_date}、金星が天秤座から蠍座へ移ると、仲間のために何を提供できるか考える段階から、計画や連絡を循環させる段階へ進みます。全員へ同じ熱量を求めず、役割と返信の期限を共有すると、それぞれの生活を守りながら協力を続けやすくなります。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S02_S03_N12,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,2,3,ANY,ANY,12,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,見えない出費や自己評価の癖を静かに見直してきた流れは、金星が天秤座から蠍座へ入る{event_date}から、まだ言葉にならない思いを整理する方向へ移ります。すぐ公開せず、まず記録や信頼できる相手との短い会話にすると、心の奥の望みを安全に確かめられます。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S03_S04_N01,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,3,4,ANY,ANY,1,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,{event_date}に金星が天秤座から蠍座へ移ると、身近な人と軽やかに言葉を交わす流れから、自分が安心して戻れる場所と本音を守る段階へ進みます。外向きの印象ばかり整えず、今の身体が休める環境や一人でいたい時間を言葉にすると、自分らしい居場所が定まります。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S03_S04_N02,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,3,4,ANY,ANY,2,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,金星が天秤座から蠍座へ入る{event_date}を境に、価値を説明し合う関心が、暮らしの土台へお金と手間を戻す方向へ移ります。人に勧められた物を急いで選ばず、家で長く使えるか、維持できる額かを確かめることが、手元の安心を深めます。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S03_S04_N03,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,3,4,ANY,ANY,3,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,{event_date}、金星が天秤座から蠍座へ移ることで、広く情報を集める時期から、家族や親しい人と必要な話を深める時期へ切り替わります。話題を増やすより、言い残していた一つを丁寧に伝え、相手の沈黙も待つほど、日常の会話に落ち着きが戻ります。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S03_S04_N04,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,3,4,ANY,ANY,4,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,身近な人との調整や往来が中心だった流れは、金星が天秤座から蠍座へ移る{event_date}から、住まいと家族の内側を整える方向へ向かいます。表面上の平穏を保つために我慢せず、役割や私物の境界を相談すると、親しさを損なわずに安心できる基盤を作れます。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S03_S04_N05,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,3,4,ANY,ANY,5,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,{event_date}に金星が天秤座から蠍座へ入ると、面白さを言葉や作品で広げる流れから、誰にも急かされない場所で喜びを育てる流れへ移ります。反応を集める前に、家で没頭できる時間と道具を確保すると、創作や恋のときめきを自分の感覚へ戻せます。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S03_S04_N06,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,3,4,ANY,ANY,6,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,金星が天秤座から蠍座へ移る{event_date}以降、手順や連絡を整える関心が、毎日の回復を支える住環境へ向かいます。仕事の返事を家まで引き延ばさず、食事、睡眠、家事のうち負担が大きい一つを家族と調整すると、身体を休ませるリズムが安定します。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S03_S04_N07,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,3,4,ANY,ANY,7,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,{event_date}、金星が天秤座から蠍座へ移ると、相手と話し合うこと自体が中心だった関係から、二人が安心できる居場所や心の帰属を考える段階へ深まります。同居や家族観を急いで結論にせず、守りたい習慣と必要な距離を確かめるほど、親密さに無理がなくなります。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S03_S04_N08,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,3,4,ANY,ANY,8,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,金星の天秤座から蠍座への移動が起こる{event_date}から、重要な情報を言葉で確認する流れが、共有財産や家族の事情を静かに守る方向へ変わります。過去の経緯を責め合わず、費用、保管、責任の所在を一つずつ整理することが、深い信頼を支える境界になります。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S03_S04_N09,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,3,4,ANY,ANY,9,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,{event_date}に金星が天秤座から蠍座へ入ることで、学んだ考えを広く伝える段階から、その価値観を自分の暮らしや家族史へ根づかせる段階へ進みます。正しさを証明するより、受け継ぎたい習慣と手放したい前提を分けて考えると、信念に温かな実感が伴います。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S03_S04_N10,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,3,4,ANY,ANY,10,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,金星が天秤座から蠍座へ移る{event_date}を境に、仕事上の提案や連絡へ向いていた意識が、活動を支える私生活の基盤へ戻ります。評価のために応答を続けず、家で守る時間と役割を予定に入れることで、公の責任を抱え込みすぎない働き方へ整えられます。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S03_S04_N11,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,3,4,ANY,ANY,11,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,{event_date}、金星が天秤座から蠍座へ移ると、多くの仲間へ情報を届ける流れから、信頼できる少人数と居場所を育てる流れへ移ります。全員とのつながりを保とうとせず、安心して弱音を話せる相手や集まりを選ぶほど、未来の計画に確かな支えが生まれます。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S03_S04_N12,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,3,4,ANY,ANY,12,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,言葉にして気持ちを整理してきた流れは、金星が天秤座から蠍座へ入る{event_date}から、説明を休み、心の奥を静かな場所で受け止める方向へ変わります。答えを探して考え続けず、音や通知を減らして眠る準備を整えると、見えなかった疲れと本当の安心を区別しやすくなります。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S04_S05_N01,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,4,5,ANY,ANY,1,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,{event_date}に金星が天秤座から蠍座へ移ると、安心できる場所で自分を整える流れから、好みや魅力を外へ表す流れへ進みます。周囲に受ける装いを足すより、身体が自然に動きたくなる色や遊びを選ぶほど、無理のない存在感と楽しさが結びつきます。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S04_S05_N02,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,4,5,ANY,ANY,2,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,金星が天秤座から蠍座へ入る{event_date}を境に、住まいを守るための資源配分から、創作や余暇へ価値ある一部を使う段階へ移ります。勢いで予算を広げず、何度も楽しめる道具や体験を一つ選ぶことが、安心を崩さず喜びを育てる支えになります。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S04_S05_N03,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,4,5,ANY,ANY,3,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,{event_date}、金星が天秤座から蠍座へ移ることで、家族や親しい人と本音を確かめる時期から、その気持ちを物語や軽やかな会話で表す時期へ切り替わります。深刻さだけで伝えず、面白かった出来事や小さな好意も言葉にすると、身近な交流へ温かさが戻ります。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S04_S05_N04,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,4,5,ANY,ANY,4,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,家の内側を静かに整えてきた流れは、金星が天秤座から蠍座へ移る{event_date}から、そこで喜びを作り分かち合う方向へ変わります。飾りを増やすことより、好きな料理や音楽を家族と選び、気兼ねなく笑える時間を設けると、居場所への愛着が深まります。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S04_S05_N05,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,4,5,ANY,ANY,5,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,{event_date}に金星が天秤座から蠍座へ入ると、心の安全を確かめる段階から、創作や恋に深く心を注ぐ段階へ進みます。強い反応を確かめるために駆け引きをせず、何に夢中なのかを率直に示すほど、楽しみは一時の刺激ではなく自分らしい表現になります。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S04_S05_N06,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,4,5,ANY,ANY,6,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,金星が天秤座から蠍座へ移る{event_date}以降、休める生活基盤を作る関心が、毎日の仕事や手入れへ小さな楽しみを戻す方向へ向かいます。予定を詰めて達成感を求めず、香り、音、休憩など続けやすい一つを日課に入れると、心身の余裕を保ちやすくなります。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S04_S05_N07,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,4,5,ANY,ANY,7,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,{event_date}、金星が天秤座から蠍座へ移ると、二人の安心や居場所を守る流れから、愛情を目に見える形で表す流れへ進みます。相手の反応を試す大きな演出より、一緒に楽しみたいことや会いたい理由を率直に伝えるほど、対等な関係に新しいときめきが生まれます。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S04_S05_N08,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,4,5,ANY,ANY,8,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,金星の天秤座から蠍座への移動が起こる{event_date}から、家族や共有財産の境界を整える関心が、親密さの中で何を喜びとして分かち合うかへ移ります。贈り物や秘密を信頼の証しにせず、望みと限界を言葉にすることが、深い結びつきを安全に楽しむ条件になります。,100,1
2026_09_SIGN_VENUS_LIBRA_SCORPIO_S04_S05_N09,2026-09,30,VENUS,sign_ingress,LIBRA,SCORPIO,4,5,ANY,ANY,9,transit_calendar,VENUS:sign_ingress:SCORPIO,exact_day,{event_date}に金星が天秤座から蠍座へ入ることで、受け継いだ価値観を暮らしへ根づかせる段階から、新しい学びや経験を自分らしく楽しむ段階へ進みます。遠い正解を追うより、心が動いた問いを作品や発信にすると、知識が生きた創造へ変わります。,100,1
